"YEAR","GEOID","NAME","chi_pov_stat_det","chi_below_pov","chi_above_pov"
1990,"25025030301","Census Tract 303.01",42,14,28
1990,"25025030302","Census Tract 303.02",44,15,29
1990,"25025030400","Census Tract 304",71,28,43
1990,"25025030500","Census Tract 305",153,7,146
1990,"25025040100","Census Tract 401",137,0,137
1990,"25025040200","Census Tract 402",407,127,280
1990,"25025040300","Census Tract 403",653,150,503
1990,"25025040401","Census Tract 404.01",441,39,402
1990,"25025040600","Census Tract 406",230,3,227
1990,"25025040801","Census Tract 408.01",509,185,324
1990,"25025050101","Census Tract 501.01",931,403,528
1990,"25025050200","Census Tract 502",899,244,655
1990,"25025050300","Census Tract 503",501,302,199
1990,"25025050400","Census Tract 504",270,89,181
1990,"25025050500","Census Tract 505",279,42,237
1990,"25025050600","Census Tract 506",341,92,249
1990,"25025050700","Census Tract 507",575,217,358
1990,"25025050901","Census Tract 509.01",615,202,413
1990,"25025051000","Census Tract 510",693,153,540
1990,"25025051101","Census Tract 511.01",1012,325,687
1990,"25025051200","Census Tract 512",321,84,237
1990,"25025060101","Census Tract 601.01",434,16,418
1990,"25025060200","Census Tract 602",434,32,402
1990,"25025060301","Census Tract 603.01",500,32,468
1990,"25025060400","Census Tract 604",769,26,743
1990,"25025060501","Census Tract 605.01",546,122,424
1990,"25025060601","Census Tract 606.01",118,31,87
1990,"25025060602","Census Tract 606.02",8,2,6
1990,"25025060603","Census Tract 606.03",5,1,4
1990,"25025060604","Census Tract 606.04",17,4,13
1990,"25025060700","Census Tract 607",432,228,204
1990,"25025060800","Census Tract 608",554,163,391
1990,"25025061000","Census Tract 610",722,459,263
1990,"25025061101","Census Tract 611.01",517,251,266
1990,"25025061201","Census Tract 612.01",225,72,153
1990,"25025061202","Census Tract 612.02",,,
1990,"25025061203","Census Tract 612.03",25,0,25
1990,"25025061204","Census Tract 612.04",5,0,5
1990,"25025070102","Census Tract 701.02",93,50,43
1990,"25025070103","Census Tract 701.03",6,3,3
1990,"25025070104","Census Tract 701.04",35,19,16
1990,"25025070201","Census Tract 702.01",199,72,127
1990,"25025070202","Census Tract 702.02",426,171,255
1990,"25025070301","Census Tract 703.01",83,6,77
1990,"25025070302","Census Tract 703.02",52,4,48
1990,"25025070402","Census Tract 704.02",451,176,275
1990,"25025070501","Census Tract 705.01",354,100,254
1990,"25025070502","Census Tract 705.02",638,180,458
1990,"25025070600","Census Tract 706",223,16,207
1990,"25025070700","Census Tract 707",366,59,307
1990,"25025070801","Census Tract 708.01",102,18,84
1990,"25025070802","Census Tract 708.02",285,49,236
1990,"25025070901","Census Tract 709.01",165,69,96
1990,"25025070902","Census Tract 709.02",277,116,161
1990,"25025071101","Census Tract 711.01",268,107,161
1990,"25025071201","Census Tract 712.01",307,241,66
1990,"25025080100","Census Tract 801",590,291,299
1990,"25025080300","Census Tract 803",963,596,367
1990,"25025080401","Census Tract 804.01",1002,615,387
1990,"25025080500","Census Tract 805",1005,402,603
1990,"25025080601","Census Tract 806.01",510,202,308
1990,"25025080801","Census Tract 808.01",1377,707,670
1990,"25025080900","Census Tract 809",347,65,282
1990,"25025081001","Census Tract 810.01",891,253,638
1990,"25025081101","Census Tract 811.01",155,47,108
1990,"25025081102","Census Tract 811.02",347,109,238
1990,"25025081200","Census Tract 812",1143,432,711
1990,"25025081301","Census Tract 813.01",570,309,261
1990,"25025081302","Census Tract 813.02",797,432,365
1990,"25025081400","Census Tract 814",784,351,433
1990,"25025081500","Census Tract 815",666,281,385
1990,"25025081700","Census Tract 817",1046,417,629
1990,"25025081800","Census Tract 818",707,190,517
1990,"25025081900","Census Tract 819",983,299,684
1990,"25025082000","Census Tract 820",789,302,487
1990,"25025082100","Census Tract 821",1388,590,798
1990,"25025090100","Census Tract 901",1269,526,743
1990,"25025090200","Census Tract 902",787,256,531
1990,"25025090300","Census Tract 903",946,435,511
1990,"25025090400","Census Tract 904",1070,488,582
1990,"25025090600","Census Tract 906",730,281,449
1990,"25025090700","Census Tract 907",727,127,600
1990,"25025090901","Census Tract 909.01",509,297,212
1990,"25025091001","Census Tract 910.01",562,114,448
1990,"25025091100","Census Tract 911",1109,278,831
1990,"25025091200","Census Tract 912",897,213,684
1990,"25025091300","Census Tract 913",932,441,491
1990,"25025091400","Census Tract 914",662,151,511
1990,"25025091500","Census Tract 915",1452,577,875
1990,"25025091600","Census Tract 916",839,305,534
1990,"25025091700","Census Tract 917",1070,380,690
1990,"25025091800","Census Tract 918",1246,283,963
1990,"25025091900","Census Tract 919",1245,353,892
1990,"25025092000","Census Tract 920",1544,472,1072
1990,"25025092101","Census Tract 921.01",1299,349,950
1990,"25025092200","Census Tract 922",638,216,422
1990,"25025092300","Census Tract 923",1334,552,782
1990,"25025092400","Census Tract 924",1820,927,893
1990,"25025100100","Census Tract 1001",1550,691,859
1990,"25025100200","Census Tract 1002",987,532,455
1990,"25025100300","Census Tract 1003",1055,308,747
1990,"25025100400","Census Tract 1004",1559,262,1297
1990,"25025100500","Census Tract 1005",1758,430,1328
1990,"25025100601","Census Tract 1006.01",1157,133,1024
1990,"25025100603","Census Tract 1006.03",362,73,289
1990,"25025100700","Census Tract 1007",789,71,718
1990,"25025100800","Census Tract 1008",889,107,782
1990,"25025100900","Census Tract 1009",913,116,797
1990,"25025101001","Census Tract 1010.01",1574,334,1240
1990,"25025101002","Census Tract 1010.02",1430,435,995
1990,"25025101101","Census Tract 1011.01",1025,505,520
1990,"25025101102","Census Tract 1011.02",1567,523,1044
1990,"25025110104","Census Tract 1101.04",517,186,331
1990,"25025110105","Census Tract 1101.05",596,220,376
1990,"25025110106","Census Tract 1101.06",347,128,219
1990,"25025110201","Census Tract 1102.01",362,80,282
1990,"25025110301","Census Tract 1103.01",484,38,446
1990,"25025110401","Census Tract 1104.01",920,176,744
1990,"25025110403","Census Tract 1104.03",812,60,752
1990,"25025110501","Census Tract 1105.01",643,67,576
1990,"25025110502","Census Tract 1105.02",729,97,632
1990,"25025110601","Census Tract 1106.01",297,13,284
1990,"25025110607","Census Tract 1106.07",916,74,842
1990,"25025120103","Census Tract 1201.03",237,45,192
1990,"25025120104","Census Tract 1201.04",354,67,287
1990,"25025120105","Census Tract 1201.05",382,72,310
1990,"25025120201","Census Tract 1202.01",825,267,558
1990,"25025120301","Census Tract 1203.01",1471,684,787
1990,"25025120400","Census Tract 1204",708,72,636
1990,"25025120500","Census Tract 1205",772,299,473
1990,"25025120600","Census Tract 1206",500,73,427
1990,"25025120700","Census Tract 1207",258,63,195
1990,"25025130101","Census Tract 1301.01",819,9,810
1990,"25025130200","Census Tract 1302",878,21,857
1990,"25025130300","Census Tract 1303",870,17,853
1990,"25025130402","Census Tract 1304.02",759,46,713
1990,"25025130404","Census Tract 1304.04",361,24,337
1990,"25025130406","Census Tract 1304.06",613,40,573
1990,"25025140102","Census Tract 1401.02",834,45,789
1990,"25025140105","Census Tract 1401.05",807,71,736
1990,"25025140106","Census Tract 1401.06",522,46,476
1990,"25025140107","Census Tract 1401.07",594,52,542
1990,"25025140201","Census Tract 1402.01",391,24,367
1990,"25025140202","Census Tract 1402.02",1030,62,968
1990,"25025140300","Census Tract 1403",1243,167,1076
1990,"25025140400","Census Tract 1404",1927,120,1807
1990,"25025980300","Census Tract 9803",,,
1990,"25025980700","Census Tract 9807",,,
1990,"25025980900","Census Tract 9809",,,
1990,"25025981000","Census Tract 9810",,,
1990,"25025981100","Census Tract 9811",5,5,0
1990,"25025981201","Census Tract 9812.01",,,
1990,"25025981202","Census Tract 9812.02",,,
1990,"25025981300","Census Tract 9813",,,
1990,"25025981501","Census Tract 9815.01",,,
1990,"25025981502","Census Tract 9815.02",,,
1990,"25025981600","Census Tract 9816",,,
1990,"25025981700","Census Tract 9817",,,
1990,"25025981800","Census Tract 9818",,,
1990,"25025981900","Census Tract 9819",,,
2000,"25025000101","Census Tract 1.01",229,34,195
2000,"25025000102","Census Tract 1.02",279,41,238
2000,"25025000201","Census Tract 2.01",411,45,366
2000,"25025000202","Census Tract 2.02",736,200,536
2000,"25025000301","Census Tract 3.01",376,43,333
2000,"25025000302","Census Tract 3.02",259,24,235
2000,"25025000401","Census Tract 4.01",510,54,456
2000,"25025000402","Census Tract 4.02",278,3,275
2000,"25025000502","Census Tract 5.02",54,0,54
2000,"25025000503","Census Tract 5.03",113,45,68
2000,"25025000505","Census Tract 5.05",89,36,53
2000,"25025000506","Census Tract 5.06",122,49,73
2000,"25025000601","Census Tract 6.01",329,24,305
2000,"25025000603","Census Tract 6.03",359,249,110
2000,"25025000604","Census Tract 6.04",433,300,133
2000,"25025000701","Census Tract 7.01",236,51,185
2000,"25025000703","Census Tract 7.03",131,42,89
2000,"25025000704","Census Tract 7.04",262,85,177
2000,"25025000804","Census Tract 8.04",342,65,277
2000,"25025000805","Census Tract 8.05",427,81,346
2000,"25025000806","Census Tract 8.06",110,36,74
2000,"25025000807","Census Tract 8.07",108,35,73
2000,"25025010103","Census Tract 101.03",8,0,8
2000,"25025010104","Census Tract 101.04",67,5,62
2000,"25025010204","Census Tract 102.04",62,9,53
2000,"25025010205","Census Tract 102.05",66,0,66
2000,"25025010206","Census Tract 102.06",43,0,43
2000,"25025010300","Census Tract 103",361,229,132
2000,"25025010403","Census Tract 104.03",77,14,63
2000,"25025010404","Census Tract 104.04",169,31,138
2000,"25025010405","Census Tract 104.05",49,0,49
2000,"25025010408","Census Tract 104.08",36,0,36
2000,"25025010500","Census Tract 105",82,16,66
2000,"25025010600","Census Tract 106",97,0,97
2000,"25025010701","Census Tract 107.01",100,0,100
2000,"25025010702","Census Tract 107.02",115,0,115
2000,"25025010801","Census Tract 108.01",123,0,123
2000,"25025010802","Census Tract 108.02",121,0,121
2000,"25025020101","Census Tract 201.01",322,0,322
2000,"25025020200","Census Tract 202",145,0,145
2000,"25025020301","Census Tract 203.01",128,12,116
2000,"25025020302","Census Tract 203.02",87,9,78
2000,"25025020304","Census Tract 203.04",10,1,9
2000,"25025020305","Census Tract 203.05",183,18,165
2000,"25025030100","Census Tract 301",90,0,90
2000,"25025030200","Census Tract 302",37,3,34
2000,"25025030301","Census Tract 303.01",42,12,30
2000,"25025030302","Census Tract 303.02",51,15,36
2000,"25025030400","Census Tract 304",127,16,111
2000,"25025030500","Census Tract 305",102,4,98
2000,"25025040100","Census Tract 401",208,0,208
2000,"25025040200","Census Tract 402",491,229,262
2000,"25025040300","Census Tract 403",623,218,405
2000,"25025040401","Census Tract 404.01",350,94,256
2000,"25025040600","Census Tract 406",238,17,221
2000,"25025040801","Census Tract 408.01",863,473,390
2000,"25025050101","Census Tract 501.01",1193,298,895
2000,"25025050200","Census Tract 502",1215,266,949
2000,"25025050300","Census Tract 503",786,439,347
2000,"25025050400","Census Tract 504",525,85,440
2000,"25025050500","Census Tract 505",383,77,306
2000,"25025050600","Census Tract 506",442,106,336
2000,"25025050700","Census Tract 507",845,128,717
2000,"25025050901","Census Tract 509.01",844,189,655
2000,"25025051000","Census Tract 510",775,211,564
2000,"25025051101","Census Tract 511.01",1421,363,1058
2000,"25025051200","Census Tract 512",459,38,421
2000,"25025060101","Census Tract 601.01",474,23,451
2000,"25025060200","Census Tract 602",277,41,236
2000,"25025060301","Census Tract 603.01",403,29,374
2000,"25025060400","Census Tract 604",621,71,550
2000,"25025060501","Census Tract 605.01",447,63,384
2000,"25025060601","Census Tract 606.01",95,0,95
2000,"25025060602","Census Tract 606.02",6,0,6
2000,"25025060603","Census Tract 606.03",,,
2000,"25025060604","Census Tract 606.04",26,0,26
2000,"25025060700","Census Tract 607",548,350,198
2000,"25025060800","Census Tract 608",612,107,505
2000,"25025061000","Census Tract 610",957,637,320
2000,"25025061101","Census Tract 611.01",638,364,274
2000,"25025061201","Census Tract 612.01",165,33,132
2000,"25025061202","Census Tract 612.02",,,
2000,"25025061203","Census Tract 612.03",44,9,35
2000,"25025061204","Census Tract 612.04",9,2,7
2000,"25025070102","Census Tract 701.02",83,26,57
2000,"25025070103","Census Tract 701.03",,,
2000,"25025070104","Census Tract 701.04",36,11,25
2000,"25025070201","Census Tract 702.01",247,110,137
2000,"25025070202","Census Tract 702.02",311,132,179
2000,"25025070301","Census Tract 703.01",116,8,108
2000,"25025070302","Census Tract 703.02",83,6,77
2000,"25025070402","Census Tract 704.02",496,201,295
2000,"25025070501","Census Tract 705.01",270,89,181
2000,"25025070502","Census Tract 705.02",479,158,321
2000,"25025070600","Census Tract 706",137,32,105
2000,"25025070700","Census Tract 707",399,111,288
2000,"25025070801","Census Tract 708.01",67,15,52
2000,"25025070802","Census Tract 708.02",173,39,134
2000,"25025070901","Census Tract 709.01",141,68,73
2000,"25025070902","Census Tract 709.02",298,143,155
2000,"25025071101","Census Tract 711.01",221,40,181
2000,"25025071201","Census Tract 712.01",178,79,99
2000,"25025080100","Census Tract 801",537,174,363
2000,"25025080300","Census Tract 803",561,141,420
2000,"25025080401","Census Tract 804.01",712,319,393
2000,"25025080500","Census Tract 805",848,384,464
2000,"25025080601","Census Tract 806.01",659,182,477
2000,"25025080801","Census Tract 808.01",324,161,163
2000,"25025080900","Census Tract 809",398,217,181
2000,"25025081001","Census Tract 810.01",831,427,404
2000,"25025081101","Census Tract 811.01",130,21,109
2000,"25025081102","Census Tract 811.02",292,47,245
2000,"25025081200","Census Tract 812",1001,501,500
2000,"25025081301","Census Tract 813.01",529,178,351
2000,"25025081302","Census Tract 813.02",651,219,432
2000,"25025081400","Census Tract 814",556,151,405
2000,"25025081500","Census Tract 815",500,53,447
2000,"25025081700","Census Tract 817",1134,417,717
2000,"25025081800","Census Tract 818",722,232,490
2000,"25025081900","Census Tract 819",1010,168,842
2000,"25025082000","Census Tract 820",811,373,438
2000,"25025082100","Census Tract 821",1404,536,868
2000,"25025090100","Census Tract 901",1579,380,1199
2000,"25025090200","Census Tract 902",774,309,465
2000,"25025090300","Census Tract 903",1258,567,691
2000,"25025090400","Census Tract 904",1164,489,675
2000,"25025090600","Census Tract 906",601,114,487
2000,"25025090700","Census Tract 907",751,158,593
2000,"25025090901","Census Tract 909.01",928,386,542
2000,"25025091001","Census Tract 910.01",596,138,458
2000,"25025091100","Census Tract 911",1200,302,898
2000,"25025091200","Census Tract 912",974,280,694
2000,"25025091300","Census Tract 913",791,287,504
2000,"25025091400","Census Tract 914",775,314,461
2000,"25025091500","Census Tract 915",1550,409,1141
2000,"25025091600","Census Tract 916",1092,207,885
2000,"25025091700","Census Tract 917",1179,266,913
2000,"25025091800","Census Tract 918",1305,403,902
2000,"25025091900","Census Tract 919",1287,519,768
2000,"25025092000","Census Tract 920",1722,447,1275
2000,"25025092101","Census Tract 921.01",1800,376,1424
2000,"25025092200","Census Tract 922",1042,120,922
2000,"25025092300","Census Tract 923",1044,238,806
2000,"25025092400","Census Tract 924",2473,1236,1237
2000,"25025100100","Census Tract 1001",1939,780,1159
2000,"25025100200","Census Tract 1002",913,212,701
2000,"25025100300","Census Tract 1003",1207,262,945
2000,"25025100400","Census Tract 1004",1325,183,1142
2000,"25025100500","Census Tract 1005",2014,815,1199
2000,"25025100601","Census Tract 1006.01",1439,358,1081
2000,"25025100603","Census Tract 1006.03",329,85,244
2000,"25025100700","Census Tract 1007",856,28,828
2000,"25025100800","Census Tract 1008",1062,101,961
2000,"25025100900","Census Tract 1009",1122,135,987
2000,"25025101001","Census Tract 1010.01",1643,343,1300
2000,"25025101002","Census Tract 1010.02",1613,397,1216
2000,"25025101101","Census Tract 1011.01",1088,322,766
2000,"25025101102","Census Tract 1011.02",1611,438,1173
2000,"25025110104","Census Tract 1101.04",515,133,382
2000,"25025110105","Census Tract 1101.05",559,148,411
2000,"25025110106","Census Tract 1101.06",304,80,224
2000,"25025110201","Census Tract 1102.01",533,28,505
2000,"25025110301","Census Tract 1103.01",588,61,527
2000,"25025110401","Census Tract 1104.01",1070,303,767
2000,"25025110403","Census Tract 1104.03",1009,103,906
2000,"25025110501","Census Tract 1105.01",635,119,516
2000,"25025110502","Census Tract 1105.02",860,124,736
2000,"25025110601","Census Tract 1106.01",537,0,537
2000,"25025110607","Census Tract 1106.07",842,25,817
2000,"25025120103","Census Tract 1201.03",205,0,205
2000,"25025120104","Census Tract 1201.04",354,80,274
2000,"25025120105","Census Tract 1201.05",308,2,306
2000,"25025120201","Census Tract 1202.01",598,143,455
2000,"25025120301","Census Tract 1203.01",1307,444,863
2000,"25025120400","Census Tract 1204",599,60,539
2000,"25025120500","Census Tract 1205",706,144,562
2000,"25025120600","Census Tract 1206",369,88,281
2000,"25025120700","Census Tract 1207",313,122,191
2000,"25025130101","Census Tract 1301.01",842,48,794
2000,"25025130200","Census Tract 1302",932,31,901
2000,"25025130300","Census Tract 1303",889,13,876
2000,"25025130402","Census Tract 1304.02",705,11,694
2000,"25025130404","Census Tract 1304.04",603,139,464
2000,"25025130406","Census Tract 1304.06",1123,258,865
2000,"25025140102","Census Tract 1401.02",1046,93,953
2000,"25025140105","Census Tract 1401.05",987,129,858
2000,"25025140106","Census Tract 1401.06",722,213,509
2000,"25025140107","Census Tract 1401.07",759,224,535
2000,"25025140201","Census Tract 1402.01",387,13,374
2000,"25025140202","Census Tract 1402.02",1333,193,1140
2000,"25025140300","Census Tract 1403",1661,173,1488
2000,"25025140400","Census Tract 1404",2134,267,1867
2000,"25025980300","Census Tract 9803",,,
2000,"25025980700","Census Tract 9807",,,
2000,"25025980900","Census Tract 9809",,,
2000,"25025981000","Census Tract 9810",,,
2000,"25025981100","Census Tract 9811",41,11,30
2000,"25025981201","Census Tract 9812.01",,,
2000,"25025981202","Census Tract 9812.02",,,
2000,"25025981300","Census Tract 9813",,,
2000,"25025981501","Census Tract 9815.01",,,
2000,"25025981502","Census Tract 9815.02",,,
2000,"25025981600","Census Tract 9816",,,
2000,"25025981700","Census Tract 9817",,,
2000,"25025981800","Census Tract 9818",,,
2000,"25025981900","Census Tract 9819",,,
2010,"25025000101","Census Tract 1.01",192,22,170
2010,"25025000102","Census Tract 1.02",254,30,224
2010,"25025000201","Census Tract 2.01",285,27,258
2010,"25025000202","Census Tract 2.02",448,184,264
2010,"25025000301","Census Tract 3.01",232,0,232
2010,"25025000302","Census Tract 3.02",262,13,249
2010,"25025000401","Census Tract 4.01",426,56,370
2010,"25025000402","Census Tract 4.02",404,0,404
2010,"25025000502","Census Tract 5.02",204,0,204
2010,"25025000503","Census Tract 5.03",53,0,53
2010,"25025000505","Census Tract 5.05",35,0,35
2010,"25025000506","Census Tract 5.06",44,0,44
2010,"25025000601","Census Tract 6.01",264,0,264
2010,"25025000603","Census Tract 6.03",159,112,47
2010,"25025000604","Census Tract 6.04",290,204,86
2010,"25025000701","Census Tract 7.01",105,37,68
2010,"25025000703","Census Tract 7.03",31,0,31
2010,"25025000704","Census Tract 7.04",202,79,123
2010,"25025000804","Census Tract 8.04",192,53,139
2010,"25025000805","Census Tract 8.05",220,60,160
2010,"25025000806","Census Tract 8.06",87,21,66
2010,"25025000807","Census Tract 8.07",97,24,73
2010,"25025010103","Census Tract 101.03",8,0,8
2010,"25025010104","Census Tract 101.04",110,24,86
2010,"25025010204","Census Tract 102.04",37,0,37
2010,"25025010205","Census Tract 102.05",94,0,94
2010,"25025010206","Census Tract 102.06",39,0,39
2010,"25025010300","Census Tract 103",106,63,43
2010,"25025010403","Census Tract 104.03",143,57,86
2010,"25025010404","Census Tract 104.04",,0,0
2010,"25025010405","Census Tract 104.05",8,0,8
2010,"25025010408","Census Tract 104.08",12,0,12
2010,"25025010500","Census Tract 105",52,0,52
2010,"25025010600","Census Tract 106",151,0,151
2010,"25025010701","Census Tract 107.01",142,0,142
2010,"25025010702","Census Tract 107.02",95,0,95
2010,"25025010801","Census Tract 108.01",242,0,242
2010,"25025010802","Census Tract 108.02",227,0,227
2010,"25025020101","Census Tract 201.01",593,0,593
2010,"25025020200","Census Tract 202",237,124,113
2010,"25025020301","Census Tract 203.01",99,0,99
2010,"25025020302","Census Tract 203.02",50,0,50
2010,"25025020304","Census Tract 203.04",34,0,34
2010,"25025020305","Census Tract 203.05",232,0,232
2010,"25025030100","Census Tract 301",29,0,29
2010,"25025030200","Census Tract 302",32,0,32
2010,"25025030301","Census Tract 303.01",79,0,79
2010,"25025030302","Census Tract 303.02",133,0,133
2010,"25025030400","Census Tract 304",204,0,204
2010,"25025030500","Census Tract 305",124,0,124
2010,"25025040100","Census Tract 401",352,0,352
2010,"25025040200","Census Tract 402",488,237,251
2010,"25025040300","Census Tract 403",775,214,561
2010,"25025040401","Census Tract 404.01",425,17,408
2010,"25025040600","Census Tract 406",183,28,155
2010,"25025040801","Census Tract 408.01",821,625,196
2010,"25025050101","Census Tract 501.01",1172,351,821
2010,"25025050200","Census Tract 502",1228,88,1140
2010,"25025050300","Census Tract 503",763,340,423
2010,"25025050400","Census Tract 504",374,97,277
2010,"25025050500","Census Tract 505",402,27,375
2010,"25025050600","Census Tract 506",410,0,410
2010,"25025050700","Census Tract 507",881,120,761
2010,"25025050901","Census Tract 509.01",964,220,744
2010,"25025051000","Census Tract 510",762,145,617
2010,"25025051101","Census Tract 511.01",1064,169,895
2010,"25025051200","Census Tract 512",546,197,349
2010,"25025060101","Census Tract 601.01",346,119,227
2010,"25025060200","Census Tract 602",316,65,251
2010,"25025060301","Census Tract 603.01",144,0,144
2010,"25025060400","Census Tract 604",514,34,480
2010,"25025060501","Census Tract 605.01",366,50,316
2010,"25025060601","Census Tract 606.01",72,0,72
2010,"25025060602","Census Tract 606.02",4,0,4
2010,"25025060603","Census Tract 606.03",42,0,42
2010,"25025060604","Census Tract 606.04",23,0,23
2010,"25025060700","Census Tract 607",545,248,297
2010,"25025060800","Census Tract 608",287,0,287
2010,"25025061000","Census Tract 610",1260,867,393
2010,"25025061101","Census Tract 611.01",751,566,185
2010,"25025061201","Census Tract 612.01",117,14,103
2010,"25025061202","Census Tract 612.02",,,
2010,"25025061203","Census Tract 612.03",89,11,78
2010,"25025061204","Census Tract 612.04",41,5,36
2010,"25025070102","Census Tract 701.02",159,9,150
2010,"25025070103","Census Tract 701.03",,,
2010,"25025070104","Census Tract 701.04",89,5,84
2010,"25025070201","Census Tract 702.01",190,40,150
2010,"25025070202","Census Tract 702.02",270,44,226
2010,"25025070301","Census Tract 703.01",133,0,133
2010,"25025070302","Census Tract 703.02",114,0,114
2010,"25025070402","Census Tract 704.02",383,125,258
2010,"25025070501","Census Tract 705.01",349,145,204
2010,"25025070502","Census Tract 705.02",568,236,332
2010,"25025070600","Census Tract 706",191,0,191
2010,"25025070700","Census Tract 707",299,151,148
2010,"25025070801","Census Tract 708.01",76,0,76
2010,"25025070802","Census Tract 708.02",185,0,185
2010,"25025070901","Census Tract 709.01",167,77,90
2010,"25025070902","Census Tract 709.02",307,142,165
2010,"25025071101","Census Tract 711.01",438,66,372
2010,"25025071201","Census Tract 712.01",692,394,298
2010,"25025080100","Census Tract 801",303,198,105
2010,"25025080300","Census Tract 803",324,43,281
2010,"25025080401","Census Tract 804.01",820,568,252
2010,"25025080500","Census Tract 805",743,542,201
2010,"25025080601","Census Tract 806.01",587,342,245
2010,"25025080801","Census Tract 808.01",695,511,184
2010,"25025080900","Census Tract 809",241,0,241
2010,"25025081001","Census Tract 810.01",975,259,716
2010,"25025081101","Census Tract 811.01",92,26,66
2010,"25025081102","Census Tract 811.02",290,81,209
2010,"25025081200","Census Tract 812",1104,540,564
2010,"25025081301","Census Tract 813.01",627,310,317
2010,"25025081302","Census Tract 813.02",854,423,431
2010,"25025081400","Census Tract 814",451,35,416
2010,"25025081500","Census Tract 815",529,346,183
2010,"25025081700","Census Tract 817",1089,323,766
2010,"25025081800","Census Tract 818",755,316,439
2010,"25025081900","Census Tract 819",395,104,291
2010,"25025082000","Census Tract 820",533,206,327
2010,"25025082100","Census Tract 821",1512,796,716
2010,"25025090100","Census Tract 901",1252,345,907
2010,"25025090200","Census Tract 902",700,393,307
2010,"25025090300","Census Tract 903",804,588,216
2010,"25025090400","Census Tract 904",1108,447,661
2010,"25025090600","Census Tract 906",522,126,396
2010,"25025090700","Census Tract 907",694,203,491
2010,"25025090901","Census Tract 909.01",825,374,451
2010,"25025091001","Census Tract 910.01",411,81,330
2010,"25025091100","Census Tract 911",951,296,655
2010,"25025091200","Census Tract 912",654,181,473
2010,"25025091300","Census Tract 913",498,289,209
2010,"25025091400","Census Tract 914",386,186,200
2010,"25025091500","Census Tract 915",1501,626,875
2010,"25025091600","Census Tract 916",1172,350,822
2010,"25025091700","Census Tract 917",860,324,536
2010,"25025091800","Census Tract 918",765,281,484
2010,"25025091900","Census Tract 919",1235,526,709
2010,"25025092000","Census Tract 920",1594,503,1091
2010,"25025092101","Census Tract 921.01",1245,553,692
2010,"25025092200","Census Tract 922",478,139,339
2010,"25025092300","Census Tract 923",550,188,362
2010,"25025092400","Census Tract 924",2102,1051,1051
2010,"25025100100","Census Tract 1001",2164,957,1207
2010,"25025100200","Census Tract 1002",817,191,626
2010,"25025100300","Census Tract 1003",917,326,591
2010,"25025100400","Census Tract 1004",1267,355,912
2010,"25025100500","Census Tract 1005",1057,228,829
2010,"25025100601","Census Tract 1006.01",861,62,799
2010,"25025100603","Census Tract 1006.03",247,0,247
2010,"25025100700","Census Tract 1007",769,0,769
2010,"25025100800","Census Tract 1008",1040,148,892
2010,"25025100900","Census Tract 1009",999,161,838
2010,"25025101001","Census Tract 1010.01",1269,266,1003
2010,"25025101002","Census Tract 1010.02",1509,389,1120
