"YEAR","GEOID","vac","occ","NAME"
2010,25025070700,128,1238,"Census Tract 707"
2010,25025070801,33,598,"Census Tract 708.01"
2010,25025070802,79,1446,"Census Tract 708.02"
2010,25025070901,25,608,"Census Tract 709.01"
2010,25025070902,45,1120,"Census Tract 709.02"
2010,25025071101,97,2088,"Census Tract 711.01"
2010,25025071201,95,1304,"Census Tract 712.01"
2010,25025080100,63,681,"Census Tract 801"
2010,25025080300,98,693,"Census Tract 803"
2010,25025080401,24,1225,"Census Tract 804.01"
2010,25025080500,54,1269,"Census Tract 805"
2010,25025080601,38,882,"Census Tract 806.01"
2010,25025080801,19,927,"Census Tract 808.01"
2010,25025080900,90,1686,"Census Tract 809"
2010,25025081001,53,2234,"Census Tract 810.01"
2010,25025081101,24,405,"Census Tract 811.01"
2010,25025081102,75,1277,"Census Tract 811.02"
2010,25025081200,107,1125,"Census Tract 812"
2010,25025081301,47,847,"Census Tract 813.01"
2010,25025081302,63,1154,"Census Tract 813.02"
2010,25025081400,162,1300,"Census Tract 814"
2010,25025081500,66,839,"Census Tract 815"
2010,25025081700,126,1473,"Census Tract 817"
2010,25025081800,249,1139,"Census Tract 818"
2010,25025081900,141,1256,"Census Tract 819"
2010,25025082000,120,1158,"Census Tract 820"
2010,25025082100,82,2035,"Census Tract 821"
2010,25025090100,182,1681,"Census Tract 901"
2010,25025090200,58,772,"Census Tract 902"
2010,25025090300,145,1123,"Census Tract 903"
2010,25025090400,146,1148,"Census Tract 904"
2010,25025090600,73,720,"Census Tract 906"
2010,25025090700,158,1832,"Census Tract 907"
2010,25025090901,100,1540,"Census Tract 909.01"
2010,25025091001,79,1236,"Census Tract 910.01"
2010,25025091100,174,1792,"Census Tract 911"
2010,25025091200,79,1160,"Census Tract 912"
2010,25025091300,78,790,"Census Tract 913"
2010,25025091400,60,879,"Census Tract 914"
2010,25025091500,183,1470,"Census Tract 915"
2010,25025091600,122,1043,"Census Tract 916"
2010,25025091700,133,917,"Census Tract 917"
2010,25025091800,172,1042,"Census Tract 918"
2010,25025091900,136,1244,"Census Tract 919"
2010,25025092000,161,1532,"Census Tract 920"
2010,25025092101,202,2252,"Census Tract 921.01"
2010,25025092200,93,1134,"Census Tract 922"
2010,25025092300,121,956,"Census Tract 923"
2010,25025092400,192,1873,"Census Tract 924"
2010,25025100100,152,1895,"Census Tract 1001"
2010,25025100200,108,905,"Census Tract 1002"
2010,25025100300,141,1121,"Census Tract 1003"
2010,25025100400,135,1695,"Census Tract 1004"
2010,25025100500,209,2174,"Census Tract 1005"
2010,25025100601,164,2028,"Census Tract 1006.01"
2010,25025100603,86,754,"Census Tract 1006.03"
2010,25025100700,102,1873,"Census Tract 1007"
2010,25025100800,178,2524,"Census Tract 1008"
2010,25025100900,119,1610,"Census Tract 1009"
2010,25025101001,140,2129,"Census Tract 1010.01"
2010,25025101002,181,1968,"Census Tract 1010.02"
2010,25025101101,135,1086,"Census Tract 1011.01"
2010,25025101102,161,1511,"Census Tract 1011.02"
2010,25025110104,68,899,"Census Tract 1101.04"
2010,25025110105,58,764,"Census Tract 1101.05"
2010,25025110106,40,524,"Census Tract 1101.06"
2010,25025110201,59,815,"Census Tract 1102.01"
2010,25025110301,57,898,"Census Tract 1103.01"
2010,25025110401,77,1285,"Census Tract 1104.01"
2010,25025110403,92,1675,"Census Tract 1104.03"
2010,25025110501,71,1300,"Census Tract 1105.01"
2010,25025110502,104,1580,"Census Tract 1105.02"
2010,25025110601,60,1235,"Census Tract 1106.01"
2010,25025110607,134,2032,"Census Tract 1106.07"
2010,25025120103,36,660,"Census Tract 1201.03"
2010,25025120104,64,1058,"Census Tract 1201.04"
2010,25025120105,55,903,"Census Tract 1201.05"
2010,25025120201,67,1659,"Census Tract 1202.01"
2010,25025120301,111,1784,"Census Tract 1203.01"
2010,25025120400,115,2710,"Census Tract 1204"
2010,25025120500,53,852,"Census Tract 1205"
2010,25025120600,49,1054,"Census Tract 1206"
2010,25025120700,61,983,"Census Tract 1207"
2010,25025130101,148,2668,"Census Tract 1301.01"
2010,25025130200,85,1829,"Census Tract 1302"
2010,25025130300,55,1756,"Census Tract 1303"
2010,25025130402,94,2102,"Census Tract 1304.02"
2010,25025130404,64,1258,"Census Tract 1304.04"
2010,25025130406,80,2112,"Census Tract 1304.06"
2010,25025140102,106,1548,"Census Tract 1401.02"
2010,25025140105,50,1274,"Census Tract 1401.05"
2010,25025140106,107,791,"Census Tract 1401.06"
2010,25025140107,74,977,"Census Tract 1401.07"
2010,25025140201,74,861,"Census Tract 1402.01"
2010,25025140202,129,1952,"Census Tract 1402.02"
2010,25025140300,172,2353,"Census Tract 1403"
2010,25025140400,163,2743,"Census Tract 1404"
2010,25025980101,,,"Census Tract 9801.01"
2010,25025980300,,,"Census Tract 9803"
2010,25025980700,,,"Census Tract 9807"
2010,25025980900,,,"Census Tract 9809"
2010,25025981000,,,"Census Tract 9810"
2010,25025981100,,,"Census Tract 9811"
2010,25025981201,,,"Census Tract 9812.01"
2010,25025981202,,,"Census Tract 9812.02"
2010,25025981300,,,"Census Tract 9813"
2010,25025981501,,,"Census Tract 9815.01"
2010,25025981502,,,"Census Tract 9815.02"
2010,25025981600,,,"Census Tract 9816"
2010,25025981700,,,"Census Tract 9817"
2010,25025981800,,,"Census Tract 9818"
2010,25025981900,,,"Census Tract 9819"
2020,25025000101,29,697,"Census Tract 1.01"
2020,25025000102,89,1606,"Census Tract 1.02"
2020,25025000201,64,1544,"Census Tract 2.01"
2020,25025000202,67,1539,"Census Tract 2.02"
2020,25025000301,47,1290,"Census Tract 3.01"
2020,25025000302,48,1323,"Census Tract 3.02"
2020,25025000401,97,2957,"Census Tract 4.01"
2020,25025000402,111,1510,"Census Tract 4.02"
2020,25025000502,128,2024,"Census Tract 5.02"
2020,25025000503,67,1412,"Census Tract 5.03"
2020,25025000505,35,1049,"Census Tract 5.05"
2020,25025000506,71,1569,"Census Tract 5.06"
2020,25025000601,68,1542,"Census Tract 6.01"
2020,25025000603,146,866,"Census Tract 6.03"
2020,25025000604,44,1293,"Census Tract 6.04"
2020,25025000701,80,2304,"Census Tract 7.01"
2020,25025000703,60,1315,"Census Tract 7.03"
2020,25025000704,90,2645,"Census Tract 7.04"
2020,25025000804,80,1444,"Census Tract 8.04"
2020,25025000805,151,1805,"Census Tract 8.05"
2020,25025000806,267,788,"Census Tract 8.06"
2020,25025000807,0,40,"Census Tract 8.07"
2020,25025010103,54,366,"Census Tract 101.03"
2020,25025010104,162,1963,"Census Tract 101.04"
2020,25025010204,173,1165,"Census Tract 102.04"
2020,25025010205,309,2963,"Census Tract 102.05"
2020,25025010206,93,1291,"Census Tract 102.06"
2020,25025010300,49,317,"Census Tract 103"
2020,25025010403,164,2039,"Census Tract 104.03"
2020,25025010404,226,1670,"Census Tract 104.04"
2020,25025010405,93,912,"Census Tract 104.05"
2020,25025010408,78,903,"Census Tract 104.08"
2020,25025010500,286,1654,"Census Tract 105"
2020,25025010600,376,2155,"Census Tract 106"
2020,25025010701,178,1403,"Census Tract 107.01"
2020,25025010702,253,1342,"Census Tract 107.02"
2020,25025010801,185,1629,"Census Tract 108.01"
2020,25025010802,240,1823,"Census Tract 108.02"
2020,25025020101,345,2400,"Census Tract 201.01"
2020,25025020200,148,2339,"Census Tract 202"
2020,25025020301,122,1335,"Census Tract 203.01"
2020,25025020302,59,744,"Census Tract 203.02"
2020,25025020304,107,1049,"Census Tract 203.04"
2020,25025020305,442,2188,"Census Tract 203.05"
2020,25025030100,90,1291,"Census Tract 301"
2020,25025030200,55,1088,"Census Tract 302"
2020,25025030301,118,783,"Census Tract 303.01"
2020,25025030302,381,868,"Census Tract 303.02"
2020,25025030400,215,2421,"Census Tract 304"
2020,25025030500,158,1514,"Census Tract 305"
2020,25025040100,54,1201,"Census Tract 401"
2020,25025040200,65,639,"Census Tract 402"
2020,25025040300,94,2021,"Census Tract 403"
2020,25025040401,54,1256,"Census Tract 404.01"
2020,25025040600,214,1805,"Census Tract 406"
2020,25025040801,112,2010,"Census Tract 408.01"
2020,25025050101,119,1759,"Census Tract 501.01"
2020,25025050200,144,1850,"Census Tract 502"
2020,25025050300,229,1700,"Census Tract 503"
2020,25025050400,78,1033,"Census Tract 504"
2020,25025050500,51,921,"Census Tract 505"
2020,25025050600,46,833,"Census Tract 506"
2020,25025050700,144,1536,"Census Tract 507"
2020,25025050901,92,1412,"Census Tract 509.01"
2020,25025051000,95,1749,"Census Tract 510"
2020,25025051101,180,2264,"Census Tract 511.01"
2020,25025051200,138,1607,"Census Tract 512"
2020,25025060101,110,1770,"Census Tract 601.01"
2020,25025060200,76,1043,"Census Tract 602"
2020,25025060301,125,1704,"Census Tract 603.01"
2020,25025060400,202,2506,"Census Tract 604"
2020,25025060501,159,2291,"Census Tract 605.01"
2020,25025060601,78,1087,"Census Tract 606.01"
2020,25025060602,32,214,"Census Tract 606.02"
2020,25025060603,275,910,"Census Tract 606.03"
2020,25025060604,629,1888,"Census Tract 606.04"
2020,25025060700,14,590,"Census Tract 607"
2020,25025060800,155,2381,"Census Tract 608"
2020,25025061000,65,1036,"Census Tract 610"
2020,25025061101,52,1214,"Census Tract 611.01"
2020,25025061201,62,976,"Census Tract 612.01"
2020,25025061202,,,"Census Tract 612.02"
2020,25025061203,81,1363,"Census Tract 612.03"
2020,25025061204,62,611,"Census Tract 612.04"
2020,25025070102,426,1223,"Census Tract 701.02"
2020,25025070103,31,348,"Census Tract 701.03"
2020,25025070104,224,1492,"Census Tract 701.04"
2020,25025070201,71,1018,"Census Tract 702.01"
2020,25025070202,304,2589,"Census Tract 702.02"
2020,25025070301,76,1283,"Census Tract 703.01"
2020,25025070302,216,1182,"Census Tract 703.02"
2020,25025070402,169,2009,"Census Tract 704.02"
2020,25025070501,70,1191,"Census Tract 705.01"
2020,25025070502,109,1735,"Census Tract 705.02"
2020,25025070600,109,1151,"Census Tract 706"
2020,25025070700,65,1271,"Census Tract 707"
2020,25025070801,58,549,"Census Tract 708.01"
2020,25025070802,77,1461,"Census Tract 708.02"
2020,25025070901,21,547,"Census Tract 709.01"
2020,25025070902,61,1192,"Census Tract 709.02"
2020,25025071101,140,2132,"Census Tract 711.01"
2020,25025071201,354,1545,"Census Tract 712.01"
2020,25025080100,112,749,"Census Tract 801"
2020,25025080300,38,833,"Census Tract 803"
2020,25025080401,71,1392,"Census Tract 804.01"
2020,25025080500,52,1378,"Census Tract 805"
2020,25025080601,477,1005,"Census Tract 806.01"
2020,25025080801,54,1042,"Census Tract 808.01"
2020,25025080900,101,1809,"Census Tract 809"
2020,25025081001,71,2510,"Census Tract 810.01"
2020,25025081101,143,808,"Census Tract 811.01"
2020,25025081102,61,1307,"Census Tract 811.02"
2020,25025081200,88,1290,"Census Tract 812"
2020,25025081301,62,1060,"Census Tract 813.01"
2020,25025081302,53,1265,"Census Tract 813.02"
2020,25025081400,106,1558,"Census Tract 814"
2020,25025081500,52,955,"Census Tract 815"
2020,25025081700,111,1570,"Census Tract 817"
2020,25025081800,106,1380,"Census Tract 818"
2020,25025081900,80,1391,"Census Tract 819"
2020,25025082000,99,1253,"Census Tract 820"
2020,25025082100,78,2072,"Census Tract 821"
2020,25025090100,143,1825,"Census Tract 901"
2020,25025090200,29,811,"Census Tract 902"
2020,25025090300,58,1238,"Census Tract 903"
2020,25025090400,80,1348,"Census Tract 904"
2020,25025090600,68,772,"Census Tract 906"
2020,25025090700,299,2111,"Census Tract 907"
2020,25025090901,118,1610,"Census Tract 909.01"
2020,25025091001,104,1558,"Census Tract 910.01"
2020,25025091100,146,1911,"Census Tract 911"
2020,25025091200,72,1204,"Census Tract 912"
2020,25025091300,54,881,"Census Tract 913"
2020,25025091400,56,996,"Census Tract 914"
2020,25025091500,99,1632,"Census Tract 915"
2020,25025091600,79,1162,"Census Tract 916"
2020,25025091700,109,965,"Census Tract 917"
2020,25025091800,105,1215,"Census Tract 918"
2020,25025091900,77,1382,"Census Tract 919"
2020,25025092000,172,1604,"Census Tract 920"
2020,25025092101,143,2449,"Census Tract 921.01"
2020,25025092200,73,1219,"Census Tract 922"
2020,25025092300,87,1085,"Census Tract 923"
2020,25025092400,127,2059,"Census Tract 924"
2020,25025100100,81,1892,"Census Tract 1001"
2020,25025100200,61,964,"Census Tract 1002"
2020,25025100300,85,1238,"Census Tract 1003"
2020,25025100400,148,1922,"Census Tract 1004"
2020,25025100500,161,2372,"Census Tract 1005"
2020,25025100601,152,2099,"Census Tract 1006.01"
2020,25025100603,68,883,"Census Tract 1006.03"
2020,25025100700,99,1948,"Census Tract 1007"
2020,25025100800,137,2588,"Census Tract 1008"
2020,25025100900,89,1669,"Census Tract 1009"
2020,25025101001,125,2161,"Census Tract 1010.01"
2020,25025101002,83,2213,"Census Tract 1010.02"
2020,25025101101,84,1233,"Census Tract 1011.01"
2020,25025101102,144,1544,"Census Tract 1011.02"
2020,25025110104,29,750,"Census Tract 1101.04"
2020,25025110105,179,981,"Census Tract 1101.05"
2020,25025110106,32,582,"Census Tract 1101.06"
2020,25025110201,42,809,"Census Tract 1102.01"
2020,25025110301,66,960,"Census Tract 1103.01"
2020,25025110401,59,1368,"Census Tract 1104.01"
2020,25025110403,70,1726,"Census Tract 1104.03"
2020,25025110501,77,1319,"Census Tract 1105.01"
2020,25025110502,93,1672,"Census Tract 1105.02"
2020,25025110601,75,1116,"Census Tract 1106.01"
2020,25025110607,108,2156,"Census Tract 1106.07"
2020,25025120103,33,694,"Census Tract 1201.03"
2020,25025120104,50,1088,"Census Tract 1201.04"
2020,25025120105,46,902,"Census Tract 1201.05"
2020,25025120201,115,2126,"Census Tract 1202.01"
2020,25025120301,118,1975,"Census Tract 1203.01"
2020,25025120400,119,2826,"Census Tract 1204"
2020,25025120500,48,929,"Census Tract 1205"
2020,25025120600,57,1115,"Census Tract 1206"
2020,25025120700,51,1016,"Census Tract 1207"
2020,25025130101,138,2759,"Census Tract 1301.01"
2020,25025130200,92,1903,"Census Tract 1302"
2020,25025130300,73,1746,"Census Tract 1303"
2020,25025130402,121,2122,"Census Tract 1304.02"
2020,25025130404,88,1266,"Census Tract 1304.04"
2020,25025130406,80,2411,"Census Tract 1304.06"
2020,25025140102,76,1756,"Census Tract 1401.02"
2020,25025140105,57,1287,"Census Tract 1401.05"
2020,25025140106,51,922,"Census Tract 1401.06"
2020,25025140107,49,1053,"Census Tract 1401.07"
2020,25025140201,40,910,"Census Tract 1402.01"
2020,25025140202,89,2115,"Census Tract 1402.02"
2020,25025140300,127,2517,"Census Tract 1403"
2020,25025140400,140,2831,"Census Tract 1404"
2020,25025980101,,,"Census Tract 9801.01"
2020,25025980300,,,"Census Tract 9803"
2020,25025980700,,,"Census Tract 9807"
2020,25025980900,,,"Census Tract 9809"
2020,25025981000,,,"Census Tract 9810"
2020,25025981100,,,"Census Tract 9811"
2020,25025981201,,,"Census Tract 9812.01"
2020,25025981202,,,"Census Tract 9812.02"
2020,25025981300,,,"Census Tract 9813"
2020,25025981501,,,"Census Tract 9815.01"
2020,25025981502,,,"Census Tract 9815.02"
2020,25025981600,,,"Census Tract 9816"
2020,25025981700,,,"Census Tract 9817"
2020,25025981800,,,"Census Tract 9818"
2020,25025981900,,,"Census Tract 9819"
2024,25025000101,33.5113,686.4887,"Census Tract 1.01"
2024,25025000102,117.4647,2103.5353,"Census Tract 1.02"
2024,25025000201,70.5,1542.5,"Census Tract 2.01"
2024,25025000202,56.4166,1562.5834,"Census Tract 2.02"
2024,25025000301,56.4304,1291.5696,"Census Tract 3.01"
2024,25025000302,59.8035,1317.1965,"Census Tract 3.02"
2024,25025000401,93.837,2959.163,"Census Tract 4.01"
2024,25025000402,101.3799,1560.6201,"Census Tract 4.02"
2024,25025000502,152.4312,1999.5688,"Census Tract 5.02"
2024,25025000503,68.6477,1410.3523,"Census Tract 5.03"
2024,25025000505,38.8021000000001,1156.1979,"Census Tract 5.05"
2024,25025000506,62.6559,1579.3441,"Census Tract 5.06"
2024,25025000601,76.7228,1605.2772,"Census Tract 6.01"
2024,25025000603,182.0727,1672.9273,"Census Tract 6.03"
2024,25025000604,44.0577000000001,1298.9423,"Census Tract 6.04"
2024,25025000701,72.9739,2314.0261,"Census Tract 7.01"
2024,25025000703,40.9502299999999,1337.04977,"Census Tract 7.03"
2024,25025000704,77.2674999999999,2661.7325,"Census Tract 7.04"
2024,25025000804,84.3130000000001,1778.687,"Census Tract 8.04"
2024,25025000805,142.64699,2274.35301,"Census Tract 8.05"
2024,25025000806,208.75083,846.24917,"Census Tract 8.06"
2024,25025000807,2.518519,37.481481,"Census Tract 8.07"
2024,25025010103,40.75949,379.24051,"Census Tract 101.03"
2024,25025010104,190.5966,1935.4034,"Census Tract 101.04"
2024,25025010204,169.43,1487.57,"Census Tract 102.04"
2024,25025010205,237.3848,3034.6152,"Census Tract 102.05"
2024,25025010206,105.13409,1729.86591,"Census Tract 102.06"
2024,25025010300,32.76215,333.23785,"Census Tract 103"
2024,25025010403,110.9921,2098.0079,"Census Tract 104.03"
2024,25025010404,142.1809,1779.8191,"Census Tract 104.04"
2024,25025010405,60.8329199999999,944.16708,"Census Tract 104.05"
2024,25025010408,48.49434,932.50566,"Census Tract 104.08"
2024,25025010500,208.1797,1730.8203,"Census Tract 105"
2024,25025010600,480.885,2276.115,"Census Tract 106"
2024,25025010701,187.7443,1379.2557,"Census Tract 107.01"
2024,25025010702,245.7795,1365.2205,"Census Tract 107.02"
2024,25025010801,210.1444,1591.8556,"Census Tract 108.01"
2024,25025010802,233.2274,1813.7726,"Census Tract 108.02"
2024,25025020101,335.287,2381.713,"Census Tract 201.01"
2024,25025020200,162.0979,2321.9021,"Census Tract 202"
2024,25025020301,145.1418,1311.8582,"Census Tract 203.01"
2024,25025020302,59.8031,808.1969,"Census Tract 203.02"
2024,25025020304,111.52196,1044.47804,"Census Tract 203.04"
2024,25025020305,460.179,2639.821,"Census Tract 203.05"
2024,25025030100,95.9848,1290.0152,"Census Tract 301"
2024,25025030200,59.1318000000001,1105.8682,"Census Tract 302"
2024,25025030301,132.5187,769.4813,"Census Tract 303.01"
2024,25025030302,394.7076,1287.2924,"Census Tract 303.02"
2024,25025030400,261.7892,2393.2108,"Census Tract 304"
2024,25025030500,179.5727,1494.4273,"Census Tract 305"
2024,25025040100,52.6684,1198.3316,"Census Tract 401"
2024,25025040200,63.6436,642.3564,"Census Tract 402"
2024,25025040300,120.7262,1994.2738,"Census Tract 403"
2024,25025040401,51.9667999999999,1238.0332,"Census Tract 404.01"
2024,25025040600,191.2884,1877.7116,"Census Tract 406"
2024,25025040801,171.2598,2047.7402,"Census Tract 408.01"
2024,25025050101,133.2876,1807.7124,"Census Tract 501.01"
2024,25025050200,151.776,1901.224,"Census Tract 502"
2024,25025050300,230.3,2072.7,"Census Tract 503"
2024,25025050400,82.6608000000001,1132.3392,"Census Tract 504"
2024,25025050500,54.7916,960.2084,"Census Tract 505"
2024,25025050600,55.4849,826.5151,"Census Tract 506"
2024,25025050700,158.8116,1610.1884,"Census Tract 507"
2024,25025050901,112.8759,1443.1241,"Census Tract 509.01"
2024,25025051000,124.1442,2030.8558,"Census Tract 510"
2024,25025051101,179.9864,2393.0136,"Census Tract 511.01"
2024,25025051200,170.1585,1643.8415,"Census Tract 512"
2024,25025060101,119.8232,1830.1768,"Census Tract 601.01"
2024,25025060200,78.4721,1044.5279,"Census Tract 602"
2024,25025060301,123.0081,1719.9919,"Census Tract 603.01"
2024,25025060400,189.965,2528.035,"Census Tract 604"
2024,25025060501,158.791,2424.209,"Census Tract 605.01"
2024,25025060601,98.3290999999999,1100.6709,"Census Tract 606.01"
2024,25025060602,31.38621,214.61379,"Census Tract 606.02"
2024,25025060603,406.65326,1659.34674,"Census Tract 606.03"
2024,25025060604,596.6618,1919.3382,"Census Tract 606.04"
2024,25025060700,16.074194,587.925806,"Census Tract 607"
2024,25025060800,170.454,2532.546,"Census Tract 608"
2024,25025061000,108.5596,1055.4404,"Census Tract 610"
2024,25025061101,64.7973999999999,1248.2026,"Census Tract 611.01"
2024,25025061201,134.848,1225.152,"Census Tract 612.01"
2024,25025061202,0,0,"Census Tract 612.02"
2024,25025061203,137.6033,1482.3967,"Census Tract 612.03"
2024,25025061204,73.2245,599.7755,"Census Tract 612.04"
2024,25025070102,337.3527,1311.6473,"Census Tract 701.02"
2024,25025070103,31.16359,349.83641,"Census Tract 701.03"
2024,25025070104,266.7471,1786.2529,"Census Tract 701.04"
2024,25025070201,128.592,960.408,"Census Tract 702.01"
2024,25025070202,304.6753,2755.3247,"Census Tract 702.02"
2024,25025070301,137.6617,1215.3383,"Census Tract 703.01"
2024,25025070302,116.1463,1434.8537,"Census Tract 703.02"
2024,25025070402,325.6304,2616.3696,"Census Tract 704.02"
2024,25025070501,86.9355,1173.0645,"Census Tract 705.01"
2024,25025070502,99.7184,1741.2816,"Census Tract 705.02"
2024,25025070600,81.8015,1158.1985,"Census Tract 706"
2024,25025070700,119.8538,1208.1462,"Census Tract 707"
2024,25025070801,30.88968,589.11032,"Census Tract 708.01"
2024,25025070802,102.5572,1493.4428,"Census Tract 708.02"
2024,25025070901,26.92123,546.07877,"Census Tract 709.01"
2024,25025070902,47.7195999999999,1205.2804,"Census Tract 709.02"
2024,25025071101,107.5393,2232.4607,"Census Tract 711.01"
2024,25025071201,160.5503,2347.4497,"Census Tract 712.01"
2024,25025080100,141.9977,758.0023,"Census Tract 801"
2024,25025080300,111.9915,769.0085,"Census Tract 803"
2024,25025080401,47.2896000000001,1569.7104,"Census Tract 804.01"
2024,25025080500,64.5638899999999,1374.43611,"Census Tract 805"
2024,25025080601,58.5957000000001,1471.4043,"Census Tract 806.01"
2024,25025080801,233.291598,908.708402,"Census Tract 808.01"
2024,25025080900,104.1894,1973.8106,"Census Tract 809"
2024,25025081001,94.7042999999999,2486.2957,"Census Tract 810.01"
2024,25025081101,30.01495,920.98505,"Census Tract 811.01"
2024,25025081102,131.4815,1257.5185,"Census Tract 811.02"
2024,25025081200,89.04,1288.96,"Census Tract 812"
2024,25025081301,80.3345099999999,1271.66549,"Census Tract 813.01"
2024,25025081302,72.1461999999999,1277.8538,"Census Tract 813.02"
2024,25025081400,136.192,1624.808,"Census Tract 814"
2024,25025081500,68.0903,948.9097,"Census Tract 815"
2024,25025081700,120.7613,1647.2387,"Census Tract 817"
2024,25025081800,182.8739,1376.1261,"Census Tract 818"
2024,25025081900,128.4263,1370.5737,"Census Tract 819"
2024,25025082000,98.9450999999999,1261.0549,"Census Tract 820"
2024,25025082100,112.336,2040.664,"Census Tract 821"
2024,25025090100,128.3479,1852.6521,"Census Tract 901"
2024,25025090200,64.2223,829.7777,"Census Tract 902"
2024,25025090300,107.4706,1194.5294,"Census Tract 903"
2024,25025090400,115.1537,1346.8463,"Census Tract 904"
2024,25025090600,59.9325,810.0675,"Census Tract 906"
2024,25025090700,197.171,2271.829,"Census Tract 907"
2024,25025090901,170.24,1557.76,"Census Tract 909.01"
2024,25025091001,127.5353,1842.4647,"Census Tract 910.01"
2024,25025091100,161.5281,1946.4719,"Census Tract 911"
2024,25025091200,87.4468999999999,1193.5531,"Census Tract 912"
2024,25025091300,72.6213,965.3787,"Census Tract 913"
2024,25025091400,64.2999,992.7001,"Census Tract 914"
2024,25025091500,153.6492,1585.3508,"Census Tract 915"
2024,25025091600,95.3139000000001,1153.6861,"Census Tract 916"
2024,25025091700,103.3627,1013.6373,"Census Tract 917"
2024,25025091800,163.712,1169.288,"Census Tract 918"
2024,25025091900,131.1219,1337.8781,"Census Tract 919"
2024,25025092000,134.4036,1645.5964,"Census Tract 920"
2024,25025092101,235.9825,2433.0175,"Census Tract 921.01"
2024,25025092200,80.9530999999999,1229.0469,"Census Tract 922"
2024,25025092300,98.6787999999999,1106.3212,"Census Tract 923"
2024,25025092400,190.31,2017.69,"Census Tract 924"
2024,25025100100,132.7442,1881.2558,"Census Tract 1001"
2024,25025100200,65.7639,973.2361,"Census Tract 1002"
2024,25025100300,121.5356,1254.4644,"Census Tract 1003"
2024,25025100400,145.271,1936.729,"Census Tract 1004"
2024,25025100500,208.5239,2392.4761,"Census Tract 1005"
2024,25025100601,155.9312,2111.0688,"Census Tract 1006.01"
2024,25025100603,91.8583000000001,1101.1417,"Census Tract 1006.03"
2024,25025100700,120.3247,1950.6753,"Census Tract 1007"
2024,25025100800,160.461,2590.539,"Census Tract 1008"
2024,25025100900,103.8024,1702.1976,"Census Tract 1009"
2024,25025101001,134.7159,2234.2841,"Census Tract 1010.01"
2024,25025101002,168.2138,2269.7862,"Census Tract 1010.02"
2024,25025101101,93.2869000000001,1411.7131,"Census Tract 1011.01"
2024,25025101102,139.918,1567.082,"Census Tract 1011.02"
2024,25025110104,63.2406999999999,728.7593,"Census Tract 1101.04"
2024,25025110105,76.6208999999999,1333.3791,"Census Tract 1101.05"
2024,25025110106,82.3155,565.6845,"Census Tract 1101.06"
2024,25025110201,52.3495,803.6505,"Census Tract 1102.01"
2024,25025110301,57.2292,986.7708,"Census Tract 1103.01"
2024,25025110401,86.5905,1359.4095,"Census Tract 1104.01"
2024,25025110403,85.3806999999999,1720.6193,"Census Tract 1104.03"
2024,25025110501,63.1316999999999,1354.8683,"Census Tract 1105.01"
2024,25025110502,106.4256,1704.5744,"Census Tract 1105.02"
2024,25025110601,59.5999999999999,1132.4,"Census Tract 1106.01"
2024,25025110607,144.9366,2183.0634,"Census Tract 1106.07"
2024,25025120103,35.6108,696.3892,"Census Tract 1201.03"
2024,25025120104,59.6478999999999,1077.3521,"Census Tract 1201.04"
2024,25025120105,47.5405500000001,901.45945,"Census Tract 1201.05"
2024,25025120201,99.1813999999999,2247.8186,"Census Tract 1202.01"
2024,25025120301,120.7045,2088.2955,"Census Tract 1203.01"
2024,25025120400,140.52,2825.48,"Census Tract 1204"
2024,25025120500,43.7818,936.2182,"Census Tract 1205"
2024,25025120600,54.9356,1123.0644,"Census Tract 1206"
2024,25025120700,56.87,1011.13,"Census Tract 1207"
2024,25025130101,148.4685,2748.5315,"Census Tract 1301.01"
2024,25025130200,93.2603999999999,1918.7396,"Census Tract 1302"
2024,25025130300,71.9937,1792.0063,"Census Tract 1303"
2024,25025130402,108.477,2499.523,"Census Tract 1304.02"
2024,25025130404,73.4292,1341.5708,"Census Tract 1304.04"
2024,25025130406,118.3959,2380.6041,"Census Tract 1304.06"
2024,25025140102,82.4772,1755.5228,"Census Tract 1401.02"
2024,25025140105,53.7775999999999,1293.2224,"Census Tract 1401.05"
2024,25025140106,71.17395,901.82605,"Census Tract 1401.06"
2024,25025140107,68.1818000000001,1035.8182,"Census Tract 1401.07"
2024,25025140201,58.028,902.972,"Census Tract 1402.01"
2024,25025140202,123.3906,2089.6094,"Census Tract 1402.02"
2024,25025140300,147.913,2532.087,"Census Tract 1403"
2024,25025140400,155.921,2828.079,"Census Tract 1404"
2024,25025980101,0,0,"Census Tract 9801.01"
2024,25025980300,0,8,"Census Tract 9803"
2024,25025980700,0,2,"Census Tract 9807"
2024,25025980900,0,80,"Census Tract 9809"
2024,25025981000,0,4,"Census Tract 9810"
2024,25025981100,0,2,"Census Tract 9811"
2024,25025981201,0,0,"Census Tract 9812.01"
2024,25025981202,0,1,"Census Tract 9812.02"
2024,25025981300,0,35,"Census Tract 9813"
2024,25025981501,0,1,"Census Tract 9815.01"
2024,25025981600,0,1,"Census Tract 9816"
2024,25025981700,0,2,"Census Tract 9817"
2024,25025981800,0,4,"Census Tract 9818"
2024,25025981900,0,0,"Census Tract 9819"
2024,25025990101,0,0,"Census Tract 9901.01"
