"YEAR","GEOID","NAME","total_workers_16_and_over","car_truck_van_alone","car_truck_van_carpool","public_transportation","walked","taxi_moto_bike_other","worked_from_home"
1990,25025000101,"Census Tract 1.01",1034,530,110,237,112,31,14
1990,25025000102,"Census Tract 1.02",1214,621,129,278,132,37,17
1990,25025000201,"Census Tract 2.01",2352,1486,204,509,103,24,26
1990,25025000202,"Census Tract 2.02",2211,1130,221,713,113,21,13
1990,25025000301,"Census Tract 3.01",1901,954,260,581,68,10,28
1990,25025000302,"Census Tract 3.02",1883,946,258,575,68,9,27
1990,25025000401,"Census Tract 4.01",3054,1086,413,1344,111,59,41
1990,25025000402,"Census Tract 4.02",1977,956,158,659,132,26,46
1990,25025000502,"Census Tract 5.02",3007,1108,181,1336,298,32,52
1990,25025000503,"Census Tract 5.03",1595,514,118,808,116,26,13
1990,25025000505,"Census Tract 5.05",1401,451,104,709,102,23,12
1990,25025000506,"Census Tract 5.06",1869,602,139,946,136,30,16
1990,25025000601,"Census Tract 6.01",2311,1199,297,538,167,26,84
1990,25025000603,"Census Tract 6.03",874,325,44,366,95,20,24
1990,25025000604,"Census Tract 6.04",1428,531,73,598,155,33,38
1990,25025000701,"Census Tract 7.01",2806,782,256,1474,205,56,33
1990,25025000703,"Census Tract 7.03",1533,423,87,812,156,50,5
1990,25025000704,"Census Tract 7.04",3100,856,176,1642,314,102,10
1990,25025000804,"Census Tract 8.04",1891,613,252,688,226,86,26
1990,25025000805,"Census Tract 8.05",2280,736,298,822,289,104,31
1990,25025000806,"Census Tract 8.06",592,168,33,160,213,15,3
1990,25025000807,"Census Tract 8.07",543,154,30,146,195,15,3
1990,25025010103,"Census Tract 101.03",1791,67,26,363,1231,85,19
1990,25025010104,"Census Tract 101.04",2940,503,38,943,1187,165,104
1990,25025010204,"Census Tract 102.04",1899,331,70,647,718,97,36
1990,25025010205,"Census Tract 102.05",1475,257,54,503,558,75,28
1990,25025010206,"Census Tract 102.06",1092,190,40,372,413,56,21
1990,25025010300,"Census Tract 103",1174,119,31,309,603,56,56
1990,25025010403,"Census Tract 104.03",1795,327,59,701,634,54,20
1990,25025010404,"Census Tract 104.04",2351,429,77,919,830,70,26
1990,25025010405,"Census Tract 104.05",2105,206,139,714,876,100,70
1990,25025010408,"Census Tract 104.08",848,148,31,289,321,43,16
1990,25025010500,"Census Tract 105",1704,421,57,510,636,47,33
1990,25025010600,"Census Tract 106",1129,366,22,338,320,22,61
1990,25025010701,"Census Tract 107.01",1881,421,74,479,721,91,95
1990,25025010702,"Census Tract 107.02",1808,404,71,461,693,87,92
1990,25025010801,"Census Tract 108.01",2223,507,102,473,905,60,176
1990,25025010802,"Census Tract 108.02",2315,529,106,492,943,62,183
1990,25025020101,"Census Tract 201.01",3062,705,74,514,1524,78,167
1990,25025020200,"Census Tract 202",2586,379,66,628,1344,63,106
1990,25025020301,"Census Tract 203.01",1262,233,26,261,664,52,26
1990,25025020302,"Census Tract 203.02",789,147,16,162,415,34,15
1990,25025020304,"Census Tract 203.04",72,14,2,15,38,2,1
1990,25025020305,"Census Tract 203.05",965,180,19,198,508,41,19
1990,25025030100,"Census Tract 301",1285,269,33,454,510,19,0
1990,25025030200,"Census Tract 302",864,159,28,206,421,11,39
1990,25025030301,"Census Tract 303.01",761,175,25,134,384,26,17
1990,25025030302,"Census Tract 303.02",766,176,25,136,387,25,17
1990,25025030400,"Census Tract 304",2520,432,112,598,1242,75,61
1990,25025030500,"Census Tract 305",1382,291,49,302,694,28,18
1990,25025040100,"Census Tract 401",1255,508,132,286,251,8,70
1990,25025040200,"Census Tract 402",515,197,56,139,98,6,19
1990,25025040300,"Census Tract 403",2427,1046,182,840,272,52,35
1990,25025040401,"Census Tract 404.01",1084,405,85,313,228,34,19
1990,25025040600,"Census Tract 406",1436,654,141,445,109,23,64
1990,25025040801,"Census Tract 408.01",1520,620,70,504,255,32,39
1990,25025050101,"Census Tract 501.01",1470,582,173,544,160,0,11
1990,25025050200,"Census Tract 502",1764,599,295,749,79,25,17
1990,25025050300,"Census Tract 503",530,129,31,299,59,5,7
1990,25025050400,"Census Tract 504",967,291,77,476,91,9,23
1990,25025050500,"Census Tract 505",846,230,89,435,82,10,0
1990,25025050600,"Census Tract 506",649,222,155,135,125,6,6
1990,25025050700,"Census Tract 507",1210,511,152,401,117,22,7
1990,25025050901,"Census Tract 509.01",1619,623,224,636,85,32,19
1990,25025051000,"Census Tract 510",1844,861,197,654,75,5,52
1990,25025051101,"Census Tract 511.01",2329,1048,258,869,103,31,20
1990,25025051200,"Census Tract 512",1153,456,62,484,123,28,0
1990,25025060101,"Census Tract 601.01",1582,821,248,435,72,0,6
1990,25025060200,"Census Tract 602",1164,495,135,373,132,5,24
1990,25025060301,"Census Tract 603.01",1636,713,188,535,166,20,14
1990,25025060400,"Census Tract 604",2305,969,326,716,219,50,25
1990,25025060501,"Census Tract 605.01",1775,778,153,593,235,6,10
1990,25025060601,"Census Tract 606.01",500,206,65,97,88,14,30
1990,25025060602,"Census Tract 606.02",36,15,4,8,6,1,2
1990,25025060603,"Census Tract 606.03",21,9,3,4,4,0,1
1990,25025060604,"Census Tract 606.04",73,30,9,14,13,3,4
1990,25025060700,"Census Tract 607",348,60,39,127,93,29,0
1990,25025060800,"Census Tract 608",1619,528,216,510,269,61,35
1990,25025061000,"Census Tract 610",703,230,52,308,73,32,8
1990,25025061101,"Census Tract 611.01",556,204,61,253,33,5,0
1990,25025061201,"Census Tract 612.01",736,314,88,226,93,15,0
1990,25025061202,"Census Tract 612.02",,,,,,,
1990,25025061203,"Census Tract 612.03",385,164,24,116,49,32,0
1990,25025061204,"Census Tract 612.04",73,31,5,22,9,6,0
1990,25025070102,"Census Tract 701.02",384,47,29,97,157,15,39
1990,25025070103,"Census Tract 701.03",27,3,2,7,11,1,3
1990,25025070104,"Census Tract 701.04",147,18,11,37,60,6,15
1990,25025070201,"Census Tract 702.01",418,63,84,80,161,25,5
1990,25025070202,"Census Tract 702.02",1082,152,170,231,426,57,46
1990,25025070301,"Census Tract 703.01",1460,369,51,333,571,24,112
1990,25025070302,"Census Tract 703.02",899,227,31,206,352,14,69
1990,25025070402,"Census Tract 704.02",626,69,156,124,266,11,0
1990,25025070501,"Census Tract 705.01",1138,238,182,350,316,33,19
1990,25025070502,"Census Tract 705.02",2054,430,329,633,571,58,33
1990,25025070600,"Census Tract 706",1890,522,126,431,725,39,47
1990,25025070700,"Census Tract 707",1313,355,67,425,408,38,20
1990,25025070801,"Census Tract 708.01",549,134,39,200,122,28,26
1990,25025070802,"Census Tract 708.02",1530,374,108,559,341,76,72
1990,25025070901,"Census Tract 709.01",623,188,38,280,102,5,10
1990,25025070902,"Census Tract 709.02",1054,318,63,472,173,10,18
1990,25025071101,"Census Tract 711.01",1631,414,207,530,378,71,31
1990,25025071201,"Census Tract 712.01",422,101,68,41,127,57,28
1990,25025080100,"Census Tract 801",618,219,117,210,23,49,0
1990,25025080300,"Census Tract 803",589,143,45,354,36,0,11
1990,25025080401,"Census Tract 804.01",697,264,54,312,49,18,0
1990,25025080500,"Census Tract 805",928,325,47,477,65,14,0
1990,25025080601,"Census Tract 806.01",427,102,32,262,19,0,12
1990,25025080801,"Census Tract 808.01",1186,217,113,361,418,26,51
1990,25025080900,"Census Tract 809",1919,410,167,892,372,31,47
1990,25025081001,"Census Tract 810.01",2220,489,137,929,606,14,45
1990,25025081101,"Census Tract 811.01",576,190,50,244,72,15,5
1990,25025081102,"Census Tract 811.02",1173,385,104,496,146,32,10
1990,25025081200,"Census Tract 812",1122,318,153,465,142,44,0
1990,25025081301,"Census Tract 813.01",532,160,88,216,45,16,7
1990,25025081302,"Census Tract 813.02",746,224,124,303,63,22,10
1990,25025081400,"Census Tract 814",1115,441,214,319,103,13,25
1990,25025081500,"Census Tract 815",890,459,118,251,35,20,7
1990,25025081700,"Census Tract 817",1381,367,206,695,96,7,10
1990,25025081800,"Census Tract 818",1106,452,66,466,37,24,61
1990,25025081900,"Census Tract 819",1436,673,212,405,77,69,0
1990,25025082000,"Census Tract 820",1089,443,149,435,43,19,0
1990,25025082100,"Census Tract 821",1468,489,258,663,17,28,13
1990,25025090100,"Census Tract 901",1729,734,217,640,25,103,10
1990,25025090200,"Census Tract 902",695,135,177,306,11,44,22
1990,25025090300,"Census Tract 903",1025,584,108,267,30,9,27
1990,25025090400,"Census Tract 904",832,354,164,264,17,16,17
1990,25025090600,"Census Tract 906",646,205,131,250,37,19,4
1990,25025090700,"Census Tract 907",1866,735,196,678,194,28,35
1990,25025090901,"Census Tract 909.01",1043,350,142,468,47,25,11
1990,25025091001,"Census Tract 910.01",1229,528,227,408,31,35,0
1990,25025091100,"Census Tract 911",2255,967,287,773,153,62,13
1990,25025091200,"Census Tract 912",1361,732,154,399,56,0,20
1990,25025091300,"Census Tract 913",818,303,188,228,92,7,0
1990,25025091400,"Census Tract 914",927,371,221,257,30,41,7
1990,25025091500,"Census Tract 915",1683,755,351,411,77,89,0
1990,25025091600,"Census Tract 916",1250,530,254,398,37,31,0
1990,25025091700,"Census Tract 917",1348,561,258,449,62,9,9
1990,25025091800,"Census Tract 918",1301,685,196,380,15,0,25
1990,25025091900,"Census Tract 919",1506,621,174,581,47,56,27
1990,25025092000,"Census Tract 920",1978,887,248,774,53,8,8
1990,25025092101,"Census Tract 921.01",2837,1570,363,590,211,94,9
1990,25025092200,"Census Tract 922",1666,797,166,591,52,15,45
1990,25025092300,"Census Tract 923",1296,591,141,505,59,0,0
1990,25025092400,"Census Tract 924",2149,1037,261,736,74,41,0
1990,25025100100,"Census Tract 1001",1482,936,168,345,0,33,0
1990,25025100200,"Census Tract 1002",927,362,113,397,0,20,35
1990,25025100300,"Census Tract 1003",1507,667,211,594,7,7,21
1990,25025100400,"Census Tract 1004",2518,1254,334,815,52,18,45
1990,25025100500,"Census Tract 1005",2849,1343,338,965,111,30,62
1990,25025100601,"Census Tract 1006.01",2444,1406,317,584,82,0,55
1990,25025100603,"Census Tract 1006.03",993,601,84,184,93,13,18
1990,25025100700,"Census Tract 1007",2116,1269,309,384,112,17,25
1990,25025100800,"Census Tract 1008",2636,1408,470,653,87,8,10
1990,25025100900,"Census Tract 1009",2071,1155,223,531,128,0,34
1990,25025101001,"Census Tract 1010.01",3094,1320,666,899,77,53,79
1990,25025101002,"Census Tract 1010.02",2475,1242,279,847,50,30,27
1990,25025101101,"Census Tract 1011.01",1455,716,217,455,35,25,7
1990,25025101102,"Census Tract 1011.02",2162,952,400,732,19,19,40
1990,25025110104,"Census Tract 1101.04",898,356,77,409,20,12,24
1990,25025110105,"Census Tract 1101.05",1016,392,87,473,22,14,28
1990,25025110106,"Census Tract 1101.06",591,228,50,276,13,8,16
1990,25025110201,"Census Tract 1102.01",679,364,71,204,27,5,8
1990,25025110301,"Census Tract 1103.01",1280,718,233,294,8,0,27
1990,25025110401,"Census Tract 1104.01",1750,924,255,536,21,0,14
1990,25025110403,"Census Tract 1104.03",2158,1386,286,412,60,7,7
1990,25025110501,"Census Tract 1105.01",1937,1210,242,413,48,10,14
1990,25025110502,"Census Tract 1105.02",1997,1062,274,534,75,17,35
1990,25025110601,"Census Tract 1106.01",1222,792,162,177,28,14,49
1990,25025110607,"Census Tract 1106.07",2682,1618,264,630,95,37,38
1990,25025120103,"Census Tract 1201.03",941,484,101,230,54,17,55
1990,25025120104,"Census Tract 1201.04",1408,724,151,345,81,25,82
1990,25025120105,"Census Tract 1201.05",1520,781,163,372,88,27,89
1990,25025120201,"Census Tract 1202.01",2139,733,358,788,185,30,45
1990,25025120301,"Census Tract 1203.01",2297,860,392,776,107,82,80
1990,25025120400,"Census Tract 1204",3245,1582,225,1053,194,83,108
1990,25025120500,"Census Tract 1205",1042,298,322,265,114,6,37
1990,25025120600,"Census Tract 1206",1622,723,157,568,76,51,47
1990,25025120700,"Census Tract 1207",1270,607,143,424,69,14,13
1990,25025130101,"Census Tract 1301.01",3146,2347,262,457,0,38,42
1990,25025130200,"Census Tract 1302",2737,1829,279,443,108,21,57
1990,25025130300,"Census Tract 1303",2458,1613,188,561,67,3,26
1990,25025130402,"Census Tract 1304.02",2519,1730,258,312,112,33,74
1990,25025130404,"Census Tract 1304.04",1146,770,169,167,27,4,9
1990,25025130406,"Census Tract 1304.06",1953,1312,288,284,47,7,15
1990,25025140102,"Census Tract 1401.02",2069,1338,250,371,55,18,37
1990,25025140105,"Census Tract 1401.05",1576,957,157,319,79,33,31
1990,25025140106,"Census Tract 1401.06",1019,619,101,206,51,22,20
1990,25025140107,"Census Tract 1401.07",1161,705,116,235,58,24,23
1990,25025140201,"Census Tract 1402.01",1012,655,89,207,43,3,15
1990,25025140202,"Census Tract 1402.02",2666,1726,234,545,115,7,39
1990,25025140300,"Census Tract 1403",2317,1231,297,605,70,16,98
1990,25025140400,"Census Tract 1404",3913,2165,662,894,126,33,33
1990,25025980300,"Census Tract 9803",,,,,,,
1990,25025980700,"Census Tract 9807",,,,,,,
1990,25025980900,"Census Tract 9809",,,,,,,
1990,25025981000,"Census Tract 9810",,,,,,,
1990,25025981100,"Census Tract 9811",2,1,0,1,0,0,0
1990,25025981201,"Census Tract 9812.01",,,,,,,
1990,25025981202,"Census Tract 9812.02",,,,,,,
1990,25025981300,"Census Tract 9813",,,,,,,
1990,25025981501,"Census Tract 9815.01",,,,,,,
1990,25025981502,"Census Tract 9815.02",,,,,,,
1990,25025981600,"Census Tract 9816",,,,,,,
1990,25025981700,"Census Tract 9817",,,,,,,
1990,25025981800,"Census Tract 9818",,,,,,,
1990,25025981900,"Census Tract 9819",,,,,,,
2000,25025000101,"Census Tract 1.01",1029,552,134,242,49,32,20
2000,25025000102,"Census Tract 1.02",1258,676,164,295,59,39,25
2000,25025000201,"Census Tract 2.01",2681,1478,237,808,81,42,35
2000,25025000202,"Census Tract 2.02",2172,1364,202,468,102,19,17
2000,25025000301,"Census Tract 3.01",1625,1004,198,343,45,10,25
2000,25025000302,"Census Tract 3.02",2000,1119,232,520,63,28,38
2000,25025000401,"Census Tract 4.01",2938,1374,213,1116,140,55,40
2000,25025000402,"Census Tract 4.02",2176,1118,167,635,142,3,111
2000,25025000502,"Census Tract 5.02",2088,879,124,929,71,25,60
2000,25025000503,"Census Tract 5.03",1720,541,120,922,69,45,23
2000,25025000505,"Census Tract 5.05",1354,426,94,725,55,36,18
2000,25025000506,"Census Tract 5.06",1839,579,128,985,74,49,24
2000,25025000601,"Census Tract 6.01",1913,1152,90,459,104,20,88
2000,25025000603,"Census Tract 6.03",886,311,74,386,86,11,18
2000,25025000604,"Census Tract 6.04",1069,375,89,465,104,14,22
2000,25025000701,"Census Tract 7.01",3015,1124,253,1340,155,117,26
2000,25025000703,"Census Tract 7.03",1509,399,82,792,149,38,49
2000,25025000704,"Census Tract 7.04",3020,799,163,1584,299,77,98
2000,25025000804,"Census Tract 8.04",1932,653,153,828,224,47,27
2000,25025000805,"Census Tract 8.05",2408,814,191,1030,280,59,34
2000,25025000806,"Census Tract 8.06",447,95,2,112,199,26,13
2000,25025000807,"Census Tract 8.07",443,95,2,112,197,24,13
2000,25025010103,"Census Tract 101.03",1754,84,49,551,975,59,36
2000,25025010104,"Census Tract 101.04",2865,430,107,975,1093,199,61
2000,25025010204,"Census Tract 102.04",1450,208,29,665,520,19,9
2000,25025010205,"Census Tract 102.05",1531,281,62,543,543,67,35
2000,25025010206,"Census Tract 102.06",1007,183,40,357,360,44,23
2000,25025010300,"Census Tract 103",1833,209,127,469,974,21,33
2000,25025010403,"Census Tract 104.03",1672,267,42,634,639,77,13
2000,25025010404,"Census Tract 104.04",3665,584,93,1391,1400,168,29
2000,25025010405,"Census Tract 104.05",1685,149,43,593,816,33,51
2000,25025010408,"Census Tract 104.08",841,155,34,298,298,37,19
2000,25025010500,"Census Tract 105",1429,280,45,693,305,59,47
2000,25025010600,"Census Tract 106",1422,401,40,468,396,50,67
2000,25025010701,"Census Tract 107.01",1563,534,61,257,524,70,117
2000,25025010702,"Census Tract 107.02",1788,612,70,293,600,80,133
2000,25025010801,"Census Tract 108.01",2179,657,46,441,807,111,117
2000,25025010802,"Census Tract 108.02",2144,647,45,434,794,108,116
2000,25025020101,"Census Tract 201.01",2866,674,69,434,1395,81,213
2000,25025020200,"Census Tract 202",2662,433,37,732,1368,44,48
2000,25025020301,"Census Tract 203.01",984,230,37,213,461,12,31
2000,25025020302,"Census Tract 203.02",640,152,25,136,298,8,21
2000,25025020304,"Census Tract 203.04",71,17,3,15,33,1,2
2000,25025020305,"Census Tract 203.05",1358,323,53,289,632,16,45
2000,25025030100,"Census Tract 301",1420,277,49,389,667,14,24
2000,25025030200,"Census Tract 302",1093,183,35,267,551,30,27
2000,25025030301,"Census Tract 303.01",675,148,19,99,386,9,14
2000,25025030302,"Census Tract 303.02",801,176,23,117,459,10,16
2000,25025030400,"Census Tract 304",2444,465,57,559,1241,64,58
2000,25025030500,"Census Tract 305",1797,379,58,485,776,39,60
2000,25025040100,"Census Tract 401",1267,554,40,342,211,28,92
2000,25025040200,"Census Tract 402",549,245,32,183,64,10,15
2000,25025040300,"Census Tract 403",2301,1097,123,741,265,17,58
2000,25025040401,"Census Tract 404.01",1229,525,59,446,126,33,40
2000,25025040600,"Census Tract 406",1317,735,110,307,122,5,38
2000,25025040801,"Census Tract 408.01",1528,699,173,408,204,4,40
2000,25025050101,"Census Tract 501.01",1781,780,225,618,128,5,25
2000,25025050200,"Census Tract 502",2156,620,237,1030,250,0,19
2000,25025050300,"Census Tract 503",497,117,38,282,27,33,0
2000,25025050400,"Census Tract 504",1134,322,69,631,106,6,0
2000,25025050500,"Census Tract 505",772,203,145,378,35,0,11
2000,25025050600,"Census Tract 506",1247,287,141,730,76,2,11
2000,25025050700,"Census Tract 507",1788,540,159,909,156,12,12
2000,25025050901,"Census Tract 509.01",1511,532,277,576,115,11,0
2000,25025051000,"Census Tract 510",1604,684,178,575,147,15,5
2000,25025051101,"Census Tract 511.01",2420,1183,231,958,28,11,9
2000,25025051200,"Census Tract 512",1110,483,87,398,125,10,7
2000,25025060101,"Census Tract 601.01",1598,841,59,634,57,7,0
2000,25025060200,"Census Tract 602",1235,664,131,359,37,14,30
2000,25025060301,"Census Tract 603.01",1717,858,128,587,144,0,0
2000,25025060400,"Census Tract 604",2642,1482,280,695,101,26,58
2000,25025060501,"Census Tract 605.01",1907,890,133,665,196,23,0
2000,25025060601,"Census Tract 606.01",656,233,83,125,128,61,26
2000,25025060602,"Census Tract 606.02",42,15,5,8,8,4,2
2000,25025060603,"Census Tract 606.03",,,,,,,
2000,25025060604,"Census Tract 606.04",183,65,23,35,36,17,7
2000,25025060700,"Census Tract 607",365,103,21,117,112,0,12
2000,25025060800,"Census Tract 608",2090,1003,180,519,260,100,28
2000,25025061000,"Census Tract 610",951,325,130,383,74,19,20
2000,25025061101,"Census Tract 611.01",490,147,62,216,65,0,0
2000,25025061201,"Census Tract 612.01",748,251,49,384,48,9,7
2000,25025061202,"Census Tract 612.02",,,,,,,
2000,25025061203,"Census Tract 612.03",196,66,13,100,13,2,2
2000,25025061204,"Census Tract 612.04",38,13,3,20,2,0,0
2000,25025070102,"Census Tract 701.02",673,104,59,208,270,5,27
2000,25025070103,"Census Tract 701.03",,,,,,,
2000,25025070104,"Census Tract 701.04",324,54,25,91,140,2,12
2000,25025070201,"Census Tract 702.01",863,87,135,228,352,36,25
2000,25025070202,"Census Tract 702.02",1293,150,178,358,525,41,41
2000,25025070301,"Census Tract 703.01",1432,414,62,429,453,37,37
2000,25025070302,"Census Tract 703.02",1016,294,44,305,322,24,27
2000,25025070402,"Census Tract 704.02",488,104,69,144,154,0,17
2000,25025070501,"Census Tract 705.01",1095,360,71,312,252,57,43
2000,25025070502,"Census Tract 705.02",1941,639,126,554,446,101,75
2000,25025070600,"Census Tract 706",1634,505,36,491,469,27,106
2000,25025070700,"Census Tract 707",1377,400,22,491,340,17,107
2000,25025070801,"Census Tract 708.01",654,148,12,284,153,15,42
2000,25025070802,"Census Tract 708.02",1676,381,30,727,393,36,109
2000,25025070901,"Census Tract 709.01",540,199,29,195,82,16,19
2000,25025070902,"Census Tract 709.02",1139,420,62,412,172,32,41
2000,25025071101,"Census Tract 711.01",1452,561,28,474,333,44,12
2000,25025071201,"Census Tract 712.01",423,143,17,104,122,22,15
2000,25025080100,"Census Tract 801",595,204,165,174,44,8,0
2000,25025080300,"Census Tract 803",523,191,85,169,43,35,0
2000,25025080401,"Census Tract 804.01",753,241,80,326,50,50,6
2000,25025080500,"Census Tract 805",714,238,69,333,38,27,9
2000,25025080601,"Census Tract 806.01",714,114,90,379,103,28,0
2000,25025080801,"Census Tract 808.01",1203,193,64,332,544,24,46
2000,25025080900,"Census Tract 809",2003,484,110,917,413,44,35
2000,25025081001,"Census Tract 810.01",2212,519,193,1033,319,93,55
2000,25025081101,"Census Tract 811.01",495,155,38,236,48,12,6
2000,25025081102,"Census Tract 811.02",1119,350,86,535,108,27,13
2000,25025081200,"Census Tract 812",732,310,117,225,53,20,7
2000,25025081301,"Census Tract 813.01",544,231,80,178,38,0,17
2000,25025081302,"Census Tract 813.02",669,284,98,220,47,0,20
2000,25025081400,"Census Tract 814",1246,509,133,434,103,29,38
2000,25025081500,"Census Tract 815",677,288,148,198,22,6,15
2000,25025081700,"Census Tract 817",1365,537,216,486,77,21,28
2000,25025081800,"Census Tract 818",1147,502,152,377,55,45,16
2000,25025081900,"Census Tract 819",1116,542,153,356,26,11,28
2000,25025082000,"Census Tract 820",1045,370,197,403,11,16,48
2000,25025082100,"Census Tract 821",1172,481,187,448,11,36,9
2000,25025090100,"Census Tract 901",1747,689,311,699,27,0,21
2000,25025090200,"Census Tract 902",645,246,134,244,18,3,0
2000,25025090300,"Census Tract 903",1059,488,140,394,6,10,21
2000,25025090400,"Census Tract 904",972,415,184,341,22,10,0
2000,25025090600,"Census Tract 906",725,396,111,188,20,0,10
2000,25025090700,"Census Tract 907",2070,900,261,619,103,162,25
2000,25025090901,"Census Tract 909.01",1296,515,195,487,75,11,13
2000,25025091001,"Census Tract 910.01",1338,624,228,386,42,24,34
2000,25025091100,"Census Tract 911",2162,930,223,794,109,78,28
2000,25025091200,"Census Tract 912",1486,665,112,591,102,5,11
2000,25025091300,"Census Tract 913",885,413,89,281,40,31,31
2000,25025091400,"Census Tract 914",819,385,149,245,20,0,20
2000,25025091500,"Census Tract 915",1625,759,185,525,115,30,11
2000,25025091600,"Census Tract 916",1166,481,222,405,43,12,3
2000,25025091700,"Census Tract 917",1245,493,227,446,40,26,13
2000,25025091800,"Census Tract 918",1363,666,291,342,40,7,17
2000,25025091900,"Census Tract 919",1316,544,154,522,18,37,41
2000,25025092000,"Census Tract 920",1904,891,195,652,114,31,21
2000,25025092101,"Census Tract 921.01",2652,1275,460,695,163,52,7
2000,25025092200,"Census Tract 922",1739,913,229,505,33,33,26
2000,25025092300,"Census Tract 923",1159,462,177,448,15,27,30
2000,25025092400,"Census Tract 924",1922,791,307,717,27,14,66
2000,25025100100,"Census Tract 1001",1451,634,220,519,57,0,21
2000,25025100200,"Census Tract 1002",804,408,98,281,12,0,5
2000,25025100300,"Census Tract 1003",1392,630,237,467,15,27,16
2000,25025100400,"Census Tract 1004",2194,1054,235,724,73,22,86
2000,25025100500,"Census Tract 1005",2327,1154,260,771,40,49,53
2000,25025100601,"Census Tract 1006.01",2208,1188,227,683,69,13,28
2000,25025100603,"Census Tract 1006.03",717,438,78,126,16,33,26
2000,25025100700,"Census Tract 1007",2250,1311,326,500,55,28,30
2000,25025100800,"Census Tract 1008",2799,1598,276,764,78,19,64
2000,25025100900,"Census Tract 1009",1958,1187,199,481,48,36,7
2000,25025101001,"Census Tract 1010.01",2730,1431,374,831,8,22,64
2000,25025101002,"Census Tract 1010.02",2199,1201,245,638,56,35,24
2000,25025101101,"Census Tract 1011.01",1084,483,160,393,28,1,19
2000,25025101102,"Census Tract 1011.02",1570,728,126,668,15,12,21
2000,25025110104,"Census Tract 1101.04",933,421,87,371,22,16,16
2000,25025110105,"Census Tract 1101.05",983,437,89,402,23,17,15
2000,25025110106,"Census Tract 1101.06",535,237,49,219,13,9,8
2000,25025110201,"Census Tract 1102.01",874,475,107,233,34,13,12
2000,25025110301,"Census Tract 1103.01",1135,722,111,264,7,24,7
2000,25025110401,"Census Tract 1104.01",1576,898,235,385,51,0,7
2000,25025110403,"Census Tract 1104.03",2317,1344,329,516,30,49,49
2000,25025110501,"Census Tract 1105.01",1775,1248,188,314,0,0,25
2000,25025110502,"Census Tract 1105.02",1983,1179,214,521,25,17,27
2000,25025110601,"Census Tract 1106.01",1263,879,178,161,5,16,24
2000,25025110607,"Census Tract 1106.07",3005,1735,412,646,62,19,131
2000,25025120103,"Census Tract 1201.03",809,504,45,127,50,20,63
2000,25025120104,"Census Tract 1201.04",1376,624,118,466,60,27,81
2000,25025120105,"Census Tract 1201.05",1214,752,68,196,75,29,94
2000,25025120201,"Census Tract 1202.01",2062,812,181,945,32,52,40
2000,25025120301,"Census Tract 1203.01",2102,824,248,831,115,57,27
2000,25025120400,"Census Tract 1204",3681,1567,326,1258,204,120,206
2000,25025120500,"Census Tract 1205",979,301,118,381,93,51,35
2000,25025120600,"Census Tract 1206",1583,621,130,587,108,59,78
2000,25025120700,"Census Tract 1207",1181,413,88,443,110,55,72
2000,25025130101,"Census Tract 1301.01",2546,1784,232,379,63,0,88
2000,25025130200,"Census Tract 1302",2620,1784,201,462,44,19,110
2000,25025130300,"Census Tract 1303",2351,1476,300,411,107,20,37
2000,25025130402,"Census Tract 1304.02",2299,1770,162,274,58,8,27
2000,25025130404,"Census Tract 1304.04",1036,654,128,219,17,2,16
2000,25025130406,"Census Tract 1304.06",1931,1220,238,407,31,5,30
2000,25025140102,"Census Tract 1401.02",1943,1341,222,307,31,7,35
2000,25025140105,"Census Tract 1401.05",1641,1162,205,192,23,0,59
2000,25025140106,"Census Tract 1401.06",897,497,123,216,49,0,12
2000,25025140107,"Census Tract 1401.07",942,522,129,227,51,0,13
2000,25025140201,"Census Tract 1402.01",932,621,93,186,32,0,0
2000,25025140202,"Census Tract 1402.02",2531,1811,195,379,54,25,67
2000,25025140300,"Census Tract 1403",2533,1282,328,735,103,27,58
2000,25025140400,"Census Tract 1404",3413,1950,522,767,78,16,80
2000,25025980300,"Census Tract 9803",,,,,,,
2000,25025980700,"Census Tract 9807",,,,,,,
2000,25025980900,"Census Tract 9809",,,,,,,
2000,25025981000,"Census Tract 9810",,,,,,,
2000,25025981100,"Census Tract 9811",73,32,7,30,2,1,1
2000,25025981201,"Census Tract 9812.01",,,,,,,
2000,25025981202,"Census Tract 9812.02",,,,,,,
2000,25025981300,"Census Tract 9813",,,,,,,
2000,25025981501,"Census Tract 9815.01",,,,,,,
2000,25025981502,"Census Tract 9815.02",,,,,,,
2000,25025981600,"Census Tract 9816",,,,,,,
2000,25025981700,"Census Tract 9817",,,,,,,
2000,25025981800,"Census Tract 9818",,,,,,,
2000,25025981900,"Census Tract 9819",,,,,,,
2010,25025000101,"Census Tract 1.01",975,509,111,181,108,53,13
2010,25025000102,"Census Tract 1.02",1291,673,146,240,143,72,17
2010,25025000201,"Census Tract 2.01",2525,1506,139,573,219,10,78
2010,25025000202,"Census Tract 2.02",2313,1493,98,500,193,0,29
2010,25025000301,"Census Tract 3.01",1746,947,109,370,117,105,98
2010,25025000302,"Census Tract 3.02",2135,1163,161,703,60,20,28
2010,25025000401,"Census Tract 4.01",2946,1006,152,1381,119,201,87
2010,25025000402,"Census Tract 4.02",2149,982,123,786,88,32,138
2010,25025000502,"Census Tract 5.02",2048,339,125,786,492,109,197
2010,25025000503,"Census Tract 5.03",1533,565,68,797,87,0,16
2010,25025000505,"Census Tract 5.05",1487,451,118,785,80,33,20
