YEAR,GEOID,white,black,hisp,aapi,ainh,other,twoplus,NAME
1980,25025000101,260,2,23,12,1,2,0,Census Tract 1.01
1980,25025000102,306,3,28,14,1,4,0,Census Tract 1.02
1980,25025000201,502,16,38,35,0,6,0,Census Tract 2.01
1980,25025000202,615,93,49,44,8,7,0,Census Tract 2.02
1980,25025000301,393,8,26,32,1,5,0,Census Tract 3.01
1980,25025000302,390,7,25,31,1,4,0,Census Tract 3.02
1980,25025000401,367,18,29,137,1,7,0,Census Tract 4.01
1980,25025000402,228,11,18,85,0,4,0,Census Tract 4.02
1980,25025000502,100,5,11,27,1,12,0,Census Tract 5.02
1980,25025000503,43,2,5,12,0,5,0,Census Tract 5.03
1980,25025000505,38,2,4,10,0,5,0,Census Tract 5.05
1980,25025000506,50,3,6,13,0,5,0,Census Tract 5.06
1980,25025000601,337,8,29,92,0,10,0,Census Tract 6.01
1980,25025000603,116,96,76,16,0,4,0,Census Tract 6.03
1980,25025000604,188,157,125,27,1,7,0,Census Tract 6.04
1980,25025000701,106,11,18,67,0,3,0,Census Tract 7.01
1980,25025000703,61,8,18,45,0,3,0,Census Tract 7.03
1980,25025000704,124,17,36,92,0,6,0,Census Tract 7.04
1980,25025000804,186,29,48,71,2,7,0,Census Tract 8.04
1980,25025000805,230,36,60,88,2,9,0,Census Tract 8.05
1980,25025000806,108,17,28,41,0,4,0,Census Tract 8.06
1980,25025000807,99,15,26,38,0,4,0,Census Tract 8.07
1980,25025010103,67,5,12,5,0,5,0,Census Tract 101.03
1980,25025010104,73,9,14,13,0,1,0,Census Tract 101.04
1980,25025010204,48,22,29,14,0,18,0,Census Tract 102.04
1980,25025010205,37,17,22,11,0,14,0,Census Tract 102.05
1980,25025010206,28,13,17,8,0,10,0,Census Tract 102.06
1980,25025010300,13,272,80,0,1,2,0,Census Tract 103
1980,25025010403,33,35,15,13,0,2,0,Census Tract 104.03
1980,25025010404,43,45,21,17,0,3,0,Census Tract 104.04
1980,25025010405,55,59,27,23,0,4,0,Census Tract 104.05
1980,25025010408,22,9,12,7,0,8,0,Census Tract 104.08
1980,25025010500,29,41,14,7,0,2,0,Census Tract 105
1980,25025010600,34,12,7,23,0,1,0,Census Tract 106
1980,25025010701,114,5,11,2,0,3,0,Census Tract 107.01
1980,25025010702,109,4,10,2,0,3,0,Census Tract 107.02
1980,25025010801,84,2,8,3,0,0,0,Census Tract 108.01
1980,25025010802,88,3,8,3,0,2,0,Census Tract 108.02
1980,25025020101,373,5,5,8,0,2,0,Census Tract 201.01
1980,25025020200,161,15,3,11,0,8,0,Census Tract 202
1980,25025020301,118,7,6,2,0,4,0,Census Tract 203.01
1980,25025020302,74,5,4,1,0,4,0,Census Tract 203.02
1980,25025020304,7,0,0,0,0,0,0,Census Tract 203.04
1980,25025020305,91,5,5,1,0,4,0,Census Tract 203.05
1980,25025030100,248,0,12,0,0,0,0,Census Tract 301
1980,25025030200,150,0,10,0,0,2,0,Census Tract 302
1980,25025030301,40,3,1,0,0,0,0,Census Tract 303.01
1980,25025030302,43,3,1,0,0,0,0,Census Tract 303.02
1980,25025030400,285,3,6,0,0,7,0,Census Tract 304
1980,25025030500,240,5,10,0,0,1,0,Census Tract 305
1980,25025040100,177,0,0,4,0,0,0,Census Tract 401
1980,25025040200,297,0,0,2,0,4,0,Census Tract 402
1980,25025040300,921,0,7,0,0,5,0,Census Tract 403
1980,25025040401,641,1,9,27,0,11,0,Census Tract 404.01
1980,25025040600,459,0,0,1,0,6,0,Census Tract 406
1980,25025040801,556,1,8,0,1,2,0,Census Tract 408.01
1980,25025050101,948,0,47,5,0,4,0,Census Tract 501.01
1980,25025050200,814,1,57,1,1,9,0,Census Tract 502
1980,25025050300,421,20,59,0,9,12,0,Census Tract 503
1980,25025050400,286,0,12,4,0,8,0,Census Tract 504
1980,25025050500,298,1,36,1,0,5,0,Census Tract 505
1980,25025050600,211,0,32,2,0,0,0,Census Tract 506
1980,25025050700,656,0,26,1,0,7,0,Census Tract 507
1980,25025050901,723,0,13,1,0,7,0,Census Tract 509.01
1980,25025051000,914,10,9,1,0,5,0,Census Tract 510
1980,25025051101,968,14,15,3,0,4,0,Census Tract 511.01
1980,25025051200,460,0,26,0,0,4,0,Census Tract 512
1980,25025060101,603,0,12,1,0,0,0,Census Tract 601.01
1980,25025060200,558,1,0,0,0,3,0,Census Tract 602
1980,25025060301,690,1,8,6,0,2,0,Census Tract 603.01
1980,25025060400,972,0,9,9,0,8,0,Census Tract 604
1980,25025060501,735,0,9,2,0,10,0,Census Tract 605.01
1980,25025060601,120,0,0,0,0,0,0,Census Tract 606.01
1980,25025060602,8,0,0,0,0,0,0,Census Tract 606.02
1980,25025060603,6,0,0,0,0,0,0,Census Tract 606.03
1980,25025060604,18,0,0,0,0,0,0,Census Tract 606.04
1980,25025060700,747,1,0,1,3,2,0,Census Tract 607
1980,25025060800,592,1,6,2,1,12,0,Census Tract 608
1980,25025061000,889,0,11,5,1,7,0,Census Tract 610
1980,25025061101,460,0,0,1,1,7,0,Census Tract 611.01
1980,25025061201,205,0,0,0,1,1,0,Census Tract 612.01
1980,25025061202,,,,,,,,Census Tract 612.02
1980,25025061203,16,0,0,0,0,26,0,Census Tract 612.03
1980,25025061204,3,0,0,0,0,5,0,Census Tract 612.04
1980,25025070102,17,1,3,44,0,1,0,Census Tract 701.02
1980,25025070103,1,0,0,3,0,0,0,Census Tract 701.03
1980,25025070104,6,0,1,16,0,0,0,Census Tract 701.04
1980,25025070201,12,7,2,284,0,1,0,Census Tract 702.01
1980,25025070202,37,12,7,519,0,2,0,Census Tract 702.02
1980,25025070301,58,8,2,49,0,2,0,Census Tract 703.01
1980,25025070302,36,5,2,38,0,1,0,Census Tract 703.02
1980,25025070402,18,119,63,328,0,14,0,Census Tract 704.02
1980,25025070501,56,31,161,124,0,5,0,Census Tract 705.01
1980,25025070502,99,56,291,224,1,9,0,Census Tract 705.02
1980,25025070600,197,32,55,57,1,1,0,Census Tract 706
1980,25025070700,39,196,18,12,0,12,0,Census Tract 707
1980,25025070801,18,70,9,2,0,2,0,Census Tract 708.01
1980,25025070802,50,196,27,3,0,4,0,Census Tract 708.02
1980,25025070901,18,145,63,3,0,2,0,Census Tract 709.01
1980,25025070902,29,244,106,4,0,6,0,Census Tract 709.02
1980,25025071101,110,128,95,31,0,6,0,Census Tract 711.01
1980,25025071201,57,137,204,10,0,3,0,Census Tract 712.01
1980,25025080100,58,189,232,0,0,69,0,Census Tract 801
1980,25025080300,5,727,213,0,0,36,0,Census Tract 803
1980,25025080401,20,1008,120,2,5,9,0,Census Tract 804.01
1980,25025080500,10,875,117,0,3,7,0,Census Tract 805
1980,25025080601,4,453,120,13,0,6,0,Census Tract 806.01
1980,25025080801,16,430,598,1,0,1,0,Census Tract 808.01
1980,25025080900,187,91,196,13,0,15,0,Census Tract 809
1980,25025081001,304,307,155,34,14,24,0,Census Tract 810.01
1980,25025081101,40,55,27,17,0,4,0,Census Tract 811.01
1980,25025081102,82,146,76,35,1,9,0,Census Tract 811.02
1980,25025081200,83,1039,586,3,4,9,0,Census Tract 812
1980,25025081301,9,398,178,0,1,9,0,Census Tract 813.01
1980,25025081302,12,556,250,0,1,14,0,Census Tract 813.02
1980,25025081400,41,438,108,0,1,6,0,Census Tract 814
1980,25025081500,9,672,37,1,2,10,0,Census Tract 815
1980,25025081700,13,1055,42,1,3,19,0,Census Tract 817
1980,25025081800,9,697,46,3,1,6,0,Census Tract 818
1980,25025081900,8,798,90,4,1,14,0,Census Tract 819
1980,25025082000,8,849,86,3,4,5,0,Census Tract 820
1980,25025082100,2,1966,131,11,1,9,0,Census Tract 821
1980,25025090100,12,1559,82,1,4,17,0,Census Tract 901
1980,25025090200,4,742,80,1,1,14,0,Census Tract 902
1980,25025090300,11,1064,140,1,8,12,0,Census Tract 903
1980,25025090400,14,636,289,0,1,33,0,Census Tract 904
1980,25025090600,54,196,294,0,15,127,0,Census Tract 906
1980,25025090700,804,6,57,1,4,3,0,Census Tract 907
1980,25025090901,23,603,131,0,0,6,0,Census Tract 909.01
1980,25025091001,505,2,36,8,4,9,0,Census Tract 910.01
1980,25025091100,1174,6,37,21,1,6,0,Census Tract 911
1980,25025091200,473,148,212,10,5,56,0,Census Tract 912
1980,25025091300,143,166,535,1,7,121,0,Census Tract 913
1980,25025091400,24,434,369,5,1,71,0,Census Tract 914
1980,25025091500,448,463,326,4,7,114,0,Census Tract 915
1980,25025091600,550,47,52,2,4,24,0,Census Tract 916
1980,25025091700,368,408,190,15,1,44,0,Census Tract 917
1980,25025091800,276,757,279,4,8,35,0,Census Tract 918
1980,25025091900,23,1110,78,2,3,26,0,Census Tract 919
1980,25025092000,400,1207,444,17,1,42,0,Census Tract 920
1980,25025092101,1213,15,67,4,1,22,0,Census Tract 921.01
1980,25025092200,512,287,108,1,7,31,0,Census Tract 922
1980,25025092300,28,992,86,3,2,33,0,Census Tract 923
1980,25025092400,9,1917,164,1,15,20,0,Census Tract 924
1980,25025100100,30,1472,222,1,4,40,0,Census Tract 1001
1980,25025100200,24,961,54,2,4,10,0,Census Tract 1002
1980,25025100300,67,1147,52,1,1,16,0,Census Tract 1003
1980,25025100400,565,730,70,11,1,10,0,Census Tract 1004
1980,25025100500,600,960,237,11,12,39,0,Census Tract 1005
1980,25025100601,1392,15,10,1,9,5,0,Census Tract 1006.01
1980,25025100603,503,0,0,1,0,3,0,Census Tract 1006.03
1980,25025100700,1000,2,5,4,0,1,0,Census Tract 1007
1980,25025100800,1092,1,11,9,1,5,0,Census Tract 1008
1980,25025100900,630,275,26,0,2,12,0,Census Tract 1009
1980,25025101001,123,1567,80,1,7,34,0,Census Tract 1010.01
1980,25025101002,271,1469,42,2,5,14,0,Census Tract 1010.02
1980,25025101101,38,992,42,0,3,14,0,Census Tract 1011.01
1980,25025101102,20,1471,55,3,16,26,0,Census Tract 1011.02
1980,25025110104,273,69,60,27,0,6,0,Census Tract 1101.04
1980,25025110105,302,82,72,32,0,7,0,Census Tract 1101.05
1980,25025110106,176,47,42,19,0,4,0,Census Tract 1101.06
1980,25025110201,282,29,8,1,0,7,0,Census Tract 1102.01
1980,25025110301,419,16,11,1,0,6,0,Census Tract 1103.01
1980,25025110401,695,78,106,6,0,3,0,Census Tract 1104.01
1980,25025110403,920,0,29,4,0,6,0,Census Tract 1104.03
1980,25025110501,860,1,17,16,0,5,0,Census Tract 1105.01
1980,25025110502,800,16,48,5,0,14,0,Census Tract 1105.02
1980,25025110601,441,1,6,4,0,3,0,Census Tract 1106.01
1980,25025110607,1148,0,30,4,1,13,0,Census Tract 1106.07
1980,25025120103,223,20,21,3,2,1,0,Census Tract 1201.03
1980,25025120104,333,28,31,6,3,3,0,Census Tract 1201.04
1980,25025120105,359,31,34,6,3,3,0,Census Tract 1201.05
1980,25025120201,429,126,282,4,6,7,0,Census Tract 1202.01
1980,25025120301,391,395,840,11,10,38,0,Census Tract 1203.01
1980,25025120400,613,54,235,4,1,19,0,Census Tract 1204
1980,25025120500,87,40,619,0,1,5,0,Census Tract 1205
1980,25025120600,286,24,260,4,1,11,0,Census Tract 1206
1980,25025120700,107,21,260,5,0,4,0,Census Tract 1207
1980,25025130101,1001,6,20,8,0,13,0,Census Tract 1301.01
1980,25025130200,1016,1,23,8,1,12,0,Census Tract 1302
1980,25025130300,1054,0,23,6,1,9,0,Census Tract 1303
1980,25025130402,987,2,17,23,0,2,0,Census Tract 1304.02
1980,25025130404,367,12,7,7,0,3,0,Census Tract 1304.04
1980,25025130406,626,21,14,13,1,6,0,Census Tract 1304.06
1980,25025140102,963,55,32,20,1,3,0,Census Tract 1401.02
1980,25025140105,674,108,41,5,1,13,0,Census Tract 1401.05
1980,25025140106,436,70,26,3,0,8,0,Census Tract 1401.06
1980,25025140107,496,80,30,4,0,10,0,Census Tract 1401.07
1980,25025140201,467,2,3,3,0,2,0,Census Tract 1402.01
1980,25025140202,1234,7,6,6,0,5,0,Census Tract 1402.02
1980,25025140300,864,232,45,5,8,8,0,Census Tract 1403
1980,25025140400,703,1221,77,5,1,31,0,Census Tract 1404
1980,25025980101,5,3,1,0,0,0,0,Census Tract 9801.01
1980,25025980300,,,,,,,,Census Tract 9803
1980,25025980700,,,,,,,,Census Tract 9807
1980,25025980900,,,,,,,,Census Tract 9809
1980,25025981000,,,,,,,,Census Tract 9810
1980,25025981100,7,4,0,0,0,1,0,Census Tract 9811
1980,25025981201,,,,,,,,Census Tract 9812.01
1980,25025981202,,,,,,,,Census Tract 9812.02
1980,25025981300,,,,,,,,Census Tract 9813
1980,25025981501,,,,,,,,Census Tract 9815.01
1980,25025981502,,,,,,,,Census Tract 9815.02
1980,25025981600,,,,,,,,Census Tract 9816
1980,25025981700,,,,,,,,Census Tract 9817
1980,25025981800,,,,,,,,Census Tract 9818
1980,25025981900,,,,,,,,Census Tract 9819
1980,25025990101,,,,,,,,Census Tract 9901.01
1980,25025999999,26,1,0,0,0,0,0,Census Tract 9999.99
1990,25025000101,161,24,39,25,1,1,0,Census Tract 1.01
1990,25025000102,189,28,46,28,1,2,0,Census Tract 1.02
1990,25025000201,327,26,65,61,1,3,0,Census Tract 2.01
1990,25025000202,372,111,104,103,2,4,0,Census Tract 2.02
1990,25025000301,243,14,43,51,1,4,0,Census Tract 3.01
1990,25025000302,241,13,41,50,1,4,0,Census Tract 3.02
1990,25025000401,231,36,46,72,0,7,0,Census Tract 4.01
1990,25025000402,225,14,26,69,0,7,0,Census Tract 4.02
1990,25025000502,94,44,29,26,0,1,0,Census Tract 5.02
1990,25025000503,65,19,19,31,0,4,0,Census Tract 5.03
1990,25025000505,56,16,16,27,0,4,0,Census Tract 5.05
1990,25025000506,76,22,23,35,0,6,0,Census Tract 5.06
1990,25025000601,193,37,47,72,3,3,0,Census Tract 6.01
1990,25025000603,84,104,82,43,0,9,0,Census Tract 6.03
1990,25025000604,138,170,135,69,0,14,0,Census Tract 6.04
1990,25025000701,78,61,87,77,0,10,0,Census Tract 7.01
1990,25025000703,51,38,61,51,0,4,0,Census Tract 7.03
1990,25025000704,105,74,123,103,1,9,0,Census Tract 7.04
1990,25025000804,108,60,105,108,2,10,0,Census Tract 8.04
1990,25025000805,132,72,123,131,2,11,0,Census Tract 8.05
1990,25025000806,47,8,10,37,0,0,0,Census Tract 8.06
1990,25025000807,42,7,8,34,0,0,0,Census Tract 8.07
1990,25025010103,24,0,0,8,0,2,0,Census Tract 101.03
1990,25025010104,80,18,11,20,0,0,0,Census Tract 101.04
1990,25025010204,30,28,31,44,2,5,0,Census Tract 102.04
1990,25025010205,24,21,23,34,2,4,0,Census Tract 102.05
1990,25025010206,17,16,17,25,1,3,0,Census Tract 102.06
1990,25025010300,2,157,57,2,1,12,0,Census Tract 103
1990,25025010403,24,41,46,26,1,3,0,Census Tract 104.03
1990,25025010404,32,53,60,33,1,5,0,Census Tract 104.04
1990,25025010405,28,57,36,21,0,8,0,Census Tract 104.05
1990,25025010408,13,12,14,19,1,2,0,Census Tract 104.08
1990,25025010500,40,34,5,9,0,5,0,Census Tract 105
1990,25025010600,25,6,4,6,0,1,0,Census Tract 106
1990,25025010701,97,2,5,3,0,1,0,Census Tract 107.01
1990,25025010702,93,1,4,3,0,1,0,Census Tract 107.02
1990,25025010801,116,0,1,6,1,0,0,Census Tract 108.01
1990,25025010802,121,1,2,7,1,0,0,Census Tract 108.02
1990,25025020101,315,0,4,8,0,1,0,Census Tract 201.01
1990,25025020200,105,13,3,22,0,4,0,Census Tract 202
1990,25025020301,65,8,7,17,0,0,0,Census Tract 203.01
1990,25025020302,41,6,5,11,0,0,0,Census Tract 203.02
1990,25025020304,4,0,0,1,0,0,0,Census Tract 203.04
1990,25025020305,50,7,5,13,0,0,0,Census Tract 203.05
1990,25025030100,98,0,7,2,0,0,0,Census Tract 301
1990,25025030200,80,0,8,1,0,0,0,Census Tract 302
1990,25025030301,45,5,5,1,0,1,0,Census Tract 303.01
1990,25025030302,46,5,5,1,0,1,0,Census Tract 303.02
1990,25025030400,125,6,14,1,0,1,0,Census Tract 304
1990,25025030500,96,1,8,9,0,0,0,Census Tract 305
1990,25025040100,133,0,12,0,0,0,0,Census Tract 401
1990,25025040200,303,18,15,42,10,0,0,Census Tract 402
1990,25025040300,601,4,30,41,0,1,0,Census Tract 403
1990,25025040401,409,0,11,3,0,0,0,Census Tract 404.01
1990,25025040600,259,0,9,2,0,0,0,Census Tract 406
1990,25025040801,426,14,28,23,8,0,0,Census Tract 408.01
1990,25025050101,563,38,215,106,11,2,0,Census Tract 501.01
1990,25025050200,520,40,307,53,13,0,0,Census Tract 502
1990,25025050300,178,79,144,82,4,7,0,Census Tract 503
1990,25025050400,202,15,97,23,0,8,0,Census Tract 504
1990,25025050500,146,19,102,3,2,9,0,Census Tract 505
1990,25025050600,134,12,146,7,0,15,0,Census Tract 506
1990,25025050700,383,5,174,27,7,20,0,Census Tract 507
1990,25025050901,430,26,153,76,2,7,0,Census Tract 509.01
1990,25025051000,660,7,41,18,0,4,0,Census Tract 510
1990,25025051101,773,47,57,68,7,6,0,Census Tract 511.01
1990,25025051200,238,9,89,16,0,10,0,Census Tract 512
1990,25025060101,495,0,2,3,0,0,0,Census Tract 601.01
1990,25025060200,347,1,0,0,0,0,0,Census Tract 602
1990,25025060301,521,0,0,2,2,0,0,Census Tract 603.01
1990,25025060400,707,0,7,10,6,1,0,Census Tract 604
1990,25025060501,570,0,2,11,0,0,0,Census Tract 605.01
1990,25025060601,98,1,2,14,1,0,0,Census Tract 606.01
1990,25025060602,7,0,0,1,0,0,0,Census Tract 606.02
1990,25025060603,4,0,0,0,0,0,0,Census Tract 606.03
1990,25025060604,14,0,0,2,0,0,0,Census Tract 606.04
1990,25025060700,368,3,20,52,3,1,0,Census Tract 607
1990,25025060800,539,0,11,16,2,1,0,Census Tract 608
1990,25025061000,645,24,18,19,4,4,0,Census Tract 610
1990,25025061101,418,48,31,14,9,1,0,Census Tract 611.01
1990,25025061201,189,5,0,18,0,2,0,Census Tract 612.01
1990,25025061202,,,,,,,,Census Tract 612.02
1990,25025061203,42,0,0,2,0,0,0,Census Tract 612.03
1990,25025061204,8,0,0,0,0,0,0,Census Tract 612.04
1990,25025070102,6,0,1,69,0,0,0,Census Tract 701.02
1990,25025070103,0,0,0,5,0,0,0,Census Tract 701.03
1990,25025070104,3,0,0,26,0,0,0,Census Tract 701.04
1990,25025070201,5,13,5,218,0,0,0,Census Tract 702.01
1990,25025070202,15,24,9,433,1,1,0,Census Tract 702.02
1990,25025070301,43,9,4,46,0,1,0,Census Tract 703.01
1990,25025070302,26,6,3,28,0,0,0,Census Tract 703.02
1990,25025070402,6,71,29,329,0,5,0,Census Tract 704.02
1990,25025070501,41,53,177,106,0,1,0,Census Tract 705.01
1990,25025070502,75,96,320,192,2,3,0,Census Tract 705.02
1990,25025070600,87,32,63,18,2,11,0,Census Tract 706
1990,25025070700,32,267,49,24,4,7,0,Census Tract 707
1990,25025070801,17,53,7,2,0,2,0,Census Tract 708.01
1990,25025070802,46,148,18,8,0,5,0,Census Tract 708.02
1990,25025070901,15,107,47,5,1,7,0,Census Tract 709.01
1990,25025070902,24,181,78,7,3,12,0,Census Tract 709.02
1990,25025071101,20,154,64,22,0,10,0,Census Tract 711.01
1990,25025071201,36,77,197,37,0,5,0,Census Tract 712.01
1990,25025080100,33,220,237,4,2,128,0,Census Tract 801
1990,25025080300,3,608,301,0,1,17,0,Census Tract 803
1990,25025080401,13,741,266,3,1,6,0,Census Tract 804.01
1990,25025080500,16,698,283,6,5,6,0,Census Tract 805
1990,25025080601,8,340,143,0,1,1,0,Census Tract 806.01
1990,25025080801,12,395,797,12,0,19,0,Census Tract 808.01
1990,25025080900,96,147,126,33,0,16,0,Census Tract 809
1990,25025081001,147,360,179,143,11,33,0,Census Tract 810.01
1990,25025081101,36,66,49,34,1,1,0,Census Tract 811.01
1990,25025081102,72,154,117,67,3,4,0,Census Tract 811.02
1990,25025081200,48,631,535,17,0,0,0,Census Tract 812
1990,25025081301,10,342,220,3,0,12,0,Census Tract 813.01
1990,25025081302,14,479,308,4,1,16,0,Census Tract 813.02
1990,25025081400,45,512,172,0,1,12,0,Census Tract 814
1990,25025081500,11,575,109,1,1,18,0,Census Tract 815
1990,25025081700,3,912,86,6,12,6,0,Census Tract 817
1990,25025081800,6,632,109,9,1,15,0,Census Tract 818
1990,25025081900,9,821,146,3,0,17,0,Census Tract 819
1990,25025082000,5,622,81,6,4,4,0,Census Tract 820
1990,25025082100,10,1171,252,2,9,19,0,Census Tract 821
1990,25025090100,7,1120,134,4,6,14,0,Census Tract 901
1990,25025090200,11,550,137,3,0,29,0,Census Tract 902
1990,25025090300,2,787,219,0,2,17,0,Census Tract 903
1990,25025090400,45,587,293,11,7,52,0,Census Tract 904
1990,25025090600,51,244,211,5,1,258,0,Census Tract 906
1990,25025090700,548,31,97,164,10,9,0,Census Tract 907
1990,25025090901,37,388,124,1,8,2,0,Census Tract 909.01
1990,25025091001,335,71,45,89,12,20,0,Census Tract 910.01
1990,25025091100,784,50,112,174,1,8,0,Census Tract 911
1990,25025091200,305,267,197,62,1,57,0,Census Tract 912
1990,25025091300,48,204,404,12,1,276,0,Census Tract 913
1990,25025091400,41,306,229,10,13,43,0,Census Tract 914
1990,25025091500,151,624,327,68,7,258,0,Census Tract 915
1990,25025091600,214,216,165,84,3,47,0,Census Tract 916
1990,25025091700,97,688,267,50,19,113,0,Census Tract 917
1990,25025091800,75,766,305,34,6,115,0,Census Tract 918
1990,25025091900,22,1038,252,8,2,28,0,Census Tract 919
1990,25025092000,101,928,462,59,6,46,0,Census Tract 920
1990,25025092101,861,161,121,188,6,15,0,Census Tract 921.01
1990,25025092200,229,412,109,40,1,6,0,Census Tract 922
1990,25025092300,23,884,137,5,17,15,0,Census Tract 923
1990,25025092400,29,1546,319,11,5,15,0,Census Tract 924
1990,25025100100,28,1299,292,3,5,11,0,Census Tract 1001
1990,25025100200,14,783,96,20,1,4,0,Census Tract 1002
1990,25025100300,11,1049,59,2,1,7,0,Census Tract 1003
1990,25025100400,211,1117,161,28,6,19,0,Census Tract 1004
1990,25025100500,319,1122,271,79,5,21,0,Census Tract 1005
1990,25025100601,923,84,77,38,2,2,0,Census Tract 1006.01
1990,25025100603,289,11,15,16,0,1,0,Census Tract 1006.03
1990,25025100700,793,10,8,13,3,1,0,Census Tract 1007
1990,25025100800,773,41,30,66,6,3,0,Census Tract 1008
1990,25025100900,327,500,63,29,2,3,0,Census Tract 1009
1990,25025101001,19,1522,52,12,3,14,0,Census Tract 1010.01
1990,25025101002,105,1243,90,2,12,20,0,Census Tract 1010.02
1990,25025101101,31,991,88,4,1,1,0,Census Tract 1011.01
1990,25025101102,11,1472,87,31,8,11,0,Census Tract 1011.02
1990,25025110104,187,108,149,55,0,1,0,Census Tract 1101.04
1990,25025110105,207,127,176,66,0,1,0,Census Tract 1101.05
1990,25025110106,121,74,103,38,0,0,0,Census Tract 1101.06
1990,25025110201,207,88,95,24,2,1,0,Census Tract 1102.01
1990,25025110301,288,46,87,6,0,0,0,Census Tract 1103.01
1990,25025110401,468,113,346,22,1,6,0,Census Tract 1104.01
1990,25025110403,723,37,63,12,1,6,0,Census Tract 1104.03
1990,25025110501,606,5,21,9,0,2,0,Census Tract 1105.01
1990,25025110502,541,27,132,18,4,4,0,Census Tract 1105.02
1990,25025110601,371,5,11,13,3,0,0,Census Tract 1106.01
1990,25025110607,796,24,58,14,0,2,0,Census Tract 1106.07
1990,25025120103,166,31,36,7,1,3,0,Census Tract 1201.03
1990,25025120104,250,46,55,9,2,4,0,Census Tract 1201.04
1990,25025120105,269,49,59,11,2,4,0,Census Tract 1201.05
1990,25025120201,210,185,418,50,3,6,0,Census Tract 1202.01
1990,25025120301,184,363,918,9,5,46,0,Census Tract 1203.01
1990,25025120400,425,102,228,19,4,11,0,Census Tract 1204
1990,25025120500,57,51,665,8,1,0,0,Census Tract 1205
1990,25025120600,164,23,160,14,2,31,0,Census Tract 1206
1990,25025120700,76,42,209,20,0,10,0,Census Tract 1207
1990,25025130101,725,25,35,29,2,3,0,Census Tract 1301.01
1990,25025130200,835,12,21,10,0,1,0,Census Tract 1302
1990,25025130300,805,2,30,15,1,1,0,Census Tract 1303
1990,25025130402,698,4,22,23,2,3,0,Census Tract 1304.02
1990,25025130404,314,30,18,11,0,1,0,Census Tract 1304.04
1990,25025130406,536,50,31,19,1,2,0,Census Tract 1304.06
1990,25025140102,710,87,58,27,2,10,0,Census Tract 1401.02
1990,25025140105,534,145,117,18,4,3,0,Census Tract 1401.05
1990,25025140106,346,94,75,11,2,2,0,Census Tract 1401.06
1990,25025140107,393,107,86,13,2,2,0,Census Tract 1401.07
1990,25025140201,340,31,18,2,0,3,0,Census Tract 1402.01
1990,25025140202,896,81,48,7,1,5,0,Census Tract 1402.02
1990,25025140300,649,450,135,21,3,12,0,Census Tract 1403
1990,25025140400,323,1449,119,22,6,21,0,Census Tract 1404
1990,25025980101,7,1,0,0,0,0,0,Census Tract 9801.01
1990,25025980300,,,,,,,,Census Tract 9803
1990,25025980700,,,,,,,,Census Tract 9807
1990,25025980900,,,,,,,,Census Tract 9809
1990,25025981000,,,,,,,,Census Tract 9810
1990,25025981100,5,14,4,0,0,0,0,Census Tract 9811
1990,25025981201,,,,,,,,Census Tract 9812.01
1990,25025981202,,,,,,,,Census Tract 9812.02
1990,25025981300,,,,,,,,Census Tract 9813
1990,25025981501,,,,,,,,Census Tract 9815.01
1990,25025981502,,,,,,,,Census Tract 9815.02
1990,25025981600,,,,,,,,Census Tract 9816
1990,25025981700,,,,,,,,Census Tract 9817
1990,25025981800,,,,,,,,Census Tract 9818
1990,25025981900,,,,,,,,Census Tract 9819
1990,25025990101,,,,,,,,Census Tract 9901.01
1990,25025999999,0,0,0,0,0,0,0,Census Tract 9999.99
2000,25025000101,116,15,42,45,0,8,19,Census Tract 1.01
2000,25025000102,142,17,51,54,0,11,23,Census Tract 1.02
2000,25025000201,250,29,75,64,0,0,28,Census Tract 2.01
2000,25025000202,273,101,182,149,0,0,0,Census Tract 2.02
2000,25025000301,221,0,48,35,0,0,0,Census Tract 3.01
2000,25025000302,194,0,0,43,0,0,0,Census Tract 3.02
2000,25025000401,279,15,32,74,0,0,0,Census Tract 4.01
2000,25025000402,213,7,22,39,0,0,0,Census Tract 4.02
2000,25025000502,74,0,12,22,0,0,0,Census Tract 5.02
2000,25025000503,54,10,16,23,0,0,3,Census Tract 5.03
2000,25025000505,42,9,13,18,0,0,3,Census Tract 5.05
2000,25025000506,58,11,18,24,0,0,4,Census Tract 5.06
2000,25025000601,167,17,49,91,0,0,0,Census Tract 6.01
2000,25025000603,91,104,137,51,0,0,18,Census Tract 6.03
2000,25025000604,109,126,165,61,0,0,20,Census Tract 6.04
2000,25025000701,68,17,28,88,0,23,26,Census Tract 7.01
2000,25025000703,26,22,42,38,0,0,4,Census Tract 7.03
2000,25025000704,53,43,82,75,0,0,6,Census Tract 7.04
2000,25025000804,85,25,131,95,0,8,25,Census Tract 8.04
2000,25025000805,105,30,162,118,0,11,33,Census Tract 8.05
2000,25025000806,56,20,21,22,0,0,0,Census Tract 8.06
2000,25025000807,54,19,20,21,0,0,0,Census Tract 8.07
2000,25025010103,10,0,2,5,0,0,2,Census Tract 101.03
2000,25025010104,59,3,3,6,0,0,0,Census Tract 101.04
2000,25025010204,12,0,4,24,0,0,0,Census Tract 102.04
2000,25025010205,16,14,24,11,0,0,9,Census Tract 102.05
2000,25025010206,10,10,15,7,0,0,6,Census Tract 102.06
2000,25025010300,18,143,185,20,0,0,17,Census Tract 103
2000,25025010403,17,20,23,9,0,0,4,Census Tract 104.03
2000,25025010404,35,45,52,20,0,0,7,Census Tract 104.04
