YEAR,GEOID,male,female,NAME
1970,25025981000,,,Census Tract 9810
1970,25025981100,,,Census Tract 9811
1970,25025981201,,,Census Tract 9812.01
1970,25025981202,,,Census Tract 9812.02
1970,25025981300,,,Census Tract 9813
1970,25025981501,,,Census Tract 9815.01
1970,25025981502,,,Census Tract 9815.02
1970,25025981600,,,Census Tract 9816
1970,25025981700,,,Census Tract 9817
1970,25025981800,,,Census Tract 9818
1970,25025981900,,,Census Tract 9819
1980,25025000101,869,891,Census Tract 1.01
1980,25025000102,1023,1048,Census Tract 1.02
1980,25025000201,1726,2025,Census Tract 2.01
1980,25025000202,1755,2181,Census Tract 2.02
1980,25025000301,1355,1810,Census Tract 3.01
1980,25025000302,1342,1794,Census Tract 3.02
1980,25025000401,2592,3333,Census Tract 4.01
1980,25025000402,1604,2062,Census Tract 4.02
1980,25025000502,1858,2589,Census Tract 5.02
1980,25025000503,798,1112,Census Tract 5.03
1980,25025000505,701,976,Census Tract 5.05
1980,25025000506,935,1303,Census Tract 5.06
1980,25025000601,1502,1879,Census Tract 6.01
1980,25025000603,723,997,Census Tract 6.03
1980,25025000604,1181,1629,Census Tract 6.04
1980,25025000701,1729,2179,Census Tract 7.01
1980,25025000703,973,1107,Census Tract 7.03
1980,25025000704,1967,2236,Census Tract 7.04
1980,25025000804,1465,1364,Census Tract 8.04
1980,25025000805,1810,1685,Census Tract 8.05
1980,25025000806,853,794,Census Tract 8.06
1980,25025000807,779,725,Census Tract 8.07
1980,25025010103,1557,1726,Census Tract 101.03
1980,25025010104,2443,2130,Census Tract 101.04
1980,25025010204,1518,1228,Census Tract 102.04
1980,25025010205,1180,954,Census Tract 102.05
1980,25025010206,873,706,Census Tract 102.06
1980,25025010300,1009,2096,Census Tract 103
1980,25025010403,1539,1217,Census Tract 104.03
1980,25025010404,2017,1595,Census Tract 104.04
1980,25025010405,2627,2078,Census Tract 104.05
1980,25025010408,679,549,Census Tract 104.08
1980,25025010500,1577,1031,Census Tract 105
1980,25025010600,1065,1137,Census Tract 106
1980,25025010701,1486,1796,Census Tract 107.01
1980,25025010702,1428,1726,Census Tract 107.02
1980,25025010801,1684,1788,Census Tract 108.01
1980,25025010802,1755,1863,Census Tract 108.02
1980,25025020101,2525,2746,Census Tract 201.01
1980,25025020200,2054,1715,Census Tract 202
1980,25025020301,1250,1127,Census Tract 203.01
1980,25025020302,789,713,Census Tract 203.02
1980,25025020304,73,66,Census Tract 203.04
1980,25025020305,965,873,Census Tract 203.05
1980,25025030100,1013,1148,Census Tract 301
1980,25025030200,657,781,Census Tract 302
1980,25025030301,445,493,Census Tract 303.01
1980,25025030302,454,504,Census Tract 303.02
1980,25025030400,1546,1921,Census Tract 304
1980,25025030500,1439,939,Census Tract 305
1980,25025040100,690,721,Census Tract 401
1980,25025040200,546,670,Census Tract 402
1980,25025040300,1881,2092,Census Tract 403
1980,25025040401,1341,1384,Census Tract 404.01
1980,25025040600,1133,1181,Census Tract 406
1980,25025040801,761,964,Census Tract 408.01
1980,25025050101,1865,2072,Census Tract 501.01
1980,25025050200,1746,1846,Census Tract 502
1980,25025050300,751,1033,Census Tract 503
1980,25025050400,774,921,Census Tract 504
1980,25025050500,725,748,Census Tract 505
1980,25025050600,646,737,Census Tract 506
1980,25025050700,1507,1665,Census Tract 507
1980,25025050901,1546,1736,Census Tract 509.01
1980,25025051000,1861,2269,Census Tract 510
1980,25025051101,2473,2861,Census Tract 511.01
1980,25025051200,1153,1243,Census Tract 512
1980,25025060101,1683,1846,Census Tract 601.01
1980,25025060200,1109,1265,Census Tract 602
1980,25025060301,1600,1926,Census Tract 603.01
1980,25025060400,2449,3079,Census Tract 604
1980,25025060501,1554,1511,Census Tract 605.01
1980,25025060601,285,268,Census Tract 606.01
1980,25025060602,19,18,Census Tract 606.02
1980,25025060603,13,12,Census Tract 606.03
1980,25025060604,41,38,Census Tract 606.04
1980,25025060700,807,1076,Census Tract 607
1980,25025060800,1521,1595,Census Tract 608
1980,25025061000,1287,1668,Census Tract 610
1980,25025061101,771,1269,Census Tract 611.01
1980,25025061201,660,631,Census Tract 612.01
1980,25025061202,,,Census Tract 612.02
1980,25025061203,148,117,Census Tract 612.03
1980,25025061204,28,22,Census Tract 612.04
1980,25025070102,476,339,Census Tract 701.02
1980,25025070103,32,23,Census Tract 701.03
1980,25025070104,181,129,Census Tract 701.04
1980,25025070201,771,545,Census Tract 702.01
1980,25025070202,1765,1250,Census Tract 702.02
1980,25025070301,1175,770,Census Tract 703.01
1980,25025070302,728,478,Census Tract 703.02
1980,25025070402,879,942,Census Tract 704.02
1980,25025070501,1121,789,Census Tract 705.01
1980,25025070502,2026,1425,Census Tract 705.02
1980,25025070600,1533,1124,Census Tract 706
1980,25025070700,915,668,Census Tract 707
1980,25025070801,401,345,Census Tract 708.01
1980,25025070802,1120,964,Census Tract 708.02
1980,25025070901,540,477,Census Tract 709.01
1980,25025070902,911,806,Census Tract 709.02
1980,25025071101,1565,1212,Census Tract 711.01
1980,25025071201,502,684,Census Tract 712.01
1980,25025080100,820,911,Census Tract 801
1980,25025080300,1045,1339,Census Tract 803
1980,25025080401,1194,1730,Census Tract 804.01
1980,25025080500,1266,1725,Census Tract 805
1980,25025080601,561,781,Census Tract 806.01
1980,25025080801,1352,2087,Census Tract 808.01
1980,25025080900,1576,1526,Census Tract 809
1980,25025081001,2108,2629,Census Tract 810.01
1980,25025081101,396,518,Census Tract 811.01
1980,25025081102,845,1098,Census Tract 811.02
1980,25025081200,1821,2162,Census Tract 812
1980,25025081301,739,968,Census Tract 813.01
1980,25025081302,1033,1354,Census Tract 813.02
1980,25025081400,1133,1237,Census Tract 814
1980,25025081500,1172,1373,Census Tract 815
1980,25025081700,1516,2060,Census Tract 817
1980,25025081800,1289,1353,Census Tract 818
1980,25025081900,1362,1795,Census Tract 819
1980,25025082000,1613,1837,Census Tract 820
1980,25025082100,2389,3316,Census Tract 821
1980,25025090100,2111,2600,Census Tract 901
1980,25025090200,928,1178,Census Tract 902
1980,25025090300,1482,1771,Census Tract 903
1980,25025090400,1274,1431,Census Tract 904
1980,25025090600,950,1005,Census Tract 906
1980,25025090700,1860,2161,Census Tract 907
1980,25025090901,667,814,Census Tract 909.01
1980,25025091001,1176,1387,Census Tract 910.01
1980,25025091100,2235,2427,Census Tract 911
1980,25025091200,1448,1741,Census Tract 912
1980,25025091300,1117,1265,Census Tract 913
1980,25025091400,1073,1305,Census Tract 914
1980,25025091500,2232,2360,Census Tract 915
1980,25025091600,1258,1342,Census Tract 916
1980,25025091700,1435,1498,Census Tract 917
1980,25025091800,1621,1730,Census Tract 918
1980,25025091900,1578,1855,Census Tract 919
1980,25025092000,2451,2830,Census Tract 920
1980,25025092101,2539,2881,Census Tract 921.01
1980,25025092200,1600,1846,Census Tract 922
1980,25025092300,1339,1548,Census Tract 923
1980,25025092400,2551,3187,Census Tract 924
1980,25025100100,1912,2353,Census Tract 1001
1980,25025100200,1172,1374,Census Tract 1002
1980,25025100300,1644,1846,Census Tract 1003
1980,25025100400,2304,2713,Census Tract 1004
1980,25025100500,2586,2985,Census Tract 1005
1980,25025100601,2542,2848,Census Tract 1006.01
1980,25025100603,1078,1231,Census Tract 1006.03
1980,25025100700,2250,2733,Census Tract 1007
1980,25025100800,2482,2994,Census Tract 1008
1980,25025100900,1811,2196,Census Tract 1009
1980,25025101001,2638,3015,Census Tract 1010.01
1980,25025101002,2573,3127,Census Tract 1010.02
1980,25025101101,1558,1670,Census Tract 1011.01
1980,25025101102,1981,2212,Census Tract 1011.02
1980,25025110104,855,968,Census Tract 1101.04
1980,25025110105,963,1084,Census Tract 1101.05
1980,25025110106,561,631,Census Tract 1101.06
1980,25025110201,699,937,Census Tract 1102.01
1980,25025110301,1038,1180,Census Tract 1103.01
1980,25025110401,1530,1711,Census Tract 1104.01
1980,25025110403,1953,2281,Census Tract 1104.03
1980,25025110501,1838,2027,Census Tract 1105.01
1980,25025110502,1865,2106,Census Tract 1105.02
1980,25025110601,1122,1418,Census Tract 1106.01
1980,25025110607,2722,3438,Census Tract 1106.07
1980,25025120103,700,870,Census Tract 1201.03
1980,25025120104,1047,1302,Census Tract 1201.04
1980,25025120105,1129,1404,Census Tract 1201.05
1980,25025120201,1553,1879,Census Tract 1202.01
1980,25025120301,2378,2776,Census Tract 1203.01
1980,25025120400,2780,3249,Census Tract 1204
1980,25025120500,1021,1165,Census Tract 1205
1980,25025120600,1204,1400,Census Tract 1206
1980,25025120700,965,1165,Census Tract 1207
1980,25025130101,2867,3642,Census Tract 1301.01
1980,25025130200,2338,2822,Census Tract 1302
1980,25025130300,2293,2782,Census Tract 1303
1980,25025130402,2560,2846,Census Tract 1304.02
1980,25025130404,1061,1396,Census Tract 1304.04
1980,25025130406,1808,2378,Census Tract 1304.06
1980,25025140102,1969,2189,Census Tract 1401.02
1980,25025140105,1542,1812,Census Tract 1401.05
1980,25025140106,997,1171,Census Tract 1401.06
1980,25025140107,1136,1334,Census Tract 1401.07
1980,25025140201,1029,1157,Census Tract 1402.01
1980,25025140202,2712,3051,Census Tract 1402.02
1980,25025140300,2319,2711,Census Tract 1403
1980,25025140400,3427,3971,Census Tract 1404
1980,25025980101,,,Census Tract 9801.01
1980,25025980300,,,Census Tract 9803
1980,25025980700,,,Census Tract 9807
1980,25025980900,,,Census Tract 9809
1980,25025981000,,,Census Tract 9810
1980,25025981100,,,Census Tract 9811
1980,25025981201,,,Census Tract 9812.01
1980,25025981202,,,Census Tract 9812.02
1980,25025981300,,,Census Tract 9813
1980,25025981501,,,Census Tract 9815.01
1980,25025981502,,,Census Tract 9815.02
1980,25025981600,,,Census Tract 9816
1980,25025981700,,,Census Tract 9817
1980,25025981800,,,Census Tract 9818
1980,25025981900,,,Census Tract 9819
1990,25025000101,876,899,Census Tract 1.01
1990,25025000102,1026,1054,Census Tract 1.02
1990,25025000201,1757,1965,Census Tract 2.01
1990,25025000202,1694,2164,Census Tract 2.02
1990,25025000301,1384,1700,Census Tract 3.01
1990,25025000302,1372,1685,Census Tract 3.02
1990,25025000401,2438,3151,Census Tract 4.01
1990,25025000402,1684,1774,Census Tract 4.02
1990,25025000502,2511,2961,Census Tract 5.02
1990,25025000503,1038,1310,Census Tract 5.03
1990,25025000505,911,1150,Census Tract 5.05
1990,25025000506,1216,1534,Census Tract 5.06
1990,25025000601,1694,1754,Census Tract 6.01
1990,25025000603,839,912,Census Tract 6.03
1990,25025000604,1369,1490,Census Tract 6.04
1990,25025000701,2304,2247,Census Tract 7.01
1990,25025000703,1265,1205,Census Tract 7.03
1990,25025000704,2557,2435,Census Tract 7.04
1990,25025000804,1850,1424,Census Tract 8.04
1990,25025000805,2278,1766,Census Tract 8.05
1990,25025000806,1010,892,Census Tract 8.06
1990,25025000807,924,816,Census Tract 8.07
1990,25025010103,1621,2048,Census Tract 101.03
1990,25025010104,2897,2589,Census Tract 101.04
1990,25025010204,1643,1313,Census Tract 102.04
1990,25025010205,1277,1021,Census Tract 102.05
1990,25025010206,944,755,Census Tract 102.06
1990,25025010300,892,1711,Census Tract 103
1990,25025010403,1637,1407,Census Tract 104.03
1990,25025010404,2145,1845,Census Tract 104.04
1990,25025010405,2839,2394,Census Tract 104.05
1990,25025010408,735,587,Census Tract 104.08
1990,25025010500,1576,1386,Census Tract 105
1990,25025010600,961,1023,Census Tract 106
1990,25025010701,1277,1419,Census Tract 107.01
1990,25025010702,1227,1363,Census Tract 107.02
1990,25025010801,1521,1649,Census Tract 108.01
1990,25025010802,1586,1718,Census Tract 108.02
1990,25025020101,2124,2368,Census Tract 201.01
1990,25025020200,1636,1754,Census Tract 202
1990,25025020301,1067,929,Census Tract 203.01
1990,25025020302,675,583,Census Tract 203.02
1990,25025020304,62,54,Census Tract 203.04
1990,25025020305,826,713,Census Tract 203.05
1990,25025030100,858,1098,Census Tract 301
1990,25025030200,698,896,Census Tract 302
1990,25025030301,615,633,Census Tract 303.01
1990,25025030302,621,643,Census Tract 303.02
1990,25025030400,1652,1953,Census Tract 304
1990,25025030500,923,1159,Census Tract 305
1990,25025040100,859,1048,Census Tract 401
1990,25025040200,642,788,Census Tract 402
1990,25025040300,1788,2149,Census Tract 403
1990,25025040401,1019,1214,Census Tract 404.01
1990,25025040600,1017,1151,Census Tract 406
1990,25025040801,1300,1573,Census Tract 408.01
1990,25025050101,1986,2083,Census Tract 501.01
1990,25025050200,1999,1993,Census Tract 502
1990,25025050300,817,939,Census Tract 503
1990,25025050400,1074,1029,Census Tract 504
1990,25025050500,892,720,Census Tract 505
1990,25025050600,827,774,Census Tract 506
1990,25025050700,1552,1596,Census Tract 507
1990,25025050901,1604,1548,Census Tract 509.01
1990,25025051000,1835,2105,Census Tract 510
1990,25025051101,2421,2794,Census Tract 511.01
1990,25025051200,1170,1182,Census Tract 512
1990,25025060101,1556,1677,Census Tract 601.01
1990,25025060200,999,1133,Census Tract 602
1990,25025060301,1481,1725,Census Tract 603.01
1990,25025060400,2260,2705,Census Tract 604
1990,25025060501,1936,1623,Census Tract 605.01
1990,25025060601,450,351,Census Tract 606.01
1990,25025060602,30,24,Census Tract 606.02
1990,25025060603,20,16,Census Tract 606.03
1990,25025060604,64,50,Census Tract 606.04
1990,25025060700,575,871,Census Tract 607
1990,25025060800,1569,1538,Census Tract 608
1990,25025061000,1171,1577,Census Tract 610
1990,25025061101,848,1245,Census Tract 611.01
1990,25025061201,745,657,Census Tract 612.01
1990,25025061202,,,Census Tract 612.02
1990,25025061203,219,199,Census Tract 612.03
1990,25025061204,42,38,Census Tract 612.04
1990,25025070102,440,385,Census Tract 701.02
1990,25025070103,31,27,Census Tract 701.03
1990,25025070104,167,146,Census Tract 701.04
1990,25025070201,578,571,Census Tract 702.01
1990,25025070202,1407,1340,Census Tract 702.02
1990,25025070301,1152,912,Census Tract 703.01
1990,25025070302,711,562,Census Tract 703.02
1990,25025070402,855,940,Census Tract 704.02
1990,25025070501,1189,882,Census Tract 705.01
1990,25025070502,2147,1593,Census Tract 705.02
1990,25025070600,1431,969,Census Tract 706
1990,25025070700,1137,1009,Census Tract 707
1990,25025070801,482,382,Census Tract 708.01
1990,25025070802,1345,1066,Census Tract 708.02
1990,25025070901,614,443,Census Tract 709.01
1990,25025070902,1035,748,Census Tract 709.02
1990,25025071101,1494,1055,Census Tract 711.01
1990,25025071201,952,731,Census Tract 712.01
1990,25025080100,925,974,Census Tract 801
1990,25025080300,1082,1321,Census Tract 803
1990,25025080401,1244,1652,Census Tract 804.01
1990,25025080500,1382,1784,Census Tract 805
1990,25025080601,736,965,Census Tract 806.01
1990,25025080801,1651,2311,Census Tract 808.01
1990,25025080900,1866,1485,Census Tract 809
1990,25025081001,2427,2464,Census Tract 810.01
1990,25025081101,571,664,Census Tract 811.01
1990,25025081102,1178,1372,Census Tract 811.02
1990,25025081200,1518,1772,Census Tract 812
1990,25025081301,844,1003,Census Tract 813.01
1990,25025081302,1179,1401,Census Tract 813.02
1990,25025081400,1269,1292,Census Tract 814
1990,25025081500,1051,1348,Census Tract 815
1990,25025081700,1669,2044,Census Tract 817
1990,25025081800,1370,1544,Census Tract 818
1990,25025081900,1458,1834,Census Tract 819
1990,25025082000,1460,1728,Census Tract 820
1990,25025082100,2075,2553,Census Tract 821
1990,25025090100,1969,2371,Census Tract 901
1990,25025090200,890,1119,Census Tract 902
1990,25025090300,1370,1592,Census Tract 903
1990,25025090400,1334,1501,Census Tract 904
1990,25025090600,941,1058,Census Tract 906
1990,25025090700,2037,2155,Census Tract 907
1990,25025090901,979,1133,Census Tract 909.01
1990,25025091001,1358,1453,Census Tract 910.01
1990,25025091100,2371,2351,Census Tract 911
1990,25025091200,1544,1750,Census Tract 912
1990,25025091300,1222,1365,Census Tract 913
1990,25025091400,1010,1177,Census Tract 914
1990,25025091500,2258,2262,Census Tract 915
1990,25025091600,1310,1442,Census Tract 916
1990,25025091700,1587,1728,Census Tract 917
1990,25025091800,1746,1902,Census Tract 918
1990,25025091900,1864,2152,Census Tract 919
1990,25025092000,2371,2593,Census Tract 920
1990,25025092101,2854,2984,Census Tract 921.01
1990,25025092200,1598,1684,Census Tract 922
1990,25025092300,1518,1826,Census Tract 923
1990,25025092400,2495,3124,Census Tract 924
1990,25025100100,2182,2518,Census Tract 1001
1990,25025100200,1247,1472,Census Tract 1002
1990,25025100300,1708,1923,Census Tract 1003
1990,25025100400,2436,2823,Census Tract 1004
1990,25025100500,3015,3156,Census Tract 1005
1990,25025100601,2515,2690,Census Tract 1006.01
1990,25025100603,906,1101,Census Tract 1006.03
1990,25025100700,2111,2540,Census Tract 1007
1990,25025100800,2426,2849,Census Tract 1008
1990,25025100900,1898,2127,Census Tract 1009
1990,25025101001,2875,3176,Census Tract 1010.01
1990,25025101002,2561,2923,Census Tract 1010.02
1990,25025101101,1801,1762,Census Tract 1011.01
1990,25025101102,2254,2598,Census Tract 1011.02
1990,25025110104,991,1084,Census Tract 1101.04
1990,25025110105,1131,1227,Census Tract 1101.05
1990,25025110106,658,714,Census Tract 1101.06
1990,25025110201,846,961,Census Tract 1102.01
1990,25025110301,1079,1124,Census Tract 1103.01
1990,25025110401,1684,1876,Census Tract 1104.01
1990,25025110403,1984,2164,Census Tract 1104.03
1990,25025110501,1653,1756,Census Tract 1105.01
1990,25025110502,1789,1994,Census Tract 1105.02
1990,25025110601,1101,1366,Census Tract 1106.01
1990,25025110607,2421,3174,Census Tract 1106.07
1990,25025120103,700,921,Census Tract 1201.03
1990,25025120104,1048,1377,Census Tract 1201.04
1990,25025120105,1129,1484,Census Tract 1201.05
1990,25025120201,1880,2003,Census Tract 1202.01
1990,25025120301,2497,2728,Census Tract 1203.01
1990,25025120400,2585,3108,Census Tract 1204
1990,25025120500,1296,1247,Census Tract 1205
1990,25025120600,1197,1264,Census Tract 1206
1990,25025120700,1033,1123,Census Tract 1207
1990,25025130101,2625,3352,Census Tract 1301.01
1990,25025130200,2217,2721,Census Tract 1302
1990,25025130300,2159,2488,Census Tract 1303
1990,25025130402,2306,2597,Census Tract 1304.02
1990,25025130404,1079,1426,Census Tract 1304.04
1990,25025130406,1840,2429,Census Tract 1304.06
1990,25025140102,1927,2103,Census Tract 1401.02
1990,25025140105,1539,1834,Census Tract 1401.05
1990,25025140106,995,1185,Census Tract 1401.06
1990,25025140107,1133,1351,Census Tract 1401.07
1990,25025140201,970,1078,Census Tract 1402.01
1990,25025140202,2556,2843,Census Tract 1402.02
1990,25025140300,2542,2865,Census Tract 1403
1990,25025140400,3618,4105,Census Tract 1404
1990,25025980101,,,Census Tract 9801.01
1990,25025980300,,,Census Tract 9803
1990,25025980700,,,Census Tract 9807
1990,25025980900,,,Census Tract 9809
1990,25025981000,,,Census Tract 9810
1990,25025981100,,,Census Tract 9811
1990,25025981201,,,Census Tract 9812.01
1990,25025981202,,,Census Tract 9812.02
1990,25025981300,,,Census Tract 9813
1990,25025981501,,,Census Tract 9815.01
1990,25025981502,,,Census Tract 9815.02
1990,25025981600,,,Census Tract 9816
1990,25025981700,,,Census Tract 9817
1990,25025981800,,,Census Tract 9818
1990,25025981900,,,Census Tract 9819
2000,25025000101,925,860,Census Tract 1.01
2000,25025000102,1131,1052,Census Tract 1.02
2000,25025000201,1935,1952,Census Tract 2.01
2000,25025000202,1858,2067,Census Tract 2.02
2000,25025000301,1399,1524,Census Tract 3.01
2000,25025000302,1405,1601,Census Tract 3.02
2000,25025000401,2703,3093,Census Tract 4.01
2000,25025000402,1836,1728,Census Tract 4.02
2000,25025000502,1417,1761,Census Tract 5.02
2000,25025000503,1159,1421,Census Tract 5.03
2000,25025000505,912,1117,Census Tract 5.05
2000,25025000506,1239,1518,Census Tract 5.06
2000,25025000601,1722,1691,Census Tract 6.01
2000,25025000603,1073,1132,Census Tract 6.03
2000,25025000604,1291,1364,Census Tract 6.04
2000,25025000701,2238,2449,Census Tract 7.01
2000,25025000703,1214,1302,Census Tract 7.03
2000,25025000704,2430,2605,Census Tract 7.04
2000,25025000804,1939,1617,Census Tract 8.04
2000,25025000805,2415,2013,Census Tract 8.05
2000,25025000806,839,937,Census Tract 8.06
2000,25025000807,834,930,Census Tract 8.07
2000,25025010103,1623,2315,Census Tract 101.03
2000,25025010104,2305,2699,Census Tract 101.04
2000,25025010204,1168,1467,Census Tract 102.04
2000,25025010205,1400,1089,Census Tract 102.05
2000,25025010206,925,722,Census Tract 102.06
2000,25025010300,1700,2208,Census Tract 103
2000,25025010403,1483,1445,Census Tract 104.03
2000,25025010404,3252,3166,Census Tract 104.04
2000,25025010405,1955,1774,Census Tract 104.05
2000,25025010408,769,598,Census Tract 104.08
2000,25025010500,1736,1325,Census Tract 105
2000,25025010600,1213,1193,Census Tract 106
2000,25025010701,1131,1158,Census Tract 107.01
2000,25025010702,1295,1324,Census Tract 107.02
2000,25025010801,1531,1647,Census Tract 108.01
2000,25025010802,1506,1622,Census Tract 108.02
2000,25025020101,2018,2139,Census Tract 201.01
2000,25025020200,1693,1860,Census Tract 202
2000,25025020301,1037,860,Census Tract 203.01
2000,25025020302,692,567,Census Tract 203.02
2000,25025020304,76,62,Census Tract 203.04
2000,25025020305,1468,1201,Census Tract 203.05
2000,25025030100,888,1075,Census Tract 301
2000,25025030200,686,848,Census Tract 302
2000,25025030301,617,539,Census Tract 303.01
2000,25025030302,733,640,Census Tract 303.02
2000,25025030400,1765,1905,Census Tract 304
2000,25025030500,1104,1217,Census Tract 305
2000,25025040100,818,1025,Census Tract 401
2000,25025040200,718,934,Census Tract 402
2000,25025040300,1761,2084,Census Tract 403
2000,25025040401,935,1135,Census Tract 404.01
2000,25025040600,994,1137,Census Tract 406
2000,25025040801,1708,1946,Census Tract 408.01
2000,25025050101,2296,2291,Census Tract 501.01
2000,25025050200,2566,2331,Census Tract 502
2000,25025050300,1072,1235,Census Tract 503
2000,25025050400,1340,1185,Census Tract 504
2000,25025050500,1077,820,Census Tract 505
2000,25025050600,1165,916,Census Tract 506
2000,25025050700,2183,1859,Census Tract 507
2000,25025050901,1912,1785,Census Tract 509.01
2000,25025051000,1877,2037,Census Tract 510
2000,25025051101,2764,3033,Census Tract 511.01
2000,25025051200,1394,1275,Census Tract 512
2000,25025060101,1441,1568,Census Tract 601.01
2000,25025060200,939,1115,Census Tract 602
2000,25025060301,1436,1641,Census Tract 603.01
2000,25025060400,2165,2781,Census Tract 604
2000,25025060501,1636,1690,Census Tract 605.01
2000,25025060601,559,486,Census Tract 606.01
2000,25025060602,35,31,Census Tract 606.02
2000,25025060604,155,135,Census Tract 606.04
2000,25025060700,520,864,Census Tract 607
2000,25025060800,1876,1850,Census Tract 608
2000,25025061000,1342,1722,Census Tract 610
2000,25025061101,851,1195,Census Tract 611.01
2000,25025061201,769,682,Census Tract 612.01
2000,25025061202,,,Census Tract 612.02
2000,25025061203,201,178,Census Tract 612.03
2000,25025061204,40,35,Census Tract 612.04
2000,25025070102,896,748,Census Tract 701.02
2000,25025070104,410,344,Census Tract 701.04
2000,25025070201,996,1014,Census Tract 702.01
2000,25025070202,1556,1496,Census Tract 702.02
2000,25025070301,1172,906,Census Tract 703.01
2000,25025070302,831,643,Census Tract 703.02
2000,25025070402,837,995,Census Tract 704.02
2000,25025070501,1121,840,Census Tract 705.01
2000,25025070502,1986,1488,Census Tract 705.02
2000,25025070600,1344,844,Census Tract 706
2000,25025070700,1151,1063,Census Tract 707
2000,25025070801,559,451,Census Tract 708.01
2000,25025070802,1434,1156,Census Tract 708.02
2000,25025070901,505,413,Census Tract 709.01
2000,25025070902,1064,871,Census Tract 709.02
2000,25025071101,1836,1284,Census Tract 711.01
2000,25025071201,724,620,Census Tract 712.01
2000,25025080100,2306,1075,Census Tract 801
2000,25025080300,779,903,Census Tract 803
2000,25025080401,909,1259,Census Tract 804.01
2000,25025080500,1035,1397,Census Tract 805
2000,25025080601,1136,1164,Census Tract 806.01
2000,25025080801,1149,1454,Census Tract 808.01
2000,25025080900,1934,1630,Census Tract 809
2000,25025081001,2399,2544,Census Tract 810.01
2000,25025081101,566,586,Census Tract 811.01
2000,25025081102,1279,1323,Census Tract 811.02
2000,25025081200,1317,1625,Census Tract 812
2000,25025081301,885,972,Census Tract 813.01
2000,25025081302,1089,1196,Census Tract 813.02
2000,25025081400,1239,1292,Census Tract 814
2000,25025081500,710,931,Census Tract 815
2000,25025081700,1587,2135,Census Tract 817
2000,25025081800,1331,1532,Census Tract 818
2000,25025081900,1377,1829,Census Tract 819
2000,25025082000,1257,1549,Census Tract 820
2000,25025082100,1854,2397,Census Tract 821
2000,25025090100,2058,2530,Census Tract 901
2000,25025090200,893,1103,Census Tract 902
2000,25025090300,1341,1789,Census Tract 903
2000,25025090400,1472,1783,Census Tract 904
2000,25025090600,1029,1094,Census Tract 906
2000,25025090700,2277,2241,Census Tract 907
2000,25025090901,1628,1562,Census Tract 909.01
2000,25025091001,1354,1418,Census Tract 910.01
2000,25025091100,2576,2510,Census Tract 911
2000,25025091200,1691,1767,Census Tract 912
2000,25025091300,1108,1301,Census Tract 913
2000,25025091400,1154,1286,Census Tract 914
2000,25025091500,2204,2591,Census Tract 915
2000,25025091600,1699,1749,Census Tract 916
2000,25025091700,1552,1795,Census Tract 917
2000,25025091800,1660,1887,Census Tract 918
2000,25025091900,1678,2006,Census Tract 919
2000,25025092000,2523,2824,Census Tract 920
2000,25025092101,3414,3445,Census Tract 921.01
2000,25025092200,1766,1905,Census Tract 922
2000,25025092300,1408,1671,Census Tract 923
2000,25025092400,2902,3568,Census Tract 924
2000,25025100100,2439,2991,Census Tract 1001
2000,25025100200,1211,1452,Census Tract 1002
2000,25025100300,1627,2034,Census Tract 1003
2000,25025100400,2347,2881,Census Tract 1004
2000,25025100500,3085,3471,Census Tract 1005
2000,25025100601,2779,2887,Census Tract 1006.01
2000,25025100603,921,1020,Census Tract 1006.03
2000,25025100700,1991,2393,Census Tract 1007
2000,25025100800,2667,2845,Census Tract 1008
2000,25025100900,1978,2272,Census Tract 1009
2000,25025101001,2854,3318,Census Tract 1010.01
2000,25025101002,2431,2974,Census Tract 1010.02
2000,25025101101,1525,1821,Census Tract 1011.01
2000,25025101102,2248,2694,Census Tract 1011.02
2000,25025110104,1169,1172,Census Tract 1101.04
2000,25025110105,1261,1248,Census Tract 1101.05
2000,25025110106,686,679,Census Tract 1101.06
2000,25025110201,969,1035,Census Tract 1102.01
2000,25025110301,1164,1307,Census Tract 1103.01
2000,25025110401,1781,1975,Census Tract 1104.01
2000,25025110403,2046,2363,Census Tract 1104.03
2000,25025110501,1625,1660,Census Tract 1105.01
2000,25025110502,1927,2068,Census Tract 1105.02
2000,25025110601,1191,1454,Census Tract 1106.01
2000,25025110607,2372,3193,Census Tract 1106.07
2000,25025120103,643,799,Census Tract 1201.03
2000,25025120104,1055,1321,Census Tract 1201.04
2000,25025120105,966,1200,Census Tract 1201.05
2000,25025120201,1705,1791,Census Tract 1202.01
2000,25025120301,2371,2515,Census Tract 1203.01
2000,25025120400,2537,3048,Census Tract 1204
2000,25025120500,1208,1272,Census Tract 1205
2000,25025120600,1104,1264,Census Tract 1206
2000,25025120700,984,1135,Census Tract 1207
2000,25025130101,2292,2749,Census Tract 1301.01
2000,25025130200,2127,2562,Census Tract 1302
2000,25025130300,2030,2310,Census Tract 1303
2000,25025130402,2162,2345,Census Tract 1304.02
2000,25025130404,1145,1484,Census Tract 1304.04
2000,25025130406,2136,2766,Census Tract 1304.06
2000,25025140102,1997,2125,Census Tract 1401.02
2000,25025140105,1733,1919,Census Tract 1401.05
2000,25025140106,1082,1328,Census Tract 1401.06
2000,25025140107,1137,1396,Census Tract 1401.07
2000,25025140201,970,1048,Census Tract 1402.01
2000,25025140202,2568,2925,Census Tract 1402.02
2000,25025140300,2854,3360,Census Tract 1403
2000,25025140400,3664,4314,Census Tract 1404
