"YEAR","GEOID","NAME","total_workers_16_and_over","car_truck_van_alone","car_truck_van_carpool","public_transportation","taxicab","motorcycle","bicycle","walked","other_means","worked_from_home"
2000,"25025100603","Census Tract 1006.03",717,438,78,126,9,0,13,16,11,26
2000,"25025100700","Census Tract 1007",2250,1311,326,500,0,0,8,55,20,30
2000,"25025100800","Census Tract 1008",2799,1598,276,764,0,0,19,78,0,64
2000,"25025100900","Census Tract 1009",1958,1187,199,481,12,17,7,48,0,7
2000,"25025101001","Census Tract 1010.01",2730,1431,374,831,0,0,0,8,22,64
2000,"25025101002","Census Tract 1010.02",2199,1201,245,638,21,0,0,56,14,24
2000,"25025101101","Census Tract 1011.01",1084,483,160,393,0,0,0,28,1,19
2000,"25025101102","Census Tract 1011.02",1570,728,126,668,0,0,0,15,12,21
2000,"25025110104","Census Tract 1101.04",933,421,87,371,0,3,4,22,9,16
2000,"25025110105","Census Tract 1101.05",983,437,89,402,0,3,4,23,10,15
2000,"25025110106","Census Tract 1101.06",535,237,49,219,0,2,2,13,5,8
2000,"25025110201","Census Tract 1102.01",874,475,107,233,0,0,0,34,13,12
2000,"25025110301","Census Tract 1103.01",1135,722,111,264,0,0,23,7,1,7
2000,"25025110401","Census Tract 1104.01",1576,898,235,385,0,0,0,51,0,7
2000,"25025110403","Census Tract 1104.03",2317,1344,329,516,12,0,10,30,27,49
2000,"25025110501","Census Tract 1105.01",1775,1248,188,314,0,0,0,0,0,25
2000,"25025110502","Census Tract 1105.02",1983,1179,214,521,0,0,17,25,0,27
2000,"25025110601","Census Tract 1106.01",1263,879,178,161,0,0,0,5,16,24
2000,"25025110607","Census Tract 1106.07",3005,1735,412,646,0,0,6,62,13,131
2000,"25025120103","Census Tract 1201.03",809,504,45,127,3,0,17,50,0,63
2000,"25025120104","Census Tract 1201.04",1376,624,118,466,7,0,20,60,0,81
2000,"25025120105","Census Tract 1201.05",1214,752,68,196,4,0,25,75,0,94
2000,"25025120201","Census Tract 1202.01",2062,812,181,945,0,6,46,32,0,40
2000,"25025120301","Census Tract 1203.01",2102,824,248,831,0,0,56,115,1,27
2000,"25025120400","Census Tract 1204",3681,1567,326,1258,9,31,80,204,0,206
2000,"25025120500","Census Tract 1205",979,301,118,381,0,0,42,93,9,35
2000,"25025120600","Census Tract 1206",1583,621,130,587,0,0,54,108,5,78
2000,"25025120700","Census Tract 1207",1181,413,88,443,0,0,50,110,5,72
2000,"25025130101","Census Tract 1301.01",2546,1784,232,379,0,0,0,63,0,88
2000,"25025130200","Census Tract 1302",2620,1784,201,462,12,0,0,44,7,110
2000,"25025130300","Census Tract 1303",2351,1476,300,411,0,0,0,107,20,37
2000,"25025130402","Census Tract 1304.02",2299,1770,162,274,0,0,8,58,0,27
2000,"25025130404","Census Tract 1304.04",1036,654,128,219,0,0,0,17,2,16
2000,"25025130406","Census Tract 1304.06",1931,1220,238,407,0,0,0,31,5,30
2000,"25025140102","Census Tract 1401.02",1943,1341,222,307,0,0,0,31,7,35
2000,"25025140105","Census Tract 1401.05",1641,1162,205,192,0,0,0,23,0,59
2000,"25025140106","Census Tract 1401.06",897,497,123,216,0,0,0,49,0,12
2000,"25025140107","Census Tract 1401.07",942,522,129,227,0,0,0,51,0,13
2000,"25025140201","Census Tract 1402.01",932,621,93,186,0,0,0,32,0,0
2000,"25025140202","Census Tract 1402.02",2531,1811,195,379,11,0,7,54,7,67
2000,"25025140300","Census Tract 1403",2533,1282,328,735,27,0,0,103,0,58
2000,"25025140400","Census Tract 1404",3413,1950,522,767,0,0,0,78,16,80
2000,"25025980300","Census Tract 9803",,,,,,,,,,
2000,"25025980700","Census Tract 9807",,,,,,,,,,
2000,"25025980900","Census Tract 9809",,,,,,,,,,
2000,"25025981000","Census Tract 9810",,,,,,,,,,
2000,"25025981100","Census Tract 9811",73,32,7,30,0,0,0,2,1,1
2000,"25025981201","Census Tract 9812.01",,,,,,,,,,
2000,"25025981202","Census Tract 9812.02",,,,,,,,,,
2000,"25025981300","Census Tract 9813",,,,,,,,,,
2000,"25025981501","Census Tract 9815.01",,,,,,,,,,
2000,"25025981502","Census Tract 9815.02",,,,,,,,,,
2000,"25025981600","Census Tract 9816",,,,,,,,,,
2000,"25025981700","Census Tract 9817",,,,,,,,,,
2000,"25025981800","Census Tract 9818",,,,,,,,,,
2000,"25025981900","Census Tract 9819",,,,,,,,,,
2010,"25025000101","Census Tract 1.01",975,509,111,181,4,3,40,108,6,13
2010,"25025000102","Census Tract 1.02",1291,673,146,240,5,5,53,143,9,17
2010,"25025000201","Census Tract 2.01",2525,1506,139,573,0,0,10,219,0,78
2010,"25025000202","Census Tract 2.02",2313,1493,98,500,0,0,0,193,0,29
2010,"25025000301","Census Tract 3.01",1746,947,109,370,0,0,105,117,0,98
2010,"25025000302","Census Tract 3.02",2135,1163,161,703,0,0,9,60,11,28
2010,"25025000401","Census Tract 4.01",2946,1006,152,1381,10,0,144,119,47,87
2010,"25025000402","Census Tract 4.02",2149,982,123,786,0,0,32,88,0,138
2010,"25025000502","Census Tract 5.02",2048,339,125,786,0,0,32,492,77,197
2010,"25025000503","Census Tract 5.03",1533,565,68,797,0,0,0,87,0,16
2010,"25025000505","Census Tract 5.05",1487,451,118,785,0,0,26,80,7,20
2010,"25025000506","Census Tract 5.06",1903,578,150,1005,0,0,34,102,8,26
2010,"25025000601","Census Tract 6.01",2303,1096,231,665,0,0,12,113,11,175
2010,"25025000603","Census Tract 6.03",748,288,6,390,0,0,42,10,5,7
2010,"25025000604","Census Tract 6.04",1365,527,10,712,0,0,76,18,9,13
2010,"25025000701","Census Tract 7.01",2959,883,233,1188,14,0,40,379,0,222
2010,"25025000703","Census Tract 7.03",1588,160,118,685,38,0,174,303,0,110
2010,"25025000704","Census Tract 7.04",3259,622,208,1886,0,24,130,301,0,88
2010,"25025000804","Census Tract 8.04",2385,560,128,1058,0,0,87,468,0,84
2010,"25025000805","Census Tract 8.05",2734,642,146,1213,0,0,99,537,0,97
2010,"25025000806","Census Tract 8.06",393,54,9,56,0,0,6,228,0,40
2010,"25025000807","Census Tract 8.07",442,61,11,63,0,0,7,256,0,44
2010,"25025010103","Census Tract 101.03",1460,102,44,261,0,0,19,881,0,153
2010,"25025010104","Census Tract 101.04",2859,352,104,741,38,0,123,1285,0,216
2010,"25025010204","Census Tract 102.04",1336,262,26,382,0,17,31,602,0,16
2010,"25025010205","Census Tract 102.05",1952,290,23,497,0,9,62,983,0,88
2010,"25025010206","Census Tract 102.06",813,121,10,207,0,4,26,409,0,36
2010,"25025010300","Census Tract 103",2685,73,244,669,14,0,4,1402,0,279
2010,"25025010403","Census Tract 104.03",1665,275,0,595,0,0,11,731,0,53
2010,"25025010404","Census Tract 104.04",2419,325,0,773,0,0,22,1151,0,148
2010,"25025010405","Census Tract 104.05",1294,127,39,437,7,0,0,664,0,20
2010,"25025010408","Census Tract 104.08",1031,204,32,309,0,0,16,429,0,41
2010,"25025010500","Census Tract 105",1640,130,120,426,0,14,7,783,58,102
2010,"25025010600","Census Tract 106",1785,383,22,605,21,0,83,597,0,74
2010,"25025010701","Census Tract 107.01",1554,500,33,461,0,0,31,497,0,32
2010,"25025010702","Census Tract 107.02",1807,408,71,465,0,0,62,747,15,39
2010,"25025010801","Census Tract 108.01",2094,777,115,169,0,9,0,724,29,271
2010,"25025010802","Census Tract 108.02",1910,498,79,471,0,0,47,619,24,172
2010,"25025020101","Census Tract 201.01",2824,390,56,370,0,0,11,1779,21,197
2010,"25025020200","Census Tract 202",2597,369,36,607,167,0,7,1290,16,105
2010,"25025020301","Census Tract 203.01",1283,161,98,360,0,0,0,656,0,8
2010,"25025020302","Census Tract 203.02",685,99,0,150,0,0,0,411,0,25
2010,"25025020304","Census Tract 203.04",177,37,1,36,7,0,5,84,0,7
2010,"25025020305","Census Tract 203.05",1223,254,10,248,45,0,35,581,0,50
2010,"25025030100","Census Tract 301",1449,153,10,332,9,0,43,863,0,39
2010,"25025030200","Census Tract 302",1293,83,11,469,12,0,0,686,19,13
2010,"25025030301","Census Tract 303.01",719,137,7,114,11,0,3,371,20,56
2010,"25025030302","Census Tract 303.02",1221,232,12,194,19,0,6,630,33,95
2010,"25025030400","Census Tract 304",2583,469,39,518,14,0,4,1381,24,134
2010,"25025030500","Census Tract 305",1859,396,35,392,0,0,0,944,0,92
2010,"25025040100","Census Tract 401",1462,709,57,223,12,0,23,350,9,79
2010,"25025040200","Census Tract 402",830,263,134,324,0,0,13,79,0,17
2010,"25025040300","Census Tract 403",2482,1288,153,686,0,0,15,234,16,90
2010,"25025040401","Census Tract 404.01",1285,455,228,361,9,0,0,207,0,25
2010,"25025040600","Census Tract 406",1625,838,119,477,0,0,7,58,0,126
2010,"25025040801","Census Tract 408.01",1529,754,152,423,0,0,18,116,0,66
2010,"25025050101","Census Tract 501.01",2485,647,397,1061,0,0,0,284,0,96
2010,"25025050200","Census Tract 502",3009,772,527,1444,0,0,0,241,0,25
2010,"25025050300","Census Tract 503",590,120,7,405,0,0,0,45,8,5
2010,"25025050400","Census Tract 504",1327,395,86,776,0,0,0,52,0,18
2010,"25025050500","Census Tract 505",1243,440,66,643,0,0,0,72,22,0
2010,"25025050600","Census Tract 506",1084,157,47,786,0,0,0,26,68,0
2010,"25025050700","Census Tract 507",2832,701,531,1291,0,0,0,299,0,10
2010,"25025050901","Census Tract 509.01",2177,708,343,954,0,0,0,172,0,0
2010,"25025051000","Census Tract 510",1694,886,145,508,0,0,27,49,0,79
2010,"25025051101","Census Tract 511.01",3384,945,252,1970,95,0,0,82,0,40
2010,"25025051200","Census Tract 512",1502,563,218,545,0,0,8,158,2,8
2010,"25025060101","Census Tract 601.01",1937,891,119,744,0,0,0,32,77,74
2010,"25025060200","Census Tract 602",1389,869,46,418,19,0,0,26,0,11
2010,"25025060301","Census Tract 603.01",1865,1020,29,589,11,0,12,104,0,100
2010,"25025060400","Census Tract 604",3020,1609,218,840,0,0,26,162,12,153
2010,"25025060501","Census Tract 605.01",2410,1244,84,677,20,0,24,272,0,89
2010,"25025060601","Census Tract 606.01",693,216,49,195,5,0,37,121,22,48
2010,"25025060602","Census Tract 606.02",39,12,3,11,0,0,2,7,1,3
2010,"25025060603","Census Tract 606.03",401,125,29,113,3,0,21,70,12,28
2010,"25025060604","Census Tract 606.04",216,67,15,61,1,0,12,38,7,15
2010,"25025060700","Census Tract 607",592,270,10,291,0,0,0,21,0,0
2010,"25025060800","Census Tract 608",2522,1253,45,824,0,0,21,345,0,34
2010,"25025061000","Census Tract 610",1292,459,74,466,0,0,0,273,0,20
2010,"25025061101","Census Tract 611.01",610,268,0,267,0,0,0,75,0,0
2010,"25025061201","Census Tract 612.01",987,422,42,354,0,0,0,118,0,51
2010,"25025061202","Census Tract 612.02",,,,,,,,,,
2010,"25025061203","Census Tract 612.03",747,320,32,268,0,0,0,89,0,38
2010,"25025061204","Census Tract 612.04",344,147,15,123,0,0,0,41,0,18
2010,"25025070102","Census Tract 701.02",1085,182,14,176,22,0,26,622,0,43
2010,"25025070103","Census Tract 701.03",,,,,,,,,,
2010,"25025070104","Census Tract 701.04",609,102,8,99,12,0,14,350,0,24
2010,"25025070201","Census Tract 702.01",1034,122,55,334,0,0,0,448,5,70
2010,"25025070202","Census Tract 702.02",1583,214,62,421,11,0,13,765,5,92
2010,"25025070301","Census Tract 703.01",1470,270,102,431,0,0,37,523,55,52
2010,"25025070302","Census Tract 703.02",1253,230,87,368,0,0,32,446,46,44
2010,"25025070402","Census Tract 704.02",581,285,38,131,0,0,0,90,37,0
2010,"25025070501","Census Tract 705.01",1370,299,64,428,6,0,22,484,9,58
2010,"25025070502","Census Tract 705.02",2222,486,104,695,10,0,36,784,14,93
2010,"25025070600","Census Tract 706",1809,413,20,590,0,0,22,572,10,182
2010,"25025070700","Census Tract 707",1397,292,26,417,10,0,11,585,10,46
2010,"25025070801","Census Tract 708.01",613,118,13,301,0,0,10,150,0,21
2010,"25025070802","Census Tract 708.02",1480,285,30,727,0,0,24,364,0,50
2010,"25025070901","Census Tract 709.01",586,170,4,212,6,0,7,160,0,27
2010,"25025070902","Census Tract 709.02",1080,314,7,390,10,0,13,295,0,51
2010,"25025071101","Census Tract 711.01",1926,707,41,552,4,0,81,446,17,78
2010,"25025071201","Census Tract 712.01",1233,514,81,278,10,0,0,270,13,67
2010,"25025080100","Census Tract 801",631,303,39,142,0,0,58,63,0,26
2010,"25025080300","Census Tract 803",541,233,25,81,0,0,0,192,10,0
2010,"25025080401","Census Tract 804.01",593,229,65,240,0,0,0,45,0,14
2010,"25025080500","Census Tract 805",801,236,169,304,0,0,0,92,0,0
2010,"25025080601","Census Tract 806.01",1155,238,69,558,0,0,0,290,0,0
2010,"25025080801","Census Tract 808.01",906,234,53,299,0,0,0,320,0,0
2010,"25025080900","Census Tract 809",2005,254,133,601,0,0,345,672,0,0
2010,"25025081001","Census Tract 810.01",2264,513,52,914,0,0,54,672,0,59
2010,"25025081101","Census Tract 811.01",596,184,20,251,0,0,46,87,5,3
2010,"25025081102","Census Tract 811.02",1887,581,62,794,0,0,147,276,17,10
2010,"25025081200","Census Tract 812",1078,321,43,505,0,0,84,63,6,56
2010,"25025081301","Census Tract 813.01",576,285,75,163,0,0,0,15,0,38
2010,"25025081302","Census Tract 813.02",787,389,103,223,0,0,0,20,0,52
2010,"25025081400","Census Tract 814",1815,618,109,663,0,0,68,272,0,85
2010,"25025081500","Census Tract 815",751,383,38,228,0,0,0,34,26,42
2010,"25025081700","Census Tract 817",1275,533,202,326,0,0,12,120,8,74
2010,"25025081800","Census Tract 818",1272,439,132,640,0,0,0,55,0,6
2010,"25025081900","Census Tract 819",1204,489,114,574,10,0,0,17,0,0
2010,"25025082000","Census Tract 820",1188,420,97,521,0,19,0,41,81,9
2010,"25025082100","Census Tract 821",1606,638,231,662,10,12,9,22,16,6
2010,"25025090100","Census Tract 901",1756,657,233,747,0,0,0,44,48,27
2010,"25025090200","Census Tract 902",659,205,133,253,0,0,0,63,0,5
2010,"25025090300","Census Tract 903",732,299,132,234,0,0,0,40,27,0
2010,"25025090400","Census Tract 904",1413,521,109,701,0,0,10,37,25,10
2010,"25025090600","Census Tract 906",871,341,90,357,0,0,0,83,0,0
2010,"25025090700","Census Tract 907",2256,1012,177,868,9,0,23,96,54,17
2010,"25025090901","Census Tract 909.01",1628,633,127,719,0,0,0,126,0,23
2010,"25025091001","Census Tract 910.01",1332,690,112,353,0,0,15,90,0,72
2010,"25025091100","Census Tract 911",2412,1000,285,974,11,24,0,87,10,21
2010,"25025091200","Census Tract 912",1487,732,278,388,17,0,0,61,0,11
2010,"25025091300","Census Tract 913",634,234,87,235,0,0,0,36,42,0
2010,"25025091400","Census Tract 914",1025,345,193,358,9,0,0,108,0,12
2010,"25025091500","Census Tract 915",1831,768,234,642,0,0,25,80,11,71
2010,"25025091600","Census Tract 916",1115,530,84,444,0,0,0,47,10,0
2010,"25025091700","Census Tract 917",1378,458,74,705,0,0,0,94,47,0
2010,"25025091800","Census Tract 918",1441,711,202,480,14,0,0,7,19,8
2010,"25025091900","Census Tract 919",1248,516,162,514,0,0,15,15,0,26
2010,"25025092000","Census Tract 920",1983,715,286,790,0,0,0,27,152,13
2010,"25025092101","Census Tract 921.01",2947,1463,372,897,0,0,16,183,0,16
2010,"25025092200","Census Tract 922",1458,595,170,545,0,0,0,62,0,86
2010,"25025092300","Census Tract 923",1331,601,101,588,0,0,0,16,0,25
2010,"25025092400","Census Tract 924",2300,980,391,917,0,0,0,0,0,12
2010,"25025100100","Census Tract 1001",2060,826,185,981,25,0,0,38,0,5
2010,"25025100200","Census Tract 1002",1342,601,129,581,0,0,0,0,0,31
2010,"25025100300","Census Tract 1003",1407,635,288,351,0,0,0,66,35,32
2010,"25025100400","Census Tract 1004",2058,1080,122,701,0,0,0,88,10,57
2010,"25025100500","Census Tract 1005",2245,1115,101,868,0,0,0,115,0,46
2010,"25025100601","Census Tract 1006.01",2547,1425,252,739,0,0,0,82,0,49
2010,"25025100603","Census Tract 1006.03",1007,623,140,166,0,0,0,43,13,22
2010,"25025100700","Census Tract 1007",2033,1307,165,407,0,0,0,116,12,26
2010,"25025100800","Census Tract 1008",2771,1518,207,726,0,0,34,141,0,145
2010,"25025100900","Census Tract 1009",2118,1049,252,601,0,8,8,103,62,35
2010,"25025101001","Census Tract 1010.01",2526,1098,579,789,22,0,0,21,6,11
2010,"25025101002","Census Tract 1010.02",2601,1322,270,841,9,43,0,9,0,107
2010,"25025101101","Census Tract 1011.01",1642,683,185,660,0,0,0,93,11,10
2010,"25025101102","Census Tract 1011.02",1841,711,206,843,11,0,0,57,0,13
2010,"25025110104","Census Tract 1101.04",1292,545,59,564,0,0,42,40,12,30
2010,"25025110105","Census Tract 1101.05",1106,458,45,494,0,0,37,36,11,25
2010,"25025110106","Census Tract 1101.06",757,314,31,339,0,0,25,24,7,17
2010,"25025110201","Census Tract 1102.01",968,744,31,182,0,0,7,0,0,4
2010,"25025110301","Census Tract 1103.01",1547,763,232,425,0,0,0,16,32,79
2010,"25025110401","Census Tract 1104.01",1773,854,161,638,0,0,11,6,31,72
2010,"25025110403","Census Tract 1104.03",2230,1252,326,524,0,0,0,105,10,13
2010,"25025110501","Census Tract 1105.01",1860,1042,242,401,0,0,10,31,28,106
2010,"25025110502","Census Tract 1105.02",1719,964,63,540,0,0,23,52,0,77
2010,"25025110601","Census Tract 1106.01",1438,1022,91,214,0,0,10,0,0,101
2010,"25025110607","Census Tract 1106.07",2630,1425,306,715,0,0,43,41,16,84
2010,"25025120103","Census Tract 1201.03",969,584,72,192,0,0,36,36,11,38
2010,"25025120104","Census Tract 1201.04",1385,480,96,632,0,0,37,45,1,94
2010,"25025120105","Census Tract 1201.05",1154,813,93,116,0,0,0,44,12,76
2010,"25025120201","Census Tract 1202.01",2658,696,242,1268,0,10,60,286,0,96
2010,"25025120301","Census Tract 1203.01",2898,1065,438,1085,0,0,105,143,5,57
2010,"25025120400","Census Tract 1204",3615,1340,141,1658,0,0,123,197,0,156
2010,"25025120500","Census Tract 1205",1372,494,62,488,0,0,116,202,0,10
2010,"25025120600","Census Tract 1206",1742,544,84,720,10,0,123,170,0,91
2010,"25025120700","Census Tract 1207",1388,534,94,485,0,0,148,107,2,18
2010,"25025130101","Census Tract 1301.01",2393,1900,84,302,0,0,0,0,21,86
2010,"25025130200","Census Tract 1302",2746,1980,205,416,0,0,0,30,0,115
2010,"25025130300","Census Tract 1303",2425,1516,374,342,0,0,0,24,45,124
2010,"25025130402","Census Tract 1304.02",2454,1788,136,389,0,0,0,17,18,106
2010,"25025130404","Census Tract 1304.04",1452,1141,129,139,0,0,0,37,0,6
2010,"25025130406","Census Tract 1304.06",2430,1556,375,440,0,0,0,16,43,0
2010,"25025140102","Census Tract 1401.02",2052,1454,238,278,0,0,0,21,7,54
2010,"25025140105","Census Tract 1401.05",2029,1205,281,539,0,0,0,0,0,4
2010,"25025140106","Census Tract 1401.06",737,323,147,250,0,0,0,17,0,0
2010,"25025140107","Census Tract 1401.07",1324,708,180,323,0,16,0,38,16,43
2010,"25025140201","Census Tract 1402.01",1356,865,97,369,0,0,0,8,0,17
2010,"25025140202","Census Tract 1402.02",2748,1747,125,556,0,0,33,69,58,160
2010,"25025140300","Census Tract 1403",2859,1743,331,617,0,0,0,94,0,74
2010,"25025140400","Census Tract 1404",3877,2387,94,1200,0,0,0,67,0,129
2010,"25025980300","Census Tract 9803",62,26,0,0,0,0,0,23,0,13
2010,"25025980700","Census Tract 9807",,,,,,,,,,
2010,"25025980900","Census Tract 9809",,,,,,,,,,
2010,"25025981000","Census Tract 9810",,,,,,,,,,
2010,"25025981100","Census Tract 9811",6,0,0,6,0,0,0,0,0,0
2010,"25025981201","Census Tract 9812.01",,,,,,,,,,
2010,"25025981202","Census Tract 9812.02",,,,,,,,,,
2010,"25025981300","Census Tract 9813",,,,,,,,,,
2010,"25025981501","Census Tract 9815.01",,,,,,,,,,
2010,"25025981502","Census Tract 9815.02",14,14,0,0,0,0,0,0,0,0
2010,"25025981600","Census Tract 9816",,,,,,,,,,
2010,"25025981700","Census Tract 9817",,,,,,,,,,
2010,"25025981800","Census Tract 9818",78,9,0,0,0,0,69,0,0,0
2010,"25025981900","Census Tract 9819",,,,,,,,,,
2020,"25025000101","Census Tract 1.01",1302,639,87,267,5,0,119,147,0,38
2020,"25025000102","Census Tract 1.02",2611,1626,145,566,34,0,68,66,0,106
2020,"25025000201","Census Tract 2.01",3022,1696,312,669,0,0,93,65,39,148
2020,"25025000202","Census Tract 2.02",2427,1435,105,564,0,0,32,145,0,146
2020,"25025000301","Census Tract 3.01",2031,1135,90,579,0,0,22,125,8,72
2020,"25025000302","Census Tract 3.02",2323,1347,150,451,0,0,4,202,23,146
2020,"25025000401","Census Tract 4.01",3603,1211,139,1593,0,0,129,143,9,379
2020,"25025000402","Census Tract 4.02",2407,831,355,582,8,0,8,303,0,320
2020,"25025000502","Census Tract 5.02",2921,730,82,1043,36,0,35,650,121,224
2020,"25025000503","Census Tract 5.03",1517,372,48,823,0,0,13,124,9,128
2020,"25025000505","Census Tract 5.05",1397,657,102,516,0,0,38,67,0,17
2020,"25025000506","Census Tract 5.06",1754,507,51,867,64,0,10,74,0,181
2020,"25025000601","Census Tract 6.01",2922,1276,230,847,45,0,81,208,32,203
2020,"25025000603","Census Tract 6.03",724,123,102,353,0,0,17,31,0,98
2020,"25025000604","Census Tract 6.04",1496,383,0,587,0,0,239,84,0,203
2020,"25025000701","Census Tract 7.01",3570,885,114,1367,0,0,209,193,0,802
2020,"25025000703","Census Tract 7.03",1210,208,3,555,5,0,61,242,0,136
2020,"25025000704","Census Tract 7.04",2904,551,34,1300,30,23,254,417,115,180
2020,"25025000804","Census Tract 8.04",2160,920,117,698,89,0,60,211,0,65
2020,"25025000805","Census Tract 8.05",1905,507,27,682,0,18,91,355,41,184
2020,"25025000806","Census Tract 8.06",800,217,27,90,18,0,62,347,0,39
2020,"25025000807","Census Tract 8.07",1392,118,0,181,0,0,0,1013,0,80
2020,"25025010103","Census Tract 101.03",1258,66,56,214,10,0,8,798,28,78
2020,"25025010104","Census Tract 101.04",2633,362,67,624,17,0,61,1160,15,327
2020,"25025010204","Census Tract 102.04",1650,177,44,357,25,0,48,855,17,127
2020,"25025010205","Census Tract 102.05",2413,293,0,559,17,0,225,1215,22,82
2020,"25025010206","Census Tract 102.06",1360,287,0,301,0,0,46,428,67,231
2020,"25025010300","Census Tract 103",2365,256,84,293,4,0,29,1528,0,171
2020,"25025010403","Census Tract 104.03",1511,118,17,412,20,0,129,754,19,42
2020,"25025010404","Census Tract 104.04",1831,160,79,527,3,0,48,893,10,111
2020,"25025010405","Census Tract 104.05",2531,218,153,674,28,0,58,1269,6,125
2020,"25025010408","Census Tract 104.08",959,127,15,241,21,0,33,472,0,50
2020,"25025010500","Census Tract 105",1474,425,0,355,12,0,33,496,10,143
2020,"25025010600","Census Tract 106",2039,391,47,474,31,0,46,872,36,142
2020,"25025010701","Census Tract 107.01",1573,292,40,448,9,0,23,621,50,90
2020,"25025010702","Census Tract 107.02",1724,489,22,333,37,0,8,565,17,253
2020,"25025010801","Census Tract 108.01",1713,332,67,160,24,0,27,949,46,108
2020,"25025010802","Census Tract 108.02",2421,400,25,600,20,0,87,917,7,365
2020,"25025020101","Census Tract 201.01",3050,463,156,414,10,0,152,1452,0,403
2020,"25025020200","Census Tract 202",2767,291,0,481,19,0,46,1578,56,296
2020,"25025020301","Census Tract 203.01",1430,164,12,358,9,0,16,510,67,294
2020,"25025020302","Census Tract 203.02",729,83,0,197,30,0,18,341,4,56
2020,"25025020304","Census Tract 203.04",762,258,0,155,0,0,32,255,0,62
2020,"25025020305","Census Tract 203.05",1644,381,10,269,19,0,34,684,70,177
2020,"25025030100","Census Tract 301",1732,253,10,462,0,0,9,739,0,259
2020,"25025030200","Census Tract 302",1386,355,23,256,0,0,23,619,0,110
2020,"25025030301","Census Tract 303.01",714,150,64,120,0,0,0,294,0,86
2020,"25025030302","Census Tract 303.02",1427,176,9,341,26,0,23,716,2,134
2020,"25025030400","Census Tract 304",2993,523,24,734,37,0,64,1363,25,223
2020,"25025030500","Census Tract 305",1893,348,0,297,7,0,17,914,0,310
2020,"25025040100","Census Tract 401",1520,680,22,91,0,0,111,380,6,230
2020,"25025040200","Census Tract 402",894,431,75,180,0,0,4,143,14,47
2020,"25025040300","Census Tract 403",3058,1062,140,1011,0,0,189,419,9,228
2020,"25025040401","Census Tract 404.01",1718,695,48,444,56,0,14,347,9,105
2020,"25025040600","Census Tract 406",2587,1080,138,728,9,0,52,295,24,261
2020,"25025040801","Census Tract 408.01",2402,898,131,688,0,0,61,409,23,192
2020,"25025050101","Census Tract 501.01",2893,1115,231,1291,0,0,36,149,0,71
2020,"25025050200","Census Tract 502",3263,855,127,1569,18,0,0,283,52,359
2020,"25025050300","Census Tract 503",1406,446,80,625,8,0,11,104,7,125
2020,"25025050400","Census Tract 504",1464,204,108,996,5,0,0,103,0,48
2020,"25025050500","Census Tract 505",1430,326,66,794,0,0,11,79,62,92
2020,"25025050600","Census Tract 506",1739,345,222,959,0,0,0,98,0,115
2020,"25025050700","Census Tract 507",3475,616,169,2393,7,0,0,190,20,80
2020,"25025050901","Census Tract 509.01",2806,843,152,1663,0,0,0,86,0,62
2020,"25025051000","Census Tract 510",2856,875,245,1138,20,0,8,100,12,458
2020,"25025051101","Census Tract 511.01",4174,1955,173,1686,45,0,13,96,49,157
2020,"25025051200","Census Tract 512",2000,625,68,867,21,0,0,76,25,318
2020,"25025060101","Census Tract 601.01",2447,1306,81,736,35,0,24,172,9,84
2020,"25025060200","Census Tract 602",1593,569,111,569,0,39,13,52,60,180
2020,"25025060301","Census Tract 603.01",3029,1072,106,998,68,39,60,163,39,484
2020,"25025060400","Census Tract 604",3902,1955,53,1125,6,0,0,306,23,434
2020,"25025060501","Census Tract 605.01",3210,1383,284,963,87,0,10,323,93,67
2020,"25025060601","Census Tract 606.01",1420,432,0,523,39,0,56,330,25,15
2020,"25025060602","Census Tract 606.02",273,67,0,45,0,0,27,125,0,9
2020,"25025060603","Census Tract 606.03",867,241,63,164,0,0,0,294,14,91
2020,"25025060604","Census Tract 606.04",1256,381,9,116,0,0,21,628,6,95
2020,"25025060700","Census Tract 607",697,269,11,279,0,0,2,90,1,45
2020,"25025060800","Census Tract 608",3262,1243,173,1030,75,0,53,435,161,92
2020,"25025061000","Census Tract 610",1792,642,105,773,10,0,0,175,17,70
2020,"25025061101","Census Tract 611.01",932,275,50,440,31,0,8,89,10,29
2020,"25025061201","Census Tract 612.01",1280,246,0,563,30,31,63,188,74,85
2020,"25025061202","Census Tract 612.02",,,,,,,,,,
2020,"25025061203","Census Tract 612.03",1458,350,49,610,0,0,48,278,0,123
2020,"25025061204","Census Tract 612.04",864,210,167,41,0,0,45,381,0,20
2020,"25025070102","Census Tract 701.02",1232,222,25,293,0,0,0,624,0,68
2020,"25025070103","Census Tract 701.03",284,48,0,41,0,0,0,175,0,20
2020,"25025070104","Census Tract 701.04",1276,311,0,130,8,0,56,534,41,196
2020,"25025070201","Census Tract 702.01",1309,106,30,285,0,0,61,729,21,77
2020,"25025070202","Census Tract 702.02",1605,215,45,183,24,19,3,753,110,253
2020,"25025070301","Census Tract 703.01",1742,522,0,366,34,0,67,656,40,57
2020,"25025070302","Census Tract 703.02",1166,213,0,252,51,0,16,542,63,29
2020,"25025070402","Census Tract 704.02",1460,317,130,181,16,0,59,621,5,131
2020,"25025070501","Census Tract 705.01",1319,402,45,147,12,0,56,565,4,88
2020,"25025070502","Census Tract 705.02",1551,338,119,368,38,37,19,447,37,148
2020,"25025070600","Census Tract 706",1616,487,73,278,38,0,47,469,9,215
