"YEAR","GEOID","NAME","chi_pov_stat_det","chi_below_pov","chi_above_pov"
2024,25025140300,"Census Tract 1403",1366.49919,41.7828478,1324.7163422
2024,25025140400,"Census Tract 1404",1408.6703,307.37445,1101.29585
2024,25025980101,"Census Tract 9801.01",0,0,0
2024,25025980300,"Census Tract 9803",0,0,0
2024,25025980700,"Census Tract 9807",0,0,0
2024,25025980900,"Census Tract 9809",0,0,0
2024,25025981000,"Census Tract 9810",0,0,0
2024,25025981100,"Census Tract 9811",0,0,0
2024,25025981201,"Census Tract 9812.01",0,0,0
2024,25025981202,"Census Tract 9812.02",0,0,0
2024,25025981300,"Census Tract 9813",0,0,0
2024,25025981501,"Census Tract 9815.01",0,0,0
2024,25025981600,"Census Tract 9816",0,0,0
2024,25025981700,"Census Tract 9817",0,0,0
2024,25025981800,"Census Tract 9818",0.9958633,0,0.9958633
2024,25025981900,"Census Tract 9819",0,0,0
2024,25025990101,"Census Tract 9901.01",0,0,0
