YEAR,GEOID,median_nom_R1F,median_nom_RCD,median_adj_R1F,median_adj_RCD,count_R1F,count_RCD,NAME
2019,East Boston,600000.0,570000.0,714978.0,679230.0,45.0,433.0,East Boston
2019,Fenway,,466250.0,,555598.0,0.0,241.0,Fenway
2019,Hyde Park,455000.0,365000.0,542192.0,434945.0,156.0,81.0,Hyde Park
2019,Jamaica Plain,845000.0,603000.0,1006928.0,718553.0,75.0,373.0,Jamaica Plain
2019,Longwood,,647500.0,,771581.0,0.0,4.0,Longwood
2019,Mattapan,412500.0,430000.0,491548.0,512401.0,62.0,49.0,Mattapan
2019,Mission Hill,639000.0,571500.0,761452.0,681017.5,2.0,36.0,Mission Hill
2019,North End,3500000.0,729900.0,4170708.0,869771.0,1.0,119.0,North End
2019,Roslindale,615000.0,479900.0,732853.0,571864.0,111.0,197.0,Roslindale
2019,Roxbury,537500.0,445500.0,640501.5,530871.5,44.0,144.0,Roxbury
2019,South Boston,831000.0,745000.0,990245.0,887765.0,86.0,721.0,South Boston
2019,South Boston Waterfront,,1272500.0,,1516350.0,0.0,111.0,South Boston Waterfront
2019,South End,3000000.0,1235000.0,3574892.0,1471664.0,31.0,619.0,South End
2019,West End,,770000.0,,917556.0,0.0,83.0,West End
2019,West Roxbury,600000.0,378250.0,714978.0,450734.5,239.0,120.0,West Roxbury
2020,Allston,818300.0,530000.0,963431.0,623999.0,7.0,65.0,Allston
2020,Back Bay,7000000.0,1687500.0,8241499.5,1986790.0,6.0,346.0,Back Bay
2020,Beacon Hill,3175000.0,989000.0,3738109.0,1164406.0,19.0,150.0,Beacon Hill
2020,Brighton,750000.0,490000.0,883018.0,576905.0,41.0,260.0,Brighton
2020,Charlestown,1362500.0,738000.0,1604149.0,868889.5,62.0,358.0,Charlestown
2020,Chinatown,,715000.0,,841810.5,0.0,6.0,Chinatown
2020,Dorchester,614000.0,513750.0,722897.0,604867.0,147.0,576.0,Dorchester
2020,Downtown,,1086250.0,,1278904.5,0.0,172.0,Downtown
2020,East Boston,605000.0,570000.0,712301.0,671094.0,54.0,321.0,East Boston
2020,Fenway,1960000.0,749500.0,2307620.0,882429.0,3.0,112.0,Fenway
2020,Hyde Park,515000.0,408000.0,606339.0,480361.5,147.0,80.0,Hyde Park
2020,Jamaica Plain,956250.0,650000.0,1125847.5,765282.0,76.0,567.0,Jamaica Plain
2020,Mattapan,487000.0,491000.0,573373.0,578082.5,27.0,38.0,Mattapan
2020,Mission Hill,1000000.0,599000.0,1177357.0,705237.0,3.0,31.0,Mission Hill
2020,North End,1075000.0,755000.0,1265659.0,888905.0,1.0,149.0,North End
2020,Roslindale,634700.0,486000.0,747269.0,572195.5,111.0,248.0,Roslindale
2020,Roxbury,599000.0,520000.0,705237.0,612226.0,33.0,134.0,Roxbury
2020,South Boston,862084.0,741000.0,1014980.5,872421.5,76.0,682.0,South Boston
2020,South Boston Waterfront,,1494150.0,,1759148.0,0.0,244.0,South Boston Waterfront
2020,South End,2900000.0,1080000.0,3414335.0,1271546.0,25.0,515.0,South End
2020,West End,,628000.0,,739380.5,0.0,56.0,West End
2020,West Roxbury,685000.0,448750.0,806490.0,528339.0,235.0,124.0,West Roxbury
2021,Allston,929000.0,505000.0,1044525.5,567799.0,6.0,103.0,Allston
2021,Back Bay,5175000.0,1450000.0,5818533.0,1630314.0,8.0,411.0,Back Bay
2021,Beacon Hill,3450000.0,875000.0,3879022.0,983810.0,25.0,209.0,Beacon Hill
2021,Brighton,871000.0,500000.0,979313.0,562177.0,47.0,441.0,Brighton
2021,Charlestown,1230000.0,742500.0,1382956.0,834833.0,91.0,418.0,Charlestown
2021,Chinatown,1050000.0,660000.0,1180572.0,742074.0,1.0,15.0,Chinatown
2021,Dorchester,615050.0,563500.0,691534.5,633573.5,226.0,678.0,Dorchester
2021,Downtown,,1222500.0,,1374523.0,0.0,258.0,Downtown
2021,East Boston,689000.0,630000.0,774680.0,708343.0,61.0,650.0,East Boston
2021,Fenway,,690000.0,,775804.0,0.0,243.0,Fenway
2021,Hyde Park,585000.0,430000.0,657747.0,483472.0,194.0,101.0,Hyde Park
2021,Jamaica Plain,1032500.0,665000.0,1160896.0,747696.0,92.0,552.0,Jamaica Plain
2021,Longwood,,658500.0,,740387.5,0.0,6.0,Longwood
2021,Mattapan,525000.0,601000.0,590286.0,675737.0,51.0,71.0,Mattapan
2021,Mission Hill,800000.0,593625.0,899483.0,667445.0,3.0,46.0,Mission Hill
2021,North End,1300000.0,743750.0,1461661.0,836238.5,3.0,200.0,North End
2021,Roslindale,725000.0,554000.0,815157.0,622892.0,157.0,267.0,Roslindale
2021,Roxbury,550000.0,525000.0,618395.0,590286.0,49.0,179.0,Roxbury
2021,South Boston,940000.0,762500.0,1056893.0,857320.0,97.0,974.0,South Boston
2021,South Boston Waterfront,,1585000.0,,1782101.5,0.0,238.0,South Boston Waterfront
2021,South End,3300000.0,995000.0,3710369.0,1118732.0,39.0,781.0,South End
2021,West End,,696000.0,,782550.5,0.0,74.0,West End
2021,West Roxbury,725000.0,449000.0,815157.0,504835.0,287.0,157.0,West Roxbury
2022,Allston,830000.0,499000.0,864028.0,519458.0,15.0,81.0,Allston
2022,Back Bay,5730000.0,1260000.0,5964916.5,1311657.0,2.0,329.0,Back Bay
2022,Beacon Hill,3562500.0,1150000.0,3708554.0,1197147.0,30.0,182.0,Beacon Hill
2022,Brighton,850000.0,485000.0,884848.0,504884.0,33.0,313.0,Brighton
2022,Charlestown,1415000.0,830000.0,1473012.0,864028.0,61.0,321.0,Charlestown
2022,Chinatown,,699000.0,,727657.0,0.0,59.0,Chinatown
2022,Dorchester,700000.0,560000.0,728698.0,582959.0,172.0,506.0,Dorchester
2022,Downtown,788000.0,1395000.0,820306.0,1452192.0,1.0,259.0,Downtown
2022,East Boston,689500.0,615000.0,717767.5,640214.0,46.0,507.0,East Boston
2022,Fenway,3000000.0,675000.0,3122993.0,702673.0,1.0,149.0,Fenway
2022,Hyde Park,600000.0,450000.0,624599.0,468449.0,174.0,58.0,Hyde Park
2022,Jamaica Plain,1175000.0,675000.0,1223172.0,702673.0,69.0,417.0,Jamaica Plain
2022,Longwood,,425000.0,,442424.0,0.0,3.0,Longwood
2022,Mattapan,527500.0,645000.0,549126.5,671443.0,48.0,40.0,Mattapan
2022,Mission Hill,675000.0,652500.0,702673.0,679251.0,3.0,32.0,Mission Hill
2022,North End,2570000.0,740000.0,2675364.0,770338.0,1.0,132.0,North End
2022,Roslindale,750000.0,615000.0,780748.0,640214.0,109.0,213.0,Roslindale
2022,Roxbury,622500.0,600000.0,648021.0,624599.0,26.0,197.0,Roxbury
2022,South Boston,1005000.0,790000.0,1046203.0,822388.0,72.0,609.0,South Boston
2022,South Boston Waterfront,,1422000.0,,1480299.0,0.0,286.0,South Boston Waterfront
2022,South End,3550000.0,1080000.0,3695542.0,1124277.0,21.0,671.0,South End
2022,West End,,689500.0,,717767.5,0.0,62.0,West End
2022,West Roxbury,760000.0,460000.0,791158.0,478859.0,264.0,162.0,West Roxbury
2023,Allston,825000.0,576500.0,825000.0,576500.0,10.0,102.0,Allston
2023,Back Bay,5700000.0,1300000.0,5700000.0,1300000.0,2.0,341.0,Back Bay
2023,Beacon Hill,3550000.0,844500.0,3550000.0,844500.0,11.0,120.0,Beacon Hill
2023,Brighton,805000.0,568950.0,805000.0,568950.0,35.0,424.0,Brighton
2023,Charlestown,1550000.0,826250.0,1550000.0,826250.0,49.0,214.0,Charlestown
2023,Chinatown,,572500.0,,572500.0,0.0,10.0,Chinatown
2023,Dorchester,715500.0,580000.0,715500.0,580000.0,104.0,351.0,Dorchester
2023,Downtown,,1297500.0,,1297500.0,0.0,226.0,Downtown
2023,East Boston,649900.0,631250.0,649900.0,631250.0,31.0,292.0,East Boston
2023,Fenway,1800000.0,723000.0,1800000.0,723000.0,1.0,86.0,Fenway
2023,Hyde Park,595000.0,400000.0,595000.0,400000.0,131.0,39.0,Hyde Park
2023,Jamaica Plain,1020000.0,675000.0,1020000.0,675000.0,62.0,329.0,Jamaica Plain
2023,Longwood,,597500.0,,597500.0,0.0,4.0,Longwood
2023,Mattapan,557499.5,525000.0,557499.5,525000.0,36.0,35.0,Mattapan
2023,Mission Hill,1520000.0,391272.5,1520000.0,391272.5,2.0,36.0,Mission Hill
2023,North End,1145000.0,857500.0,1145000.0,857500.0,1.0,102.0,North End
2023,Roslindale,775000.0,580000.0,775000.0,580000.0,78.0,158.0,Roslindale
2023,Roxbury,657000.0,480000.0,657000.0,480000.0,15.0,117.0,Roxbury
2023,South Boston,999000.0,800000.0,999000.0,800000.0,43.0,395.0,South Boston
2023,South Boston Waterfront,,1592500.0,,1592500.0,0.0,82.0,South Boston Waterfront
2023,South End,4000000.0,1130000.0,4000000.0,1130000.0,17.0,411.0,South End
2023,West End,,635000.0,,635000.0,0.0,56.0,West End
2023,West Roxbury,800000.0,507450.0,800000.0,507450.0,206.0,130.0,West Roxbury
